#Jurisdiction	Cause	Response Category	Protection Zone	Year	Annee	Juridiction	Data Qualifier	Area (hectares)	Area (hectares) null
Prince Edward Island	Forest industry	Full	Intensive	2003	2003	Ile-du-Prince-Edouard	a	1	1
Prince Edward Island	Forest industry	Full	Intensive	2004	2004	Ile-du-Prince-Edouard	a	0	
Prince Edward Island	Forest industry	Full	Intensive	2005	2005	Ile-du-Prince-Edouard	a	0	
Quebec	Forest industry	Full	Intensive	1992	1992	Quebec	a	523	523
Quebec	Forest industry	Full	Intensive	1993	1993	Quebec	a	457	457
Quebec	Forest industry	Full	Intensive	1994	1994	Quebec	a	40	40
Quebec	Forest industry	Full	Intensive	1995	1995	Quebec	a	74735	74735
Quebec	Forest industry	Full	Intensive	1996	1996	Quebec	a	79	79
Quebec	Forest industry	Full	Intensive	1997	1997	Quebec	a	17	17
Quebec	Forest industry	Full	Intensive	1998	1998	Quebec	a	9	9
Quebec	Forest industry	Full	Intensive	1999	1999	Quebec	a	1318	1318
Quebec	Forest industry	Full	Intensive	2000	2000	Quebec	a	23	23
Quebec	Forest industry	Full	Intensive	2001	2001	Quebec	a	15	15
Quebec	Forest industry	Full	Intensive	2002	2002	Quebec	a	33	33
Quebec	Forest industry	Full	Intensive	2003	2003	Quebec	a	541	541
Quebec	Forest industry	Full	Intensive	2004	2004	Quebec	a	23	23
Quebec	Forest industry	Full	Intensive	2005	2005	Quebec	a	5501	5501
Saskatchewan	Forest industry	Full	Intensive	1992	1992	Saskatchewan	a	0	
Saskatchewan	Forest industry	Full	Intensive	1997	1997	Saskatchewan	a	1	1
Saskatchewan	Forest industry	Full	Intensive	2003	2003	Saskatchewan	a	0	
Yukon	Forest industry	Full	Intensive	1991	1991	Yukon	a	0	
Yukon	Forest industry	Full	Intensive	1992	1992	Yukon	a	5951	5951
Yukon	Forest industry	Full	Intensive	1993	1993	Yukon	a	29	29
Yukon	Forest industry	Full	Intensive	1994	1994	Yukon	a	2	2
Yukon	Forest industry	Full	Intensive	1995	1995	Yukon	a	39	39
Yukon	Forest industry	Full	Intensive	1996	1996	Yukon	a	5	5
Yukon	Forest industry	Full	Intensive	1997	1997	Yukon	a	28	28
Yukon	Forest industry	Full	Intensive	1998	1998	Yukon	a	3715	3715
Yukon	Forest industry	Full	Intensive	2000	2000	Yukon	a	0	
Yukon	Forest industry	Full	Intensive	2001	2001	Yukon	a	5	5
Yukon	Forest industry	Full	Intensive	2002	2002	Yukon	a	2	2
Yukon	Forest industry	Full	Intensive	2003	2003	Yukon	a	0	
Yukon	Forest industry	Full	Intensive	2004	2004	Yukon	a	0	
Yukon	Forest industry	Full	Intensive	2005	2005	Yukon	a	0	
National parks	Forest industry	Full	Intensive	1996	1996	Parcs nationaux	n		
Saskatchewan	Forest industry	Full	Intensive	1998	1998	Saskatchewan	n		
British Columbia	Forest industry	Full	Intensive	2000	2000	Colombie-Britannique	p	40	40
British Columbia	Forest industry	Full	Intensive	1998	1998	Colombie-Britannique	r	29	29
Yukon	Forest industry	Full	Intensive	1999	1999	Yukon	r	2954	2954
Manitoba	Forest industry	Full	Intensive	1996	1996	Manitoba	s		
Prince Edward Island	Forest industry	Full	Intensive	1995	1995	Ile-du-Prince-Edouard	s		
National parks	Forest industry	Full	Intensive	1998	1998	Parcs nationaux	u		
National parks	Forest industry	Full	Intensive	1999	1999	Parcs nationaux	u		
National parks	Forest industry	Full	Intensive	2000	2000	Parcs nationaux	u		
Prince Edward Island	Forest industry	Full	Intensive	1997	1997	Ile-du-Prince-Edouard	u		
Prince Edward Island	Forest industry	Full	Intensive	2000	2000	Ile-du-Prince-Edouard	u		
Saskatchewan	Forest industry	Full	Intensive	1993	1993	Saskatchewan	u		
Saskatchewan	Forest industry	Full	Intensive	1994	1994	Saskatchewan	u		
Saskatchewan	Forest industry	Full	Intensive	1995	1995	Saskatchewan	u		
Saskatchewan	Forest industry	Full	Intensive	1999	1999	Saskatchewan	u		
Saskatchewan	Forest industry	Full	Intensive	2000	2000	Saskatchewan	u		
Saskatchewan	Forest industry	Full	Intensive	2001	2001	Saskatchewan	u		
Saskatchewan	Forest industry	Full	Intensive	2002	2002	Saskatchewan	u		
Saskatchewan	Forest industry	Full	Intensive	2004	2004	Saskatchewan	u		
Saskatchewan	Forest industry	Full	Intensive	2005	2005	Saskatchewan	u		
Saskatchewan	Incendiary	Full	Intensive	1996	1996	Saskatchewan	E	1598	1598
Manitoba	Incendiary	Full	Intensive	1992	1992	Manitoba	U		
Manitoba	Incendiary	Full	Intensive	1993	1993	Manitoba	U		
Manitoba	Incendiary	Full	Intensive	1994	1994	Manitoba	U		
Manitoba	Incendiary	Full	Intensive	1995	1995	Manitoba	U		
Alberta	Incendiary	Full	Intensive	1992	1992	Alberta	a	438	438
Alberta	Incendiary	Full	Intensive	1993	1993	Alberta	a	355	355
Alberta	Incendiary	Full	Intensive	1994	1994	Alberta	a	85	85
Alberta	Incendiary	Full	Intensive	1995	1995	Alberta	a	4370	4370
Alberta	Incendiary	Full	Intensive	1996	1996	Alberta	a	245	245
Alberta	Incendiary	Full	Intensive	1997	1997	Alberta	a	22	22
Alberta	Incendiary	Full	Intensive	1998	1998	Alberta	a	9402	9402
Alberta	Incendiary	Full	Intensive	2000	2000	Alberta	a	91	91
Alberta	Incendiary	Full	Intensive	2001	2001	Alberta	a	262	262
Alberta	Incendiary	Full	Intensive	2002	2002	Alberta	a	110	110
Alberta	Incendiary	Full	Intensive	2003	2003	Alberta	a	33	33
Alberta	Incendiary	Full	Intensive	2004	2004	Alberta	a	472	472
Alberta	Incendiary	Full	Intensive	2005	2005	Alberta	a	3650	3650
British Columbia	Incendiary	Full	Intensive	1991	1991	Colombie-Britannique	a	829	829
British Columbia	Incendiary	Full	Intensive	1992	1992	Colombie-Britannique	a	290	290
British Columbia	Incendiary	Full	Intensive	1993	1993	Colombie-Britannique	a	166	166
British Columbia	Incendiary	Full	Intensive	1994	1994	Colombie-Britannique	a	7270	7270
British Columbia	Incendiary	Full	Intensive	1995	1995	Colombie-Britannique	a	2773	2773
British Columbia	Incendiary	Full	Intensive	1996	1996	Colombie-Britannique	a	108	108
British Columbia	Incendiary	Full	Intensive	1997	1997	Colombie-Britannique	a	118	118
British Columbia	Incendiary	Full	Intensive	1999	1999	Colombie-Britannique	a	977	977
British Columbia	Incendiary	Full	Intensive	2001	2001	Colombie-Britannique	a	564	564
British Columbia	Incendiary	Full	Intensive	2002	2002	Colombie-Britannique	a	2515	2515
British Columbia	Incendiary	Full	Intensive	2003	2003	Colombie-Britannique	a	43696	43696
British Columbia	Incendiary	Full	Intensive	2004	2004	Colombie-Britannique	a	617	617
British Columbia	Incendiary	Full	Intensive	2005	2005	Colombie-Britannique	a	576	576
Manitoba	Incendiary	Full	Intensive	1996	1996	Manitoba	a	225	225
Manitoba	Incendiary	Full	Intensive	1997	1997	Manitoba	a	2787	2787
Manitoba	Incendiary	Full	Intensive	1998	1998	Manitoba	a	1925	1925
Manitoba	Incendiary	Full	Intensive	1999	1999	Manitoba	a	35270	35270
Manitoba	Incendiary	Full	Intensive	2000	2000	Manitoba	a	2896	2896
Manitoba	Incendiary	Full	Intensive	2001	2001	Manitoba	a	168	168
Manitoba	Incendiary	Full	Intensive	2002	2002	Manitoba	a	10473	10473
Manitoba	Incendiary	Full	Intensive	2003	2003	Manitoba	a	10180	10180
Manitoba	Incendiary	Full	Intensive	2004	2004	Manitoba	a	46	46
Manitoba	Incendiary	Full	Intensive	2005	2005	Manitoba	a	2985	2985
New Brunswick	Incendiary	Full	Intensive	1992	1992	Nouveau-Brunswick	a	4193	4193
New Brunswick	Incendiary	Full	Intensive	1993	1993	Nouveau-Brunswick	a	54	54
New Brunswick	Incendiary	Full	Intensive	1994	1994	Nouveau-Brunswick	a	43	43
New Brunswick	Incendiary	Full	Intensive	1995	1995	Nouveau-Brunswick	a	63	63
New Brunswick	Incendiary	Full	Intensive	1996	1996	Nouveau-Brunswick	a	739	739
New Brunswick	Incendiary	Full	Intensive	1997	1997	Nouveau-Brunswick	a	27	27
New Brunswick	Incendiary	Full	Intensive	1998	1998	Nouveau-Brunswick	a	20	20
New Brunswick	Incendiary	Full	Intensive	1999	1999	Nouveau-Brunswick	a	93	93
New Brunswick	Incendiary	Full	Intensive	2000	2000	Nouveau-Brunswick	a	103	103
New Brunswick	Incendiary	Full	Intensive	2001	2001	Nouveau-Brunswick	a	139	139
New Brunswick	Incendiary	Full	Intensive	2002	2002	Nouveau-Brunswick	a	140	140
New Brunswick	Incendiary	Full	Intensive	2003	2003	Nouveau-Brunswick	a	111	111
New Brunswick	Incendiary	Full	Intensive	2004	2004	Nouveau-Brunswick	a	74	74
New Brunswick	Incendiary	Full	Intensive	2005	2005	Nouveau-Brunswick	a	81	81
Newfoundland and Labrador	Incendiary	Full	Intensive	1992	1992	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Incendiary	Full	Intensive	1993	1993	Terre-Neuve-et-Labrador	a	1	1
Newfoundland and Labrador	Incendiary	Full	Intensive	1994	1994	Terre-Neuve-et-Labrador	a	36	36
Newfoundland and Labrador	Incendiary	Full	Intensive	1995	1995	Terre-Neuve-et-Labrador	a	10	10
Newfoundland and Labrador	Incendiary	Full	Intensive	1996	1996	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Incendiary	Full	Intensive	1997	1997	Terre-Neuve-et-Labrador	a	3	3
Newfoundland and Labrador	Incendiary	Full	Intensive	1998	1998	Terre-Neuve-et-Labrador	a	13	13
Newfoundland and Labrador	Incendiary	Full	Intensive	1999	1999	Terre-Neuve-et-Labrador	a	22	22
Newfoundland and Labrador	Incendiary	Full	Intensive	2000	2000	Terre-Neuve-et-Labrador	a	4	4
Newfoundland and Labrador	Incendiary	Full	Intensive	2001	2001	Terre-Neuve-et-Labrador	a	0	
Newfoundland and Labrador	Incendiary	Full	Intensive	2002	2002	Terre-Neuve-et-Labrador	a	21	21
Newfoundland and Labrador	Incendiary	Full	Intensive	2003	2003	Terre-Neuve-et-Labrador	a	7	7
Newfoundland and Labrador	Incendiary	Full	Intensive	2004	2004	Terre-Neuve-et-Labrador	a	4	4
Newfoundland and Labrador	Incendiary	Full	Intensive	2005	2005	Terre-Neuve-et-Labrador	a	54	54
National parks	Incendiary	Full	Intensive	1991	1991	Parcs nationaux	a	0	
National parks	Incendiary	Full	Intensive	1992	1992	Parcs nationaux	a	6	6
National parks	Incendiary	Full	Intensive	1993	1993	Parcs nationaux	a	10	10
National parks	Incendiary	Full	Intensive	1994	1994	Parcs nationaux	a	5	5
National parks	Incendiary	Full	Intensive	1995	1995	Parcs nationaux	a	429	429
National parks	Incendiary	Full	Intensive	1997	1997	Parcs nationaux	a	0	
National parks	Incendiary	Full	Intensive	2001	2001	Parcs nationaux	a	102	102
National parks	Incendiary	Full	Intensive	2002	2002	Parcs nationaux	a	2	2
National parks	Incendiary	Full	Intensive	2003	2003	Parcs nationaux	a	1	1
National parks	Incendiary	Full	Intensive	2004	2004	Parcs nationaux	a	0	
National parks	Incendiary	Full	Intensive	2005	2005	Parcs nationaux	a	4	4
Nova Scotia	Incendiary	Full	Intensive	1992	1992	Nouvelle-Ecosse	a	300	300
Nova Scotia	Incendiary	Full	Intensive	1993	1993	Nouvelle-Ecosse	a	223	223
Nova Scotia	Incendiary	Full	Intensive	1994	1994	Nouvelle-Ecosse	a	174	174
Nova Scotia	Incendiary	Full	Intensive	1995	1995	Nouvelle-Ecosse	a	183	183
Nova Scotia	Incendiary	Full	Intensive	1996	1996	Nouvelle-Ecosse	a	256	256
Nova Scotia	Incendiary	Full	Intensive	1997	1997	Nouvelle-Ecosse	a	345	345
Nova Scotia	Incendiary	Full	Intensive	1998	1998	Nouvelle-Ecosse	a	127	127
Nova Scotia	Incendiary	Full	Intensive	1999	1999	Nouvelle-Ecosse	a	1394	1394
Nova Scotia	Incendiary	Full	Intensive	2000	2000	Nouvelle-Ecosse	a	42	42
Nova Scotia	Incendiary	Full	Intensive	2001	2001	Nouvelle-Ecosse	a	133	133
Nova Scotia	Incendiary	Full	Intensive	2002	2002	Nouvelle-Ecosse	a	67	67
Nova Scotia	Incendiary	Full	Intensive	2003	2003	Nouvelle-Ecosse	a	141	141
Nova Scotia	Incendiary	Full	Intensive	2004	2004	Nouvelle-Ecosse	a	140	140
Nova Scotia	Incendiary	Full	Intensive	2005	2005	Nouvelle-Ecosse	a	350	350
Northwest Territories	Incendiary	Full	Intensive	1991	1991	Territoires du Nord-Ouest	a	0	
Northwest Territories	Incendiary	Full	Intensive	1992	1992	Territoires du Nord-Ouest	a	0	
Northwest Territories	Incendiary	Full	Intensive	1993	1993	Territoires du Nord-Ouest	a	0	
Northwest Territories	Incendiary	Full	Intensive	1994	1994	Territoires du Nord-Ouest	a	0	
Northwest Territories	Incendiary	Full	Intensive	1995	1995	Territoires du Nord-Ouest	a	0	
Northwest Territories	Incendiary	Full	Intensive	1996	1996	Territoires du Nord-Ouest	a	0	
Northwest Territories	Incendiary	Full	Intensive	1997	1997	Territoires du Nord-Ouest	a	0	
Northwest Territories	Incendiary	Full	Intensive	1998	1998	Territoires du Nord-Ouest	a	0	
Northwest Territories	Incendiary	Full	Intensive	1999	1999	Territoires du Nord-Ouest	a	1	1
Northwest Territories	Incendiary	Full	Intensive	2000	2000	Territoires du Nord-Ouest	a	0	
Northwest Territories	Incendiary	Full	Intensive	2001	2001	Territoires du Nord-Ouest	a	0	
Northwest Territories	Incendiary	Full	Intensive	2002	2002	Territoires du Nord-Ouest	a	0	
Northwest Territories	Incendiary	Full	Intensive	2003	2003	Territoires du Nord-Ouest	a	0	
Northwest Territories	Incendiary	Full	Intensive	2004	2004	Territoires du Nord-Ouest	a	0	
Northwest Territories	Incendiary	Full	Intensive	2005	2005	Territoires du Nord-Ouest	a	0	
Ontario	Incendiary	Full	Intensive	1992	1992	Ontario	a	123	123
Ontario	Incendiary	Full	Intensive	1993	1993	Ontario	a	44	44
Ontario	Incendiary	Full	Intensive	1994	1994	Ontario	a	106	106
Ontario	Incendiary	Full	Intensive	1995	1995	Ontario	a	289	289
Ontario	Incendiary	Full	Intensive	1996	1996	Ontario	a	143	143
Ontario	Incendiary	Full	Intensive	1997	1997	Ontario	a	150	150
Ontario	Incendiary	Full	Intensive	1998	1998	Ontario	a	967	967
Ontario	Incendiary	Full	Intensive	1999	1999	Ontario	a	452	452
Ontario	Incendiary	Full	Intensive	2000	2000	Ontario	a	319	319
Ontario	Incendiary	Full	Intensive	2001	2001	Ontario	a	79	79
Ontario	Incendiary	Full	Intensive	2002	2002	Ontario	a	38	38
Ontario	Incendiary	Full	Intensive	2003	2003	Ontario	a	41	41
Ontario	Incendiary	Full	Intensive	2004	2004	Ontario	a	1269	1269
Ontario	Incendiary	Full	Intensive	2005	2005	Ontario	a	12	12
Prince Edward Island	Incendiary	Full	Intensive	1992	1992	Ile-du-Prince-Edouard	a	16	16
Prince Edward Island	Incendiary	Full	Intensive	1993	1993	Ile-du-Prince-Edouard	a	35	35
Prince Edward Island	Incendiary	Full	Intensive	1994	1994	Ile-du-Prince-Edouard	a	0	
Prince Edward Island	Incendiary	Full	Intensive	1995	1995	Ile-du-Prince-Edouard	a	1	1
Prince Edward Island	Incendiary	Full	Intensive	1996	1996	Ile-du-Prince-Edouard	a	0	
Prince Edward Island	Incendiary	Full	Intensive	1998	1998	Ile-du-Prince-Edouard	a	1	1
Prince Edward Island	Incendiary	Full	Intensive	2001	2001	Ile-du-Prince-Edouard	a	1	1
Prince Edward Island	Incendiary	Full	Intensive	2002	2002	Ile-du-Prince-Edouard	a	0	
Prince Edward Island	Incendiary	Full	Intensive	2003	2003	Ile-du-Prince-Edouard	a	0	
Prince Edward Island	Incendiary	Full	Intensive	2004	2004	Ile-du-Prince-Edouard	a	2	2
Prince Edward Island	Incendiary	Full	Intensive	2005	2005	Ile-du-Prince-Edouard	a	0	
Quebec	Incendiary	Full	Intensive	1992	1992	Quebec	a	1728	1728
Quebec	Incendiary	Full	Intensive	1993	1993	Quebec	a	81	81
Quebec	Incendiary	Full	Intensive	1994	1994	Quebec	a	9	9
Quebec	Incendiary	Full	Intensive	1995	1995	Quebec	a	10	10
Quebec	Incendiary	Full	Intensive	1996	1996	Quebec	a	5	5
Quebec	Incendiary	Full	Intensive	1997	1997	Quebec	a	2	2
Quebec	Incendiary	Full	Intensive	1998	1998	Quebec	a	9	9
Quebec	Incendiary	Full	Intensive	1999	1999	Quebec	a	35	35
Quebec	Incendiary	Full	Intensive	2000	2000	Quebec	a	15	15
Quebec	Incendiary	Full	Intensive	2001	2001	Quebec	a	57	57
Quebec	Incendiary	Full	Intensive	2002	2002	Quebec	a	22	22
Quebec	Incendiary	Full	Intensive	2003	2003	Quebec	a	6	6
Quebec	Incendiary	Full	Intensive	2004	2004	Quebec	a	2	2
Quebec	Incendiary	Full	Intensive	2005	2005	Quebec	a	1293	1293
Saskatchewan	Incendiary	Full	Intensive	1997	1997	Saskatchewan	a	373	373
Saskatchewan	Incendiary	Full	Intensive	2003	2003	Saskatchewan	a	686	686
Yukon	Incendiary	Full	Intensive	1991	1991	Yukon	a	7	7
Yukon	Incendiary	Full	Intensive	1992	1992	Yukon	a	0	
Yukon	Incendiary	Full	Intensive	1993	1993	Yukon	a	5	5
Yukon	Incendiary	Full	Intensive	1994	1994	Yukon	a	1	1
Yukon	Incendiary	Full	Intensive	1995	1995	Yukon	a	2	2
Yukon	Incendiary	Full	Intensive	1996	1996	Yukon	a	7	7
Yukon	Incendiary	Full	Intensive	1997	1997	Yukon	a	1	1
Yukon	Incendiary	Full	Intensive	1998	1998	Yukon	a	45453	45453
Yukon	Incendiary	Full	Intensive	1999	1999	Yukon	a	0	
Yukon	Incendiary	Full	Intensive	2000	2000	Yukon	a	0	
Yukon	Incendiary	Full	Intensive	2001	2001	Yukon	a	0	
Yukon	Incendiary	Full	Intensive	2002	2002	Yukon	a	0	
Yukon	Incendiary	Full	Intensive	2003	2003	Yukon	a	0	
Yukon	Incendiary	Full	Intensive	2004	2004	Yukon	a	1	1
Yukon	Incendiary	Full	Intensive	2005	2005	Yukon	a	0	
National parks	Incendiary	Full	Intensive	1996	1996	Parcs nationaux	n		
Alberta	Incendiary	Full	Intensive	1999	1999	Alberta	r	333	333
British Columbia	Incendiary	Full	Intensive	1998	1998	Colombie-Britannique	r	1104	1104
British Columbia	Incendiary	Full	Intensive	2000	2000	Colombie-Britannique	r	1118	1118
National parks	Incendiary	Full	Intensive	1998	1998	Parcs nationaux	u		
National parks	Incendiary	Full	Intensive	1999	1999	Parcs nationaux	u		
National parks	Incendiary	Full	Intensive	2000	2000	Parcs nationaux	u		
Prince Edward Island	Incendiary	Full	Intensive	1997	1997	Ile-du-Prince-Edouard	u		
Prince Edward Island	Incendiary	Full	Intensive	1999	1999	Ile-du-Prince-Edouard	u		
Prince Edward Island	Incendiary	Full	Intensive	2000	2000	Ile-du-Prince-Edouard	u		
Saskatchewan	Incendiary	Full	Intensive	1992	1992	Saskatchewan	u		
Saskatchewan	Incendiary	Full	Intensive	1993	1993	Saskatchewan	u		
Saskatchewan	Incendiary	Full	Intensive	1994	1994	Saskatchewan	u		
Saskatchewan	Incendiary	Full	Intensive	1995	1995	Saskatchewan	u		
Saskatchewan	Incendiary	Full	Intensive	1998	1998	Saskatchewan	u		
Saskatchewan	Incendiary	Full	Intensive	1999	1999	Saskatchewan	u		
Saskatchewan	Incendiary	Full	Intensive	2000	2000	Saskatchewan	u		
Saskatchewan	Incendiary	Full	Intensive	2001	2001	Saskatchewan	u		
Saskatchewan	Incendiary	Full	Intensive	2002	2002	Saskatchewan	u		
Saskatchewan	Incendiary	Full	Intensive	2004	2004	Saskatchewan	u		
Saskatchewan	Incendiary	Full	Intensive	2005	2005	Saskatchewan	u		
Saskatchewan	Lightning	Full	Intensive	1996	1996	Saskatchewan	E	2977	2977
Manitoba	Lightning	Full	Intensive	1992	1992	Manitoba	U		
Manitoba	Lightning	Full	Intensive	1993	1993	Manitoba	U		
Manitoba	Lightning	Full	Intensive	1994	1994	Manitoba	U		
Manitoba	Lightning	Full	Intensive	1995	1995	Manitoba	U		
Northwest Territories	Lightning	Full	Intensive	1991	1991	Territoires du Nord-Ouest	U		
Northwest Territories	Lightning	Full	Intensive	1992	1992	Territoires du Nord-Ouest	U		
Northwest Territories	Lightning	Full	Intensive	1993	1993	Territoires du Nord-Ouest	U		
Northwest Territories	Lightning	Full	Intensive	1994	1994	Territoires du Nord-Ouest	U		
Northwest Territories	Lightning	Full	Intensive	1995	1995	Territoires du Nord-Ouest	U		
Alberta	Lightning	Full	Intensive	1992	1992	Alberta	a	1075	1075
Alberta	Lightning	Full	Intensive	1993	1993	Alberta	a	24893	24893
Alberta	Lightning	Full	Intensive	1994	1994	Alberta	a	27057	27057
Alberta	Lightning	Full	Intensive	1995	1995	Alberta	a	325205	325205
Alberta	Lightning	Full	Intensive	1996	1996	Alberta	a	1282	1282
Alberta	Lightning	Full	Intensive	1997	1997	Alberta	a	322	322
Alberta	Lightning	Full	Intensive	1998	1998	Alberta	a	651766	651766
Alberta	Lightning	Full	Intensive	2000	2000	Alberta	a	9958	9958
Alberta	Lightning	Full	Intensive	2001	2001	Alberta	a	16932	16932
Alberta	Lightning	Full	Intensive	2002	2002	Alberta	a	248579	248579
Alberta	Lightning	Full	Intensive	2003	2003	Alberta	a	51373	51373
Alberta	Lightning	Full	Intensive	2004	2004	Alberta	a	231905	231905
Alberta	Lightning	Full	Intensive	2005	2005	Alberta	a	48640	48640
British Columbia	Lightning	Full	Intensive	1991	1991	Colombie-Britannique	a	13784	13784
British Columbia	Lightning	Full	Intensive	1992	1992	Colombie-Britannique	a	14892	14892
British Columbia	Lightning	Full	Intensive	1993	1993	Colombie-Britannique	a	1782	1782
British Columbia	Lightning	Full	Intensive	1994	1994	Colombie-Britannique	a	17746	17746
British Columbia	Lightning	Full	Intensive	1995	1995	Colombie-Britannique	a	28365	28365
British Columbia	Lightning	Full	Intensive	1996	1996	Colombie-Britannique	a	13224	13224
British Columbia	Lightning	Full	Intensive	1997	1997	Colombie-Britannique	a	287	287
British Columbia	Lightning	Full	Intensive	1999	1999	Colombie-Britannique	a	6898	6898
British Columbia	Lightning	Full	Intensive	2001	2001	Colombie-Britannique	a	4974	4974
British Columbia	Lightning	Full	Intensive	2002	2002	Colombie-Britannique	a	4207	4207
British Columbia	Lightning	Full	Intensive	2003	2003	Colombie-Britannique	a	182847	182847
British Columbia	Lightning	Full	Intensive	2004	2004	Colombie-Britannique	a	218111	218111
British Columbia	Lightning	Full	Intensive	2005	2005	Colombie-Britannique	a	27281	27281
