# Puruogangri Ice Cap, China 500 Year Trace Element Data
#----------------------------------------------------------------------- 
#                World Data Service for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------------------------- 
# Template Version 3.0
# Encoding: UTF-8
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/22214 
#       Description: 
# Online_Resource: https://www1.ncdc.noaa.gov/pub/data/paleo/icecore/trop/puruogangri/puruogangri2017efc.txt
#       Description:
#
# Original_Source_URL:  
#       Description:
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Ice Cores
#
# Dataset DOI: 
#
# Parameter_Keywords: chemistry 
#--------------------
# Contribution_Date
#	Date: 2017-06-09
#--------------------
# File_Last_Modified_Date
#	Date: 2017-06-09
#--------------------
# Title
#	Study_Name: Puruogangri Ice Cap, China 500 Year Trace Element Data
#--------------------
# Investigators
#	Investigators: Beaudon, E.; Gabrielli, P.; Sierra-Hernandez, M.R.; Wegner, A.; Thompson, L.G. 
#--------------------
# Description_Notes_and_Keywords
#	Description: Trace element data from ice cores collected on the Dome A of the Puruogangri Ice Cap, Tibetan Plateau, China,
#	from  1497 to 1991 CE.  Included are annual median of concentration and enrichment factor (EF) of trace elements. 
#	Annual medians are calculated from raw concentration/EFc of individual sample values (based on freshly cut ice samples) for 
#	Ag, Bi, Cd, Fe, Pb, Sb, Tl, and Zn.  EFc were calculated using Fe as crustal element of reference and Potential Source Areas 
#	(PSA) of dust samples from the Tibetan Plateau as crustal reference.  5 year average concentrations and EFc are calculated 
#	as average of annual median values for Ag, Cd, Fe, Pb, Sb, Tl, and Zn.  Time scale is from Thompson et al. (2006) Annals of 
#	Glaciology, vol 43, 61-68. 
#--------------------
# Publication 
#	Authors: Emilie Beaudon, Paolo Gabrielli, M. Roxana Sierra-Hernández, Anna Wegner, Lonnie G. Thompson
#	Published_Date_or_Year: 2017-12-01    
#	Published_Title: Central Tibetan Plateau atmospheric trace metals contamination: a 500-year record from the Puruogangri ice core
#	Journal_Name: Science of the Total Environment
#	Volume: 601-602
#	Edition: 
#	Issue: 
#	Pages: 1349-1363
#	Report_Number: 
#	DOI: 10.1016/j.scitotenv.2017.05.195
#	Online_Resource: http://www.sciencedirect.com/science/article/pii/S0048969717313025
#	Full_Citation: 
#	Abstract: A ~ 500-year section of ice core (1497-1992) from the Puruogangri ice cap has been analyzed at high resolution for 28 trace elements (TEs: Ag, Al, As, Ba, Bi, Cd, Co, Cr, Cs, Cu, Fe, Ga, Li, Mg, Mn, Na, Nb, Ni, Pb, Rb, Sb, Sn, Sr, Ti, Tl, U, V and Zn) to assess different atmospheric contributions to the ice and provide a temporal perspective on the diverse atmospheric influences over the central Tibetan Plateau (TP). At least two volcanic depositions have significantly impacted the central TP over the past 500 years, possibly originating from the Billy Mitchell (1580, Papua New Guinea) and the Parker Peak (1641, Philippines) eruptions. A decreasing aeolian dust input to the ice cap allowed the detection of an atmospheric pollution signal. The anthropogenic pollution contribution emerges in the record since the early 1900s (for Sb and Cd) and increases substantially after 1935 (for Ag, Zn, Pb, Cd and Sb). The metallurgy (Zn, Pb and steel smelting) emission products (Cd, Zn, Pb and Ag) from the former Soviet Union and especially from central Asia (e.g., Kyrgyzstan, Kazakhstan) likely enhanced the anthropogenic deposition to the Puruogangri ice cap between 1935 and 1980, suggesting that the westerlies served as a conveyor of atmospheric pollution to central Tibet. The impact of this industrial pollution cumulated with that of the hemispheric coal and gasoline combustion which are respectively traced by Sb and Pb enrichment in the ice. The Chinese steel production accompanying the Great Leap Forward (1958-1961) and the Chinese Cultural Revolution (1966-1976) is proposed as a secondary but proximal source of Pb pollution affecting the ice cap between 1958 and 1976. The most recent decade (1980-1992) of the enrichment time series suggests that Puruogangri ice cap recorded the early Sb, Cd, Zn, Pb and Ag pollution originating from developing countries of South (i.e., India) and East (i.e., China) Asia and transported by the summer monsoonal circulation.
#------------------
# Funding_Agency 
#	Funding_Agency_Name: US National Science Foundation
#	Grant: ACP-1149239
#------------------
# Funding_Agency 
#	Funding_Agency_Name: Ohio State University
#	Grant: BPCRC Fellowship
#------------------
# Site_Information 
#	Site_Name: Puruogangri Dome A Ice Core
#	Location: Asia>Eastern Asia>China
#	Country: China
#	Northernmost_Latitude: 33.916
# 	Southernmost_Latitude: 33.916
# 	Easternmost_Longitude: 89.083
# 	Westernmost_Longitude: 89.083
# 	Elevation: 5980 m
#------------------
# Data_Collection   
#	Collection_Name: Puruogangri2017EFc
#	Earliest_Year: 1497 
#	Most_Recent_Year: 1991 
#	Time_Unit: AD
#	Core_Length: 123.74 m 
#	Notes: 
#------------------
# Chronology_Information
#	Chronology: 
# 	Time scale is from Thompson et al. (2006) Annals of Glaciology, vol 43, 61-68. 
#	The Puruogangri core 2 was dated by dust layer counting to 1600 AD, and was also constrained by the 1962/63 beta peak. 
#	From 1497 to 1600 AD, the core age is calculated from a 2-parameter thinning model (see Thompson et al., 2006)
#----------------	
# Variables 
#
# Data variables follow are preceded by "##" in columns one and two.
# Data line variables format:  one per line, shortname-tab-variable components (what, material, error, units, seasonality, data type,detail, method, C or N for Character or Numeric data, free text) 
#
## age_AD	age, , , AD, , , , , N,
## AgEFc	Silver enrichment factor, , , , ,icecore, annual median enrichment factor, , N, 
## CdEFc	Cadmium enrichment factor, , , , ,icecore, annual median enrichment factor, , N, 
## SbEFc	Antimony enrichment factor, , , , ,icecore, annual median enrichment factor, , N, 
## TlEFc	Thallium enrichment factor, , , , ,icecore, annual median enrichment factor, , N, 
## PbEFc	Lead enrichment factor, , , , ,icecore, annual median enrichment factor, , N, 
## BiEFc	Bismuth enrichment factor, , , , ,icecore, annual median enrichment factor, , N, 
## FeEFc	Iron enrichment factor, , , , ,icecore, annual median enrichment factor, , N, 
## ZnEFc	Zinc enrichment factor, , , , ,icecore, annual median enrichment factor, , N, 
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values:  
#
age_AD	AgEFc	CdEFc	SbEFc	TlEFc	PbEFc	BiEFc	FeEFc	ZnEFc
1813	1.64	1.20	0.89	1.08	1.05	1.16	1.00	1.22
1812	2.94	2.43	1.72	1.28	2.06	1.31	1.00	1.51
1811	1.72	1.70	1.10	1.05	1.44	1.34	1.00	1.28
1810	3.04	2.20	1.47	1.33	1.74	1.51	1.00	1.50
1809	2.76	2.37	2.19	1.65	1.41	1.41	1.00	1.34
1808	1.92	1.61	1.27	1.31	1.70	1.37	1.00	1.24
1807	3.83	1.65	2.06	1.36	5.51	0.95	1.00	1.43
1806	2.34	1.54	1.17	1.32	2.30	1.18	1.00	1.17
1805	2.19	1.17	1.01	1.06	1.38	1.11	1.00	1.09
1804	2.60	1.59	1.46	1.61	1.78	1.31	1.00	1.05
1803	2.04	1.45	1.07	1.19	1.45	1.13	1.00	1.21
1802	1.89	1.67	1.40	1.22	1.28	1.32	1.00	1.26
1801	2.06	2.06	1.26	1.14	1.87	1.12	1.00	1.32
1800	3.17	2.87	2.28	1.33	2.82	1.26	1.00	1.77
1799	2.98	3.21	1.42	1.42	2.37	1.08	1.00	1.57
1798	3.40	3.39	1.53	1.54	1.98	1.17	1.00	1.44
1797	2.38	1.60	0.96	1.18	1.80	1.12	1.00	1.26
1796	5.29	5.51	3.78	3.53	4.65	1.39	1.00	2.27
1795	3.45	7.24	2.43	1.36	2.20	1.58	1.00	3.61
1794	2.95	2.60	1.64	1.48	2.16	1.48	1.00	1.87
1793	3.65	5.91	3.56	2.12	2.05	1.31	1.00	2.82
1792	3.12	3.01	2.40	1.45	2.12	1.37	1.00	1.78
1791	4.00	4.79	4.09	2.02	2.09	1.45	1.00	2.96
1790	2.00	3.09	1.69	1.19	1.57	1.32	1.00	2.41
1789	2.38	3.12	1.72	1.26	1.94	1.51	1.00	2.04
1788	2.72	2.48	1.55	1.36	1.51	1.27	1.00	1.99
1787	1.86	1.83	1.22	1.22	1.57	1.45	1.00	1.51
1786	1.37	1.62	2.05	1.90	1.38	1.06	1.00	1.34
1785	1.74	2.80	1.63	1.32	1.72	1.22	1.00	1.82
1784	1.46	4.80	3.14	2.16	1.94	1.19	1.00	1.89
1783	2.06	4.09	2.28	1.56	1.90	1.35	1.00	1.78
1782	2.26	3.18	2.10	1.64	2.08	1.64	1.00	1.73
1781	2.74	4.25	2.54	1.93	1.83	1.82	1.00	1.95
1780	1.52	3.09	2.75	1.80	1.37	1.70	1.00	1.60
1779	3.10	3.20	3.96	2.02	3.69	1.36	1.00	1.99
1778	3.58	4.14	4.39	1.88	2.00	1.53	1.00	2.34
1777	1.81	2.31	1.44	1.04	1.23	1.16	1.00	1.45
1776	2.45	2.06	1.84	1.39	1.73	1.57	1.00	1.53
1775	3.06	2.82	1.67	1.40	1.51	1.44	1.00	1.58
1774	4.97	3.71	2.77	2.22	1.98	1.59	1.00	1.61
1773	4.43	3.92	2.48	1.70	2.29	1.63	1.00	1.89
1772	4.32	3.78	2.66	2.36	2.14	1.44	1.00	2.07
1771	2.61	3.11	1.46	1.36	1.96	1.47	1.00	1.59
1770	2.57	2.21	1.00	1.24	1.33	1.17	1.00	1.41
1769	3.97	4.09	2.36	1.98	2.34	1.62	1.00	1.81
1768	2.62	2.52	1.24	1.29	1.92	1.34	1.00	1.57
1767	3.04	4.25	3.23	2.66	2.67	1.29	1.00	1.96
1766	1.53	2.58	4.21	2.00	2.27	1.15	1.00	1.58
1765	1.40	2.30	1.87	1.48	1.98	1.27	1.00	1.52
1764	1.97	2.25	2.24	1.73	2.29	1.28	1.00	1.94
1763	4.86	3.65	2.29	1.70	1.72	1.48	1.00	1.51
1762	1.43	2.94	1.58	1.50	1.30	1.50	1.00	1.46
1761	1.83	2.89	3.51	2.66	1.92	1.41	1.00	1.69
1760	1.35	1.98	1.30	1.58	1.57	1.20	1.00	1.45
1759	1.40	1.90	1.14	1.39	1.60	1.16	1.00	1.37
1758	1.68	1.96	1.64	1.67	1.77	1.37	1.00	1.48
1757	1.76	2.81	2.47	1.81	1.80	1.29	1.00	1.68
1756	1.72	2.33	3.22	2.07	1.66	1.18	1.00	1.66
1755	1.60	2.28	1.55	1.38	2.30	1.01	1.00	1.37
1754	1.69	1.61	0.66	1.23	1.48	1.17	1.00	1.05
1753	2.46	1.30	0.95	1.28	1.44	1.26	1.00	1.10
1752	4.15	3.17	2.31	2.04	2.00	1.32	1.00	1.26
1751	2.09	1.40	1.29	1.44	1.75	1.16	1.00	1.17
1750	9.52	8.52	7.85	6.63	6.72	7.30	1.00	1.33
1749	0.83	0.87	0.54	0.58	0.65	0.60	1.00	1.35
1748	0.83	1.11	0.64	0.68	0.81	0.84	1.00	1.47
1747	2.85	2.95	2.66	1.51	2.53	1.36	1.00	1.71
1746	2.06	1.97	1.76	1.54	1.89	1.33	1.00	1.51
1745	2.59	4.11	2.50	2.11	3.76	1.27	1.00	2.14
1744	2.16	1.94	1.42	1.51	1.74	1.60	1.00	1.51
1743	0.57	0.90	0.71	0.55	0.51	0.47	1.00	1.42
1742	0.71	0.95	0.80	0.64	0.53	0.56	1.00	1.52
1741	13.72	17.38	15.77	15.69	20.01	14.26	1.00	1.57
1740	2.04	2.57	1.71	1.67	1.95	1.71	1.00	1.37
1739	2.22	4.17	2.40	1.94	2.04	1.45	1.00	1.56
1738	2.33	2.26	1.39	1.65	1.40	1.27	1.00	1.37
1737	2.07	3.67	1.65	1.53	1.42	1.42	1.00	1.53
1736	2.79	2.43	1.88	1.79	1.33	1.24	1.00	1.28
1735	2.94	2.38	1.90	1.84	1.64	1.52	1.00	1.43
1734	3.08	2.43	2.25	1.84	1.55	1.27	1.00	1.46
1733	2.95	1.96	2.16	1.96	1.47	1.34	1.00	1.51
1732	2.03	2.40	1.37	1.18	1.34	1.31	1.00	1.39
1731	3.41	2.73	2.49	1.44	2.22	1.36	1.00	1.62
1730	4.36	3.02	4.29	1.85	3.34	1.28	1.00	1.79
1729	3.26	6.21	2.44	2.48	2.58	1.40	1.00	1.75
1728	2.48	3.25	1.23	1.27	2.24	1.22	1.00	1.76
1727	2.04	2.51	2.27	1.81	1.74	1.23	1.00	1.60
1726	1.68	2.34	2.67	1.98	1.48	1.23	1.00	1.39
1725	1.66	3.15	1.93	1.72	1.59	1.30	1.00	1.44
1724	1.31	2.22	1.67	1.55	0.97	1.31	1.00	1.20
1723	1.94	2.34	1.58	1.43	1.78	1.16	1.00	1.49
1722	3.03	3.64	2.75	2.39	4.68	1.21	1.00	1.99
1721	1.84	2.92	2.05	1.72	1.48	1.33	1.00	1.72
1720	1.58	2.21	1.68	1.63	1.56	1.16	1.00	1.34
1719	1.87	3.91	2.02	1.52	1.73	1.18	1.00	2.23
1718	2.99	3.39	2.12	1.85	2.28	1.41	1.00	1.56
1717	3.65	3.56	1.97	2.27	2.79	1.21	1.00	1.85
1716	2.97	2.71	1.63	1.68	1.90	1.41	1.00	1.56
1715	2.23	2.65	1.19	1.23	1.92	1.43	1.00	1.49
1714	3.47	2.18	1.79	1.34	2.14	1.29	1.00	1.57
1713	2.46	1.82	1.58	1.47	1.88	1.45	1.00	1.37
1712	3.07	3.14	2.82	2.14	1.90	1.43	1.00	1.52
1711	4.62	4.08	4.18	2.80	3.13	1.67	1.00	1.66
1710	2.21	3.00	1.95	1.50	1.53	1.57	1.00	1.58
1709	2.17	2.55	1.93	1.45	1.58	1.62	1.00	1.49
1708	2.63	4.90	2.53	2.03	1.84	1.28	1.00	1.75
1707	2.30	2.64	1.58	1.68	2.19	1.35	1.00	1.72
1706	2.61	1.75	1.13	1.20	1.68	1.39	1.00	1.50
1705	3.48	2.80	2.12	1.49	2.51	1.41	1.00	1.63
1704	2.24	2.57	1.16	1.23	1.98	1.19	1.00	1.57
1703	4.40	3.47	2.38	1.83	2.15	1.43	1.00	1.70
1702	1.99	2.20	1.65	1.50	1.50	1.48	1.00	1.56
1701	2.18	3.31	1.75	1.90	2.14	1.31	1.00	1.70
1700	1.78	1.87	2.05	1.47	1.37	1.25	1.00	1.52
1699	1.67	1.62	1.66	1.26	1.43	1.81	1.00	1.36
1698	2.07	2.45	2.95	1.97	1.38	1.69	1.00	1.58
1697	2.51	2.76	2.14	1.70	2.34	1.48	1.00	1.81
1696	2.10	2.69	1.78	1.72	1.95	1.61	1.00	1.67
1695	1.44	1.71	1.19	1.16	1.34	1.32	1.00	1.44
1694	1.73	2.71	1.82	1.44	1.46	1.38	1.00	1.53
1693	1.93	2.33	1.42	1.25	1.73	1.46	1.00	1.62
1692	1.29	1.56	1.46	1.30	1.11	1.23	1.00	1.34
1691	1.88	1.54	1.55	1.34	1.21	1.31	1.00	1.35
1690	1.63	1.87	2.04	1.57	1.18	1.26	1.00	1.36
1689	2.24	4.54	3.90	1.78	2.19	1.32	1.00	2.16
1688	3.39	5.77	2.06	2.85	7.93	1.21	1.00	2.63
1687	1.83	2.95	1.34	1.26	2.10	1.20	1.00	1.79
1686	1.40	1.32	1.32	1.07	1.17	1.26	1.00	1.33
1685	1.74	1.68	1.46	1.02	1.52	1.33	1.00	1.47
1684	1.45	1.92	1.69	1.37	1.34	1.23	1.00	1.41
1683	1.55	2.01	1.21	1.40	1.81	1.32	1.00	1.39
1682	1.65	1.50	1.31	1.24	1.23	1.24	1.00	1.29
1681	1.43	1.41	1.76	1.52	1.49	1.44	1.00	1.36
1680	1.35	1.92	0.97	1.12	1.35	1.61	1.00	1.58
1679	1.86	2.35	1.87	1.50	1.73	1.68	1.00	1.50
1678	2.31	2.72	3.19	1.97	1.77	1.29	1.00	1.71
1677	1.50	1.53	1.11	1.13	1.14	1.22	1.00	1.39
1676	1.78	3.19	2.18	1.34	2.21	1.12	1.00	1.89
1675	2.20	2.91	1.30	1.32	2.11	1.20	1.00	1.62
1674	2.96	2.30	1.60	1.48	1.80	1.41	1.00	1.52
1673	2.84	2.74	2.38	1.23	1.92	1.41	1.00	1.71
1672	3.17	2.42	2.13	1.33	1.57	1.15	1.00	1.47
1671	3.30	2.98	1.66	1.29	1.79	1.39	1.00	1.53
1670	3.25	2.82	1.57	1.40	2.16	1.47	1.00	1.70
1669	2.20	2.34	1.41	1.55	1.46	1.26	1.00	1.42
1668	3.42	2.81	1.74	1.34	1.80	1.36	1.00	1.55
1667	2.08	1.79	1.16	1.16	1.49	1.28	1.00	1.32
1666	2.00	1.98	0.94	1.09	1.42	1.23	1.00	1.43
1665	3.90	3.00	2.51	1.47	2.54	1.56	1.00	1.75
1664	3.17	4.06	1.46	1.40	2.69	1.08	1.00	1.87
1663	6.38	4.63	3.48	1.80	4.45	1.51	1.00	1.98
1662	4.48	4.85	3.11	1.91	2.60	1.50	1.00	1.80
1661	2.72	2.22	1.33	1.16	1.68	1.38	1.00	1.46
1660	5.05	3.11	1.91	1.34	3.28	1.36	1.00	1.75
1659	2.98	3.04	1.41	1.47	1.62	1.52	1.00	1.41
1658	2.23	4.07	2.05	1.69	2.03	1.59	1.00	1.68
1657	3.29	3.00	3.14	2.08	2.92	1.36	1.00	1.53
1656	2.87	3.57	1.96	1.63	2.32	1.40	1.00	1.79
1655	6.48	8.23	11.30	4.59	7.97	2.69	1.00	1.44
1654	1.51	2.07	1.26	1.22	1.71	1.08	1.00	1.40
1653	2.88	3.61	1.81	1.99	2.48	2.36	1.00	1.99
1652	21.04	25.67	25.05	13.39	32.48	8.99	1.00	1.37
1651	2.56	4.19	2.72	2.14	4.05	0.96	1.00	2.06
1650	6.05	13.05	40.48	4.56	10.87	4.42	1.00	1.35
1649	1.35	1.55	1.11	1.22	1.18	1.33	1.00	1.34
1648	2.30	4.17	2.38	2.19	2.82	1.31	1.00	2.40
1647	1.75	2.30	2.79	1.96	1.66	1.44	1.00	1.57
1646	1.89	3.42	1.85	1.92	1.66	1.50	1.00	1.63
1645	1.34	1.53	1.34	1.17	1.21	1.38	1.00	1.32
1644	2.16	1.49	1.85	1.41	1.67	1.32	1.00	1.26
1643	2.06	1.33	1.03	1.18	1.44	1.32	1.00	1.09
1642	4.40	2.49	1.80	1.54	2.50	1.37	1.00	1.51
1641	3.89	1.42	1.42	1.46	1.93	1.69	1.00	1.15
1640	2.55	2.96	1.44	1.29	1.89	1.21	1.00	1.60
1639	2.56	2.40	1.83	1.47	2.10	1.32	1.00	1.91
1638	2.02	1.37	0.95	0.98	1.18	1.27	1.00	1.23
1637	2.39	1.73	1.23	1.18	1.62	1.37	1.00	1.36
1636	5.22	2.85	2.24	1.83	2.90	1.38	1.00	1.73
1635	3.61	3.74	2.44	1.57	1.93	1.42	1.00	1.44
1634	2.67	2.38	1.97	1.24	2.85	1.18	1.00	1.40
1633	3.28	2.28	1.31	1.16	1.74	1.27	1.00	1.44
1632	2.15	1.61	1.41	1.34	1.28	1.31	1.00	1.32
1631	3.00	3.42	2.50	2.05	2.79	1.20	1.00	2.07
1630	1.75	1.47	1.08	1.08	1.45	1.21	1.00	1.35
1629	3.57	3.60	2.85	1.58	1.93	1.52	1.00	1.52
1628	2.28	2.75	1.19	1.26	2.05	1.33	1.00	1.64
1627	2.73	2.61	1.83	1.49	1.98	1.40	1.00	1.57
1626	1.65	1.65	1.54	1.28	1.32	1.21	1.00	1.40
1625	2.55	3.18	2.20	2.03	3.19	1.18	1.00	1.83
1624	2.52	4.10	1.71	1.90	2.25	0.80	1.00	2.05
1623	2.37	2.14	1.52	1.26	1.63	1.33	1.00	1.52
1622	2.69	3.14	1.46	1.34	1.94	1.46	1.00	2.03
1621	1.89	1.68	1.13	1.13	1.42	1.10	1.00	1.33
1620	2.50	2.11	1.36	1.49	1.49	1.56	1.00	1.45
1619	2.68	2.95	3.15	2.47	2.14	1.59	1.00	1.67
1618	2.11	2.29	1.72	1.75	1.39	1.25	1.00	1.47
1617	2.58	3.07	1.92	1.67	1.74	1.52	1.00	1.82
1616	1.35	1.95	1.70	1.43	1.79	1.19	1.00	1.57
1615	2.36	2.49	1.74	1.42	2.67	1.16	1.00	1.85
1614	2.60	5.79	2.05	1.40	4.61	1.44	1.00	2.68
1613	2.46	2.42	2.19	1.96	1.98	1.36	1.00	1.74
1612	1.33	1.72	1.11	1.12	1.15	1.40	1.00	1.37
1611	2.41	3.66	1.78	1.71	1.60	1.64	1.00	1.61
1610	1.90	2.25	2.00	1.73	1.90	1.44	1.00	1.60
1609	2.09	2.57	2.22	1.83	2.14	1.50	1.00	1.70
1608	2.27	3.02	2.09	1.98	2.15	1.74	1.00	1.71
1607	2.31	3.25	1.83	1.52	3.18	1.17	1.00	1.77
1606	1.99	3.63	2.26	2.10	3.18	1.51	1.00	2.06
1605	1.88	2.83	1.65	1.62	1.67	1.64	1.00	1.39
1604	2.24	3.20	9.95	1.82	5.26	1.76	1.00	1.69
1603	1.94	1.98	1.97	1.41	1.60	1.51	1.00	1.39
1602	1.49	1.24	0.90	1.22	1.13	1.13	1.00	1.26
1601	1.85	1.57	2.32	1.75	1.53	1.29	1.00	1.28
1600	1.87	1.38	1.37	1.28	1.26	1.07	1.00	1.36
1599	1.58	1.68	1.26	1.05	1.45	1.00	1.00	1.36
1598	1.88	1.85	1.44	1.35	1.36	1.23	1.00	1.45
1597	1.25	1.15	1.27	1.33	1.04	0.94	1.00	1.30
1596	2.80	2.14	2.41	1.92	2.23	1.46	1.00	1.68
1595	4.54	3.91	3.27	2.67	5.34	1.49	1.00	1.85
1594	2.00	1.76	1.28	1.39	1.66	1.25	1.00	1.47
1593	2.94	1.58	1.70	1.47	1.71	1.45	1.00	1.46
1592	3.36	2.90	1.94	1.49	2.46	1.37	1.00	1.83
1591	2.78	2.19	1.72	1.28	1.82	1.47	1.00	1.61
1590	1.96	1.52	1.69	1.27	1.11	1.65	1.00	1.34
1589	2.74	3.09	5.91	2.79	7.30	1.34	1.00	2.13
1588	2.55	2.15	1.40	1.27	1.59	1.08	1.00	1.36
1587	2.48	2.54	2.27	1.40	2.18	1.23	1.00	1.81
1586	4.58	5.24	2.81	2.78	4.91	1.24	1.00	2.69
1585	2.82	2.99	1.36	1.29	2.35	1.26	1.00	1.64
1584	5.34	3.85	1.87	1.88	2.25	1.55	1.00	1.70
1583	2.28	2.02	2.39	1.83	2.49	1.14	1.00	1.51
1582	2.33	2.53	1.27	1.05	1.98	0.95	1.00	1.73
1581	5.37	4.85	2.85	2.88	4.23	3.32	1.00	1.84
1580	5.31	4.34	3.27	2.92	2.64	1.32	1.00	1.94
1579	3.48	3.86	2.20	1.66	2.97	1.39	1.00	2.38
1578	0.96	1.07	2.31	0.50	1.17	0.51	1.00	1.39
1577	3.10	2.71	2.19	1.49	2.40	1.31	1.00	1.71
1576	2.46	2.23	0.95	1.22	1.81	1.14	1.00	1.18
1575	2.86	2.32	1.21	1.32	2.66	1.13	1.00	1.42
1574	2.02	1.53	0.82	1.27	1.54	1.32	1.00	1.06
1573	2.96	2.56	1.40	1.39	2.39	1.28	1.00	1.38
1572	2.86	2.48	1.24	1.45	2.49	1.19	1.00	1.52
1571	3.28	3.29	1.60	2.64	4.98	1.27	1.00	1.30
1570	2.90	3.08	1.04	1.44	1.67	1.27	1.00	1.15
1569	2.25	1.78	4.56	1.41	1.34	1.23	1.00	1.31
1568	3.42	3.48	2.00	1.88	3.86	1.20	1.00	2.14
1567	3.70	3.20	1.90	1.57	2.04	1.44	1.00	1.61
1566	3.95	2.93	2.20	1.56	3.37	1.38	1.00	1.87
1565	3.65	3.02	21.15	1.84	2.76	13.72	1.00	1.59
1564	4.36	3.71	2.84	2.12	2.81	1.35	1.00	1.71
1563	2.99	1.79	1.38	1.23	1.63	1.35	1.00	1.38
1562	2.75	2.24	1.27	1.36	1.95	1.21	1.00	1.49
1561	2.18	1.61	1.31	1.12	1.83	1.77	1.00	1.46
1560	2.58	1.81	1.58	1.37	1.44	1.17	1.00	1.32
1559	4.24	2.80	2.31	1.67	2.79	1.70	1.00	1.62
1558	4.20	2.74	3.89	1.78	3.46	1.77	1.00	1.72
1557	2.83	2.04	1.89	1.25	1.73	1.32	1.00	1.42
1556	1.86	2.42	2.41	2.34	2.31	1.32	1.00	1.78
1555	1.65	2.06	2.57	1.89	1.67	1.48	1.00	1.52
1554	2.03	2.67	1.95	1.85	2.02	1.69	1.00	1.72
1553	2.57	2.48	2.65	1.73	2.11	1.40	1.00	1.62
1552	2.45	3.34	2.46	1.60	2.58	1.60	1.00	1.85
1551	1.80	2.12	1.74	1.57	1.78	1.12	1.00	1.53
1550	1.87	2.35	1.36	1.42	1.88	1.24	1.00	1.70
1549	1.32	1.91	1.24	1.13	1.54	1.23	1.00	1.45
1548	1.50	1.64	1.69	1.50	1.91	1.35	1.00	1.55
1547	1.06	1.61	1.09	1.10	1.41	0.96	1.00	1.28
1546	2.18	6.66	4.57	2.87	2.73	1.44	1.00	2.50
1545	1.41	2.12	2.34	1.50	1.92	1.54	1.00	1.59
1544	1.52	2.60	1.90	1.55	2.13	1.49	1.00	1.58
1543	1.49	2.19	1.65	1.42	1.48	1.44	1.00	1.44
1542	1.70	2.89	1.63	1.32	2.03	1.41	1.00	1.86
1541	1.86	2.88	1.60	1.69	2.38	1.32	1.00	1.79
1540	1.87	2.31	1.39	1.42	1.93	1.17	1.00	1.56
1539	2.06	2.37	1.36	1.22	1.70	1.60	1.00	1.46
1538	2.29	4.48	2.38	1.51	1.60	1.51	1.00	1.52
1537	1.31	1.33	1.01	1.09	1.07	1.22	1.00	1.22
1536	2.35	4.52	3.26	1.89	2.99	1.36	1.00	1.88
1535	2.87	2.56	1.59	1.39	1.87	1.10	1.00	1.61
1534	2.55	2.58	1.97	1.54	2.70	1.42	1.00	1.61
1533	5.58	5.00	2.78	1.82	4.51	1.38	1.00	2.45
1532	4.23	3.94	2.78	1.77	3.62	1.19	1.00	2.53
1531	4.42	10.60	5.07	1.68	4.56	1.43	1.00	2.60
1530	2.56	2.46	1.72	1.49	1.80	1.28	1.00	1.52
1529	1.40	1.66	1.23	1.10	1.10	1.25	1.00	1.39
1528	2.18	3.52	9.70	2.46	3.01	1.18	1.00	2.19
1527	2.24	3.61	4.76	2.07	2.71	1.28	1.00	1.98
1526	2.45	4.87	2.40	1.87	1.91	1.41	1.00	1.83
1525	1.94	3.37	2.04	1.68	4.42	1.11	1.00	1.74
1524	1.01	1.13	0.80	1.02	0.97	1.07	1.00	1.26
1523	2.32	3.53	1.67	1.86	3.32	1.17	1.00	1.77
1522	1.76	1.38	0.80	1.06	1.47	0.99	1.00	1.13
1521	2.72	2.42	1.21	1.73	3.22	1.11	1.00	1.39
1520	2.45	1.93	0.99	1.34	1.81	1.32	1.00	1.15
1519	3.25	2.93	1.79	1.67	4.03	1.23	1.00	1.51
1518	2.18	1.26	0.89	1.35	1.57	1.07	1.00	1.05
1517	3.21	3.16	1.31	1.57	2.91	1.19	1.00	1.69
1516	3.57	4.16	1.95	1.71	2.55	1.70	1.00	1.73
1515	2.98	1.91	1.25	1.18	1.64	1.28	1.00	1.36
1514	3.84	3.49	1.74	1.68	3.14	1.34	1.00	1.97
1513	2.21	2.03	1.27	1.14	1.97	1.26	1.00	1.39
1512	2.43	2.02	1.23	1.26	2.09	1.27	1.00	1.55
1511	2.76	3.62	2.16	1.83	2.38	1.30	1.00	1.75
1510	3.34	3.77	2.15	1.82	1.88	1.57	1.00	1.57
1509	1.58	2.26	1.68	1.70	2.87	1.24	1.00	1.62
1508	1.83	3.48	3.20	2.54	1.60	1.32	1.00	1.50
1507	1.44	1.71	1.69	1.65	1.21	1.33	1.00	1.46
1506	1.59	2.26	2.01	1.54	1.75	1.17	1.00	1.62
1505	1.29	2.42	1.36	1.55	1.91	1.04	1.00	1.53
1504	1.40	2.32	2.69	1.72	1.69	1.05	1.00	1.51
