# Puruogangri Ice Cap, China 500 Year Trace Element Data
#----------------------------------------------------------------------- 
#                World Data Service for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------------------------- 
# Template Version 3.0
# Encoding: UTF-8
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/22214 
#       Description: 
# Online_Resource: https://www1.ncdc.noaa.gov/pub/data/paleo/icecore/trop/puruogangri/puruogangri2017elem.txt
#       Description:
#
# Original_Source_URL:  
#       Description:
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Ice Cores
#
# Dataset DOI: 
#
# Parameter_Keywords: chemistry 
#--------------------
# Contribution_Date
#	Date: 2017-06-09
#--------------------
# File_Last_Modified_Date
#	Date: 2017-06-09
#--------------------
# Title
#	Study_Name: Puruogangri Ice Cap, China 500 Year Trace Element Data
#--------------------
# Investigators
#	Investigators: Beaudon, E.; Gabrielli, P.; Sierra-Hernandez, M.R.; Wegner, A.; Thompson, L.G. 
#--------------------
# Description_Notes_and_Keywords
#	Description: Trace element data from ice cores collected on the Dome A of the Puruogangri Ice Cap, Tibetan Plateau, China,
#	from  1497 to 1991 CE.  Included are annual median of concentration and enrichment factor (EF) of trace elements. 
#	Annual medians are calculated from raw concentration/EFc of individual sample values (based on freshly cut ice samples) for 
#	Ag, Bi, Cd, Fe, Pb, Sb, Tl, and Zn.  EFc were calculated using Fe as crustal element of reference and Potential Source Areas 
#	(PSA) of dust samples from the Tibetan Plateau as crustal reference.  5 year average concentrations and EFc are calculated 
#	as average of annual median values for Ag, Cd, Fe, Pb, Sb, Tl, and Zn.  Time scale is from Thompson et al. (2006) Annals of 
#	Glaciology, vol 43, 61-68. 
#--------------------
# Publication 
#	Authors: Emilie Beaudon, Paolo Gabrielli, M. Roxana Sierra-Hernández, Anna Wegner, Lonnie G. Thompson
#	Published_Date_or_Year: 2017-12-01    
#	Published_Title: Central Tibetan Plateau atmospheric trace metals contamination: a 500-year record from the Puruogangri ice core
#	Journal_Name: Science of the Total Environment
#	Volume: 601-602
#	Edition: 
#	Issue: 
#	Pages: 1349-1363
#	Report_Number: 
#	DOI: 10.1016/j.scitotenv.2017.05.195
#	Online_Resource: http://www.sciencedirect.com/science/article/pii/S0048969717313025
#	Full_Citation: 
#	Abstract: A ~ 500-year section of ice core (1497-1992) from the Puruogangri ice cap has been analyzed at high resolution for 28 trace elements (TEs: Ag, Al, As, Ba, Bi, Cd, Co, Cr, Cs, Cu, Fe, Ga, Li, Mg, Mn, Na, Nb, Ni, Pb, Rb, Sb, Sn, Sr, Ti, Tl, U, V and Zn) to assess different atmospheric contributions to the ice and provide a temporal perspective on the diverse atmospheric influences over the central Tibetan Plateau (TP). At least two volcanic depositions have significantly impacted the central TP over the past 500 years, possibly originating from the Billy Mitchell (1580, Papua New Guinea) and the Parker Peak (1641, Philippines) eruptions. A decreasing aeolian dust input to the ice cap allowed the detection of an atmospheric pollution signal. The anthropogenic pollution contribution emerges in the record since the early 1900s (for Sb and Cd) and increases substantially after 1935 (for Ag, Zn, Pb, Cd and Sb). The metallurgy (Zn, Pb and steel smelting) emission products (Cd, Zn, Pb and Ag) from the former Soviet Union and especially from central Asia (e.g., Kyrgyzstan, Kazakhstan) likely enhanced the anthropogenic deposition to the Puruogangri ice cap between 1935 and 1980, suggesting that the westerlies served as a conveyor of atmospheric pollution to central Tibet. The impact of this industrial pollution cumulated with that of the hemispheric coal and gasoline combustion which are respectively traced by Sb and Pb enrichment in the ice. The Chinese steel production accompanying the Great Leap Forward (1958-1961) and the Chinese Cultural Revolution (1966-1976) is proposed as a secondary but proximal source of Pb pollution affecting the ice cap between 1958 and 1976. The most recent decade (1980-1992) of the enrichment time series suggests that Puruogangri ice cap recorded the early Sb, Cd, Zn, Pb and Ag pollution originating from developing countries of South (i.e., India) and East (i.e., China) Asia and transported by the summer monsoonal circulation.
#------------------
# Funding_Agency 
#	Funding_Agency_Name: US National Science Foundation
#	Grant: ACP-1149239
#------------------
# Funding_Agency 
#	Funding_Agency_Name: Ohio State University
#	Grant: BPCRC Fellowship
#------------------
# Site_Information 
#	Site_Name: Puruogangri Dome A Ice Core
#	Location: Asia>Eastern Asia>China
#	Country: China
#	Northernmost_Latitude: 33.916
# 	Southernmost_Latitude: 33.916
# 	Easternmost_Longitude: 89.083
# 	Westernmost_Longitude: 89.083
# 	Elevation: 5980 m
#------------------
# Data_Collection   
#	Collection_Name: Puruogangri2017elem
#	Earliest_Year: 1497 
#	Most_Recent_Year: 1991 
#	Time_Unit: AD
#	Core_Length: 123.74 m 
#	Notes: 
#------------------
# Chronology_Information
#	Chronology: 
# 	Time scale is from Thompson et al. (2006) Annals of Glaciology, vol 43, 61-68. 
#	The Puruogangri core 2 was dated by dust layer counting to 1600 AD, and was also constrained by the 1962/63 beta peak. 
#	From 1497 to 1600 AD, the core age is calculated from a 2-parameter thinning model (see Thompson et al., 2006)
#----------------	
# Variables 
#
# Data variables follow are preceded by "##" in columns one and two.
# Data line variables format:  one per line, shortname-tab-variable components (what, material, error, units, seasonality, data type,detail, method, C or N for Character or Numeric data, free text) 
#
## age_AD	age, , , AD, , , , , N,
## Ag	Silver, , , pg/g, ,icecore, annual median concentration, , N, 
## Cd	Cadmium, , , pg/g, ,icecore, annual median concentration, , N, 
## Sb	Antimony, , , pg/g, ,icecore, annual median concentration, , N, 
## Tl	Thallium, , , pg/g, ,icecore, annual median concentration, , N, 
## Pb	Lead, , , pg/g, ,icecore, annual median concentration, , N, 
## Bi	Bismuth, , , pg/g, ,icecore, annual median concentration, , N, 
## Fe	Iron, , , pg/g, ,icecore, annual median concentration, , N, 
## Zn	Zinc, , , pg/g, ,icecore, annual median concentration, , N, 
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values:  
#
age_AD	Ag	Cd	Sb	Tl	Pb	Bi	Fe	Zn
1826	11.90	35.02	93.90	30.09	3786.48	27.66	1771165.52	7190.96
1825	3.14	10.13	27.98	12.45	892.79	5.38	266600.02	1717.01
1824	2.55	7.54	19.40	5.91	727.02	4.69	244837.78	1189.85
1823	18.22	108.62	175.56	61.61	11944.16	31.48	2188462.61	13073.40
1822	2.47	7.80	15.35	4.75	707.49	4.45	230463.81	1030.90
1821	4.07	13.85	26.42	8.34	1073.01	9.70	467959.61	1862.74
1820	13.26	62.30	147.01	101.87	10256.25	28.19	1975205.75	9731.99
1819	8.45	28.09	44.03	18.85	2304.08	18.81	1270705.02	4718.43
1818	8.04	27.77	58.39	24.39	4683.01	22.01	1873126.87	6520.75
1817	3.24	10.90	24.44	7.25	1033.79	8.17	448753.21	1872.59
1816	3.21	9.22	24.63	8.23	941.21	8.37	463094.67	1709.22
1815	12.58	29.91	63.10	24.93	3361.69	23.41	1529849.97	5970.40
1814	15.48	104.59	248.33	65.09	12606.84	29.71	1254153.17	11955.96
1813	3.92	9.88	27.55	12.70	1076.76	12.62	827803.33	2699.85
1812	2.62	5.96	20.01	5.92	756.34	5.17	327362.68	1216.37
1811	4.54	13.14	31.15	11.27	1409.79	14.83	790164.28	2757.22
1810	1.16	3.78	8.40	2.45	274.31	3.54	126853.34	525.15
1809	1.27	3.77	12.86	3.70	278.68	2.97	159009.10	572.08
1808	2.24	6.80	20.79	8.34	890.43	7.64	421961.78	1435.70
1807	5.35	7.07	32.66	9.85	4641.18	5.87	517536.97	2022.28
1806	4.63	12.99	30.49	14.33	1633.70	10.76	860144.50	2390.58
1805	3.25	6.00	19.32	7.72	880.42	7.80	512399.25	1490.59
1804	2.13	4.55	15.31	6.45	629.99	4.96	286462.82	800.31
1803	7.98	32.21	56.48	23.16	2976.10	16.44	1096377.21	5443.87
1802	2.27	7.42	21.54	7.97	675.53	7.56	441671.78	1431.72
1801	6.32	22.47	58.45	19.37	2482.66	18.28	1274817.14	4412.90
1800	7.89	28.78	85.28	19.11	3092.45	17.94	1096768.35	4925.99
1799	8.20	33.62	67.78	22.43	3394.24	13.20	941331.09	4715.14
1798	5.21	19.05	37.97	13.93	1683.45	11.98	731407.86	2753.20
1797	5.20	11.16	25.82	10.15	1431.35	8.13	569408.84	1912.48
1796	4.61	17.16	27.57	11.30	1660.34	9.02	501976.27	2290.51
1795	1.82	13.26	16.55	3.52	498.42	4.09	182322.55	1812.01
1794	3.20	9.27	24.24	8.35	1003.41	6.83	408163.63	1939.13
1793	4.93	15.18	30.95	12.25	1455.47	11.57	723651.78	3003.76
1792	3.61	13.07	30.43	10.77	975.20	10.36	707655.40	2849.98
1791	1.67	6.45	23.06	4.37	366.11	2.75	148373.05	1085.58
1790	3.11	15.43	22.77	5.65	664.59	6.02	340727.63	2350.33
1789	4.33	19.54	44.72	12.05	1670.90	13.94	751325.54	3843.08
1788	1.96	6.10	19.04	5.25	407.16	3.99	236590.11	1261.70
1787	2.58	10.61	26.50	10.38	992.22	9.78	587086.99	2376.10
1786	1.54	5.31	29.10	9.80	638.46	5.16	444850.96	1514.24
1785	3.54	18.73	84.81	11.04	1862.70	11.56	689187.13	2978.84
1784	1.64	12.44	33.78	9.80	722.01	6.43	428900.49	2001.36
1783	2.44	15.39	27.64	9.09	1207.28	6.73	374605.26	1784.86
1782	1.53	6.03	16.81	5.04	539.17	4.51	262176.43	1099.48
1781	0.75	3.70	9.75	2.73	208.55	2.21	86431.61	440.83
1780	0.65	3.90	11.69	3.17	236.95	2.81	138935.09	673.72
1779	3.99	12.99	70.20	15.37	1997.72	7.26	332365.07	2085.01
1778	1.45	5.51	18.99	3.92	349.44	2.84	140534.12	1471.36
1777	3.42	14.39	29.90	10.70	1037.68	9.95	818968.43	2963.64
1776	4.04	9.25	50.95	9.18	1105.82	9.42	446666.69	1835.98
1775	2.33	5.58	12.10	4.03	393.81	4.29	227335.90	878.70
1774	1.70	4.63	13.64	4.16	290.51	2.59	132110.61	548.74
1773	1.98	4.67	13.79	3.58	332.73	3.69	154066.17	639.27
1772	1.60	6.21	12.22	4.17	360.96	2.78	135571.25	716.22
1771	3.22	11.95	24.48	9.93	1164.25	10.43	551041.84	2210.83
1770	1.99	7.24	13.02	6.32	581.85	5.80	401082.85	1360.06
1769	1.10	4.35	8.00	2.97	253.04	2.27	105896.59	514.41
1768	6.79	21.45	39.43	16.05	2106.09	14.75	863687.76	3653.04
1767	3.59	8.65	28.10	10.12	1036.49	7.26	486046.15	1968.45
1766	1.84	10.60	41.44	11.53	931.59	8.57	561803.81	2319.21
1765	1.76	10.68	26.59	9.71	1192.62	7.84	468583.89	1858.14
1764	2.30	8.32	20.85	10.23	1131.14	8.24	559075.32	1962.57
1763	1.00	2.69	7.65	2.18	147.66	1.40	71210.97	294.04
1762	0.40	2.84	5.58	2.02	168.09	1.97	95990.37	409.50
1761	0.40	2.11	8.13	2.97	140.07	1.11	61965.63	274.50
1760	2.32	12.47	26.75	13.46	1192.35	9.80	619339.11	2408.38
1759	2.16	10.34	27.82	10.68	1166.79	8.49	548561.10	2030.12
1758	0.59	2.71	9.53	3.30	257.22	2.20	117558.48	461.19
1757	0.50	1.52	9.03	2.49	159.61	1.65	97188.16	352.03
1756	0.49	2.43	12.50	2.70	214.99	1.60	102552.88	456.68
1755	3.49	10.54	26.39	8.99	1315.96	7.06	469640.69	1684.16
1754	2.89	6.44	16.30	9.71	1062.08	9.00	666469.06	1870.62
1753	1.36	2.53	7.86	3.78	370.90	3.48	227043.23	602.31
1752	1.27	2.89	7.96	2.74	224.99	1.89	108272.50	327.00
1751	1.67	6.42	17.31	6.82	650.70	7.03	244105.56	751.93
1750	3.33	10.45	35.13	10.87	1043.20	11.81	112451.96	401.44
1749	1.37	4.40	9.20	4.16	386.71	4.39	413674.70	1400.09
1748	2.99	14.14	30.26	12.03	1248.71	14.54	1208256.10	4487.49
1747	3.23	10.56	37.55	7.86	1218.18	6.74	368613.85	1660.69
1746	1.74	7.66	15.64	6.90	770.57	4.46	278656.27	1080.38
1745	6.93	34.40	79.61	28.85	5206.96	10.19	640757.31	4853.12
1744	2.60	8.11	22.02	8.89	898.57	8.80	415994.10	1680.13
1743	1.15	4.28	11.42	4.71	345.49	4.90	643581.51	2729.30
1742	1.10	4.70	14.86	4.79	349.56	3.94	363527.24	1178.17
1741	3.10	13.80	31.59	10.98	1115.73	10.62	379422.79	2548.52
1740	3.08	13.70	30.15	11.11	1252.63	11.18	341536.73	1204.92
1739	0.67	4.21	8.28	2.64	227.54	2.20	112032.49	439.13
1738	1.75	7.42	20.70	6.05	728.35	4.97	260511.94	1089.65
1737	1.14	4.25	11.07	4.00	386.53	3.70	189581.06	777.04
1736	4.79	12.65	41.71	15.02	978.13	6.68	592879.42	2031.16
1735	1.95	4.31	14.18	5.32	435.77	3.71	191895.65	691.29
1734	1.53	3.90	18.71	6.11	436.84	3.78	224550.12	861.35
1733	2.68	5.71	23.43	7.67	635.87	7.65	431697.09	1441.41
1732	5.90	12.94	41.54	15.68	1505.91	18.00	1038530.89	3351.41
1731	2.45	6.48	19.97	5.26	663.12	5.51	310064.99	1324.32
1730	3.53	10.22	41.23	6.83	1068.75	6.96	480316.16	1759.21
1729	5.66	20.15	43.12	11.77	1633.62	9.61	599633.68	2817.09
1728	3.41	15.43	26.57	8.60	1196.74	8.87	473669.83	2236.88
1727	1.07	4.44	16.24	4.97	336.92	2.95	193745.30	820.21
1726	0.74	2.96	12.06	2.94	381.09	1.44	78024.36	325.52
1725	0.61	2.95	9.80	3.32	266.47	2.43	136486.02	512.81
1724	0.88	4.92	12.84	4.55	266.83	3.81	222573.69	712.22
1723	3.81	16.81	40.41	14.85	1729.17	11.93	780542.69	3121.83
1722	12.80	73.76	150.09	49.13	16233.91	23.32	1457783.70	10419.61
1721	0.68	3.69	9.70	3.13	233.07	2.27	129274.47	581.66
1720	7.65	29.04	89.99	23.08	4773.45	10.76	700267.20	4817.05
1719	0.71	4.67	9.89	2.82	282.53	2.05	131315.79	785.03
1718	1.75	7.92	16.36	5.96	602.63	3.88	221585.41	923.73
1717	12.61	39.58	66.88	30.02	4104.06	22.92	1460889.71	7251.22
1716	2.07	7.68	14.25	6.53	674.96	5.25	282006.18	1214.12
1715	2.77	12.52	20.85	7.95	1121.27	11.32	470008.01	1818.75
1714	4.41	15.92	43.38	14.77	1839.00	13.28	779513.79	3273.78
1713	2.62	6.41	22.08	7.84	837.02	7.33	400475.47	1396.37
1712	2.49	9.75	22.72	7.58	1038.47	7.05	403420.16	1538.55
1711	0.87	2.68	10.28	2.71	241.43	1.45	65786.74	298.45
1710	1.45	6.94	16.70	4.80	447.00	4.63	229978.60	1000.35
1709	4.37	17.81	50.27	14.30	1362.46	13.86	696295.30	2852.70
1708	1.05	8.68	13.04	3.98	355.59	2.89	138135.50	647.84
1707	8.15	33.77	72.64	30.63	3409.02	22.50	1266402.15	5805.67
1706	8.05	20.67	58.34	20.01	2845.16	17.18	967012.13	5251.47
1705	5.09	16.64	46.78	10.31	1521.98	11.05	591351.03	2580.47
1704	18.90	71.18	107.90	46.01	6471.84	53.12	3374321.49	12595.78
1703	1.04	2.98	9.94	3.26	207.61	1.54	77360.02	354.45
1702	0.74	4.85	8.46	2.52	261.60	3.82	124759.64	925.91
1701	0.96	2.96	24.90	5.96	305.53	3.65	273238.80	848.67
1700	2.02	7.85	19.39	8.07	603.58	7.40	454928.46	1690.08
1699	3.75	27.30	49.08	14.17	1401.29	14.26	790369.15	2855.57
1698	1.13	4.76	29.88	6.31	355.78	4.40	188873.63	798.69
1697	4.02	15.36	44.27	13.33	1740.40	11.91	553907.72	2692.56
1696	1.18	4.57	17.92	4.40	471.73	4.31	194640.01	873.70
1695	3.16	14.61	30.39	12.84	1412.51	15.71	758196.90	3074.59
1694	0.55	3.14	7.27	2.25	185.11	2.08	110182.11	452.07
1693	3.78	14.39	37.02	13.94	1558.25	13.92	770679.85	3233.25
1692	1.02	3.06	15.93	5.39	378.76	4.44	293034.27	971.32
1691	3.07	9.46	29.69	9.19	850.60	7.84	460266.48	1693.89
1690	1.26	5.00	21.37	5.93	391.97	4.42	266927.90	964.40
1689	3.16	11.11	48.38	9.50	3411.22	4.24	243856.41	1412.36
1688	22.18	140.03	159.86	93.64	26548.83	27.66	1670316.88	16024.94
1687	6.32	35.44	74.80	23.74	3234.13	33.46	1191796.57	5718.04
1686	0.97	3.27	11.76	3.62	344.80	3.96	239227.35	847.55
1685	3.53	9.87	34.15	9.92	1321.57	12.30	699238.93	2756.39
1684	1.48	5.89	22.42	5.92	553.36	5.76	353162.63	1266.02
1683	5.86	27.65	51.08	28.10	3190.60	23.35	1532476.02	5476.47
1682	2.26	7.37	27.47	9.62	749.94	8.69	544897.93	1889.12
1681	3.96	16.91	53.99	23.22	2201.83	17.41	1080705.02	3685.37
1680	3.60	16.58	34.03	14.48	1510.64	19.23	933682.84	3742.52
1679	1.34	6.16	16.52	5.20	574.31	5.69	247651.12	1018.66
1678	0.77	3.01	13.24	3.23	265.48	2.05	114223.73	595.72
1677	1.13	4.09	10.62	4.06	368.72	4.21	261473.29	974.39
1676	2.73	13.13	30.47	8.71	1221.61	5.59	352426.44	2070.15
1675	11.29	35.66	103.46	37.98	4257.34	19.87	1275738.68	6079.82
1674	3.87	13.43	30.26	11.72	1322.61	11.07	591597.50	2494.68
1673	3.13	10.45	30.10	5.88	774.58	7.07	380194.67	1741.89
1672	4.14	10.74	35.08	8.56	862.64	8.07	441657.30	1744.13
1671	3.19	10.32	18.60	5.74	907.50	5.18	314182.80	1601.22
1670	2.57	8.16	17.51	5.30	705.26	5.30	273372.44	1151.74
1669	2.32	7.53	19.73	6.81	584.52	6.15	384958.56	1361.10
1668	2.17	6.58	19.82	4.68	568.86	4.31	245564.53	907.47
1667	4.56	14.73	33.07	10.89	1839.25	11.40	649417.10	3176.89
1666	13.97	44.53	74.93	24.34	5324.02	16.26	999606.79	6374.19
1665	4.82	8.43	35.72	6.87	1089.16	6.73	327795.55	1475.72
1664	7.42	25.87	46.37	18.39	2205.20	17.23	1231820.27	4767.64
1663	2.61	7.32	50.78	5.21	845.98	3.81	202820.35	983.59
1662	1.47	5.94	13.96	2.95	343.24	2.27	134770.27	559.67
1661	4.22	12.31	50.69	9.45	1324.06	11.72	638681.14	2506.02
1660	9.70	18.18	47.36	12.57	4191.19	11.93	663314.23	3042.28
1659	1.71	6.27	10.35	4.11	393.85	4.24	197382.73	739.18
1658	1.25	6.87	12.51	4.34	498.64	3.88	189183.47	886.58
1657	5.63	34.00	67.20	23.64	4100.66	17.20	799987.33	4619.37
1656	2.63	11.32	23.19	7.25	912.81	5.82	313319.06	1518.77
1655	2.30	9.81	47.19	7.98	1098.24	4.74	289093.38	1139.88
1654	2.78	12.17	30.22	10.83	1022.83	11.41	405165.04	1567.03
1653	2.74	12.11	23.47	9.49	1002.62	10.15	817087.61	4968.01
1652	4.39	18.30	65.37	13.85	2803.02	9.20	90579.56	327.54
1651	5.85	33.19	79.61	23.85	4045.99	9.99	570092.30	3550.60
1650	4.01	29.05	320.15	15.02	2969.97	13.71	240476.03	869.42
1649	1.74	8.25	19.26	8.71	778.14	9.38	531841.31	1916.56
1648	1.70	10.14	22.82	8.23	856.66	4.74	272517.46	1619.49
1647	1.40	4.61	16.13	5.65	407.43	5.48	308245.59	1107.94
1646	0.78	4.89	11.24	4.06	318.29	3.51	177474.37	689.76
1645	2.74	11.66	38.12	11.93	1092.73	12.38	715934.56	2693.23
1644	1.86	4.42	20.52	6.81	616.23	5.16	297071.05	1002.12
1643	2.60	5.81	16.74	7.16	775.96	5.78	332964.60	1275.61
1642	4.61	10.78	31.25	9.13	1642.30	8.63	500554.35	1883.95
1641	1.33	1.68	6.24	2.43	282.34	4.11	117788.99	364.13
1640	7.36	37.14	55.95	22.78	2939.05	19.90	1249636.47	5374.58
1639	3.66	14.25	40.49	15.11	1917.98	7.49	430506.60	2203.88
1638	3.17	8.23	20.87	8.23	855.30	9.59	630582.24	2076.65
1637	6.41	17.15	44.69	15.89	1934.10	10.71	481432.65	2886.27
1636	9.63	13.92	48.97	15.31	2112.50	10.36	550231.57	2550.39
1635	1.39	4.74	13.60	3.33	339.08	3.00	160484.81	577.61
1634	2.98	10.45	36.24	7.09	1936.16	6.66	420768.81	1650.28
1633	2.38	5.73	12.29	4.74	542.46	5.13	250650.96	879.52
1632	3.23	9.51	28.59	12.20	1059.41	11.23	643157.77	2284.42
1631	5.29	24.38	56.77	18.22	2107.97	9.63	607982.33	3908.17
1630	3.65	11.70	29.86	11.64	1324.29	12.60	805670.74	2867.10
1629	1.30	4.56	13.39	2.78	302.41	2.88	126065.30	513.15
1628	7.50	35.05	46.61	19.82	3053.29	17.35	1002787.21	5031.30
1627	2.04	7.21	18.82	5.79	676.83	5.07	275070.99	1160.38
1626	3.77	12.02	26.71	12.09	1279.31	11.90	789846.95	2805.35
1625	5.33	21.57	196.56	23.71	1869.46	7.32	431243.60	2391.65
1624	13.25	50.82	99.33	51.14	4696.73	18.73	1334547.10	7153.89
1623	3.80	11.02	27.92	9.35	1062.54	9.23	529951.17	2155.26
1622	7.27	32.82	52.15	20.28	2459.01	14.77	1065977.81	6943.24
1621	6.02	17.48	39.46	15.23	1822.82	13.27	928297.71	3796.81
1620	1.18	3.72	8.20	3.41	282.54	3.34	161910.50	626.84
1619	1.02	4.01	16.03	4.49	372.70	2.61	116944.73	539.24
1618	1.60	5.30	16.65	5.76	625.98	3.47	207932.45	1067.28
1617	1.89	8.28	15.95	4.53	499.55	4.80	252755.62	4515.10
1616	2.45	13.99	29.94	14.52	1546.21	11.81	788811.02	2913.14
1615	8.96	36.26	91.07	27.59	5055.60	23.30	1525576.28	6708.91
1614	2.88	18.18	30.86	11.96	1456.34	11.57	601583.86	2748.40
1613	1.39	5.07	15.96	5.08	479.47	3.63	195323.07	864.35
1612	1.48	6.63	12.87	5.66	539.63	6.82	383911.77	1370.77
1611	0.98	4.65	8.43	3.08	251.35	2.74	126717.74	546.76
1610	1.29	5.00	20.27	6.76	486.61	5.76	301716.94	1070.87
1609	2.14	8.95	24.54	8.54	920.05	7.40	377280.33	1610.02
1608	2.25	17.46	45.19	25.79	1790.59	7.70	335455.15	2620.92
1607	14.84	103.07	215.43	61.35	12503.80	48.82	3160930.65	14976.77
1606	5.16	29.26	63.91	24.94	3229.73	19.53	954338.20	4726.25
1605	1.09	5.68	10.63	4.60	372.84	4.32	199837.74	741.51
1604	3.01	13.26	181.39	10.75	3184.38	10.25	428148.05	1997.93
1603	1.21	4.45	11.17	4.49	326.57	4.45	223824.98	833.39
1602	2.29	7.85	20.86	10.89	744.93	9.26	631840.76	1980.79
1601	0.78	2.30	12.81	3.66	271.84	2.52	148096.77	499.53
1600	3.25	10.39	34.18	14.64	1319.49	7.90	545056.49	2946.03
1599	3.06	11.02	31.82	10.37	1194.36	9.13	704439.36	2510.90
1598	1.71	5.28	17.37	6.08	560.11	5.24	352187.64	1321.68
1597	4.78	17.51	53.30	27.99	1801.60	15.13	1480386.48	5222.93
1596	1.25	3.22	11.89	3.70	426.75	2.85	150536.44	661.64
1595	5.40	22.53	52.90	19.98	4498.62	9.83	515232.37	2453.71
1594	4.73	14.79	39.04	15.51	1741.55	13.47	788784.31	3198.01
1593	1.24	2.30	9.22	3.02	308.37	2.79	145212.58	569.94
1592	4.74	17.35	38.40	10.83	1936.57	8.23	496968.47	2904.88
1591	2.88	7.86	22.79	6.45	802.76	6.82	354791.05	1544.14
1590	1.90	5.11	21.09	6.04	463.08	7.30	334444.25	1199.89
1589	7.83	30.59	217.69	39.00	8957.69	17.53	987497.67	5644.35
1588	2.72	9.41	18.59	6.43	793.67	5.70	417764.17	1541.51
1587	5.52	19.65	54.91	15.75	2084.38	13.96	861583.66	3966.33
1586	21.05	71.91	134.48	54.59	8986.57	32.10	2283412.07	12157.98
1585	14.19	51.54	87.09	31.65	5041.74	28.95	1737838.59	7638.29
1584	1.14	2.86	5.21	1.95	206.29	1.51	73007.19	336.34
1583	9.44	29.06	127.61	37.14	4417.10	21.61	1430765.66	5781.59
1582	6.30	24.10	43.24	13.77	2354.95	11.64	901188.90	4163.26
1581	6.56	20.53	44.92	17.32	2226.92	18.62	417411.78	2060.34
1580	25.12	42.71	91.36	83.79	5123.47	23.11	1729672.55	7831.88
1579	4.31	16.81	36.11	10.41	1603.21	8.21	450562.32	2765.71
1578	5.38	20.86	166.76	13.84	2816.44	13.07	1934646.85	7230.88
1577	2.19	6.57	19.76	5.15	720.34	4.18	241287.53	1106.55
1576	2.36	7.42	11.81	5.74	744.21	4.98	331694.70	1050.81
1575	8.15	22.65	44.83	18.64	3234.37	14.94	996425.10	3728.24
1574	1.37	3.58	7.18	4.22	446.92	4.08	233808.97	662.94
1573	4.42	14.78	25.15	10.63	1537.85	8.95	582004.85	2077.85
1572	4.29	12.92	23.94	10.63	1604.33	8.12	518023.97	2103.55
1571	1.62	5.96	11.44	7.88	1432.50	2.81	173429.87	646.50
1570	0.96	3.53	4.43	2.32	237.16	1.91	114179.38	352.51
1569	1.63	4.50	42.74	5.01	416.81	4.09	251160.36	883.64
1568	9.98	34.55	73.48	26.28	4692.42	16.19	1027612.87	5748.92
1567	2.22	7.08	14.36	4.74	570.48	4.33	228102.01	979.07
1566	5.78	14.85	41.42	11.18	2115.76	9.22	504709.70	2532.71
1565	6.94	19.70	954.10	15.44	2701.40	221.74	705526.05	3023.01
1564	2.74	7.89	22.34	6.49	762.49	3.70	208161.06	951.10
1563	2.78	5.74	16.53	5.61	647.34	5.69	320294.83	1188.84
1562	4.78	14.44	28.71	12.18	1560.21	9.88	620335.91	2531.68
1561	4.93	12.60	38.08	12.35	1774.83	18.20	779200.38	3048.43
1560	5.12	13.53	34.15	13.74	1399.54	12.09	811949.79	2912.47
1559	2.10	4.81	14.75	4.05	594.78	3.84	171348.91	741.82
1558	5.68	13.58	74.37	12.16	2137.23	11.41	481898.43	2232.98
1557	2.08	5.19	17.52	4.54	550.49	4.53	258108.33	977.65
1556	3.50	9.12	89.72	11.43	1710.04	7.11	343862.39	2390.14
1555	1.79	5.92	26.76	10.11	616.10	9.04	491837.40	1600.65
1554	1.39	6.09	16.45	6.24	553.19	5.85	263624.97	1094.92
1553	2.47	7.90	39.69	12.33	996.47	6.41	335717.82	1436.00
1552	1.38	6.09	16.71	4.32	522.41	4.03	181867.16	901.12
1551	6.47	21.40	49.08	21.81	2286.82	17.80	1242946.58	5072.39
1550	12.61	41.18	94.82	49.12	5682.03	36.31	2423085.34	10994.59
1549	2.94	14.75	35.43	12.29	1470.89	12.44	767724.40	2989.90
1548	2.86	10.92	41.62	13.80	1613.08	11.14	631677.01	2721.97
1547	4.88	25.63	64.57	24.75	2786.90	20.15	1588331.02	5461.71
1546	1.07	9.31	20.62	7.19	887.81	3.83	210302.12	1252.22
1545	0.79	4.09	16.72	4.10	459.00	3.90	192738.35	819.58
1544	1.04	6.20	16.89	5.23	628.41	4.67	237589.73	1006.49
1543	1.03	5.23	14.72	4.79	437.18	4.52	238413.04	918.33
1542	17.65	104.14	218.31	67.06	9058.66	66.99	3584781.03	17866.68
1541	6.58	40.88	56.44	28.64	4192.57	20.49	1271456.86	6398.98
1540	3.25	13.80	32.01	11.58	1413.35	8.95	582937.77	2439.97
1539	3.75	14.94	31.90	10.88	1330.26	13.27	628974.16	2461.11
1538	1.04	7.04	13.89	3.35	310.72	3.12	156670.51	639.94
1537	2.32	8.11	22.74	9.54	819.49	9.89	625651.20	2038.34
1536	4.80	35.11	67.67	13.69	3100.70	10.61	601439.19	3611.04
1535	4.67	14.42	33.57	11.15	1310.01	8.18	562879.36	2431.59
