% Supporting datasets from Abatzoglou and Williams, Impact of anthropogenic climate change on wildfire across western US forests, PNAS201607171
% data from NCEP-NCAR reanalysis
% Z and Z_NOACC refer to standardized fuel aridity indices calculated across forested regions only using the primary gridded datasets of Abatzoglou (2013) and PRISM
% ZH and ZH_NOACC refer to the percent of forested land with fuel aridity exceeding 1 sigma
% FWSL and FWSL_NOACC refer to the fire weather season length expressed as a percent of normal from 1981-2010 NOACC baseline, data averaged over forested region
% HFD and HFD_NOACC refer to the number of days per year with fire danger indices exceedin the 1981-2010 95th percentile as derived from the 1981-2010 NOACC baseline, data averaged over forested region
% NOACC refers to metrics calculated after excluding the anthropogenic climate signal
% NaN refers to no data for the given metric and year

year, Z PDSI, Z FWI, Z ERC, Z FFDI, Z ETo, Z CWD, Z KBDI, Z VPD, Z MEAN, ZH PDSI, ZH FWI, ZH ERC, ZH FFDI, ZH ETo, ZH CWD, ZH KBDI, ZH VPD, ZH MEAN, FWSL KBDI, FWSL FFDI, FWSL FWI, FWSL ERC, FWSL MEAN, HFD KBDI, HFD FFDI, HFD FWI, HFD ERC, HFD MEAN, Z_NOACC PDSI, Z_NOACC FWI, Z_NOACC ERC, Z_NOACC FFDI, Z_NOACC ETo, Z_NOACC CWD, Z_NOACC KBDI, Z_NOACC VPD, Z_NOACC MEAN, ZH_NOACC PDSI, ZH_NOACC FWI, ZH_NOACC ERC, ZH_NOACC FFDI, ZH_NOACC ETo, ZH_NOACC CWD, ZH_NOACC KBDI, ZH_NOACC VPD, ZH_NOACC MEAN, FWSL_NOACC KBDI, FWSL_NOACC FFDI, FWSL_NOACC FWI, FWSL_NOACC ERC, FWSL_NOACC MEAN, HFD_NOACC KBDI, HFD_NOACC FFDI, HFD_NOACC FWI, HFD_NOACC ERC, HFD_NOACC MEAN,
1979, 0.46, 0.55, 0.58, 1.14, 1.22, 0.91, 0.81, 1.19, 0.86, 14.3, 25.0, 21.4, 64.3, 78.6, 42.9, 35.7, 75.0, 44.6, 153.4, 136.0, 111.9, 112.4, 128.4, 27.9, 27.6, 20.2, 24.3, 25.0, 0.43, 0.49, 0.58, 0.99, 0.92, 0.80, 0.63, 1.00, 0.73, 10.7, 21.4, 25.0, 64.3, 57.1, 39.3, 28.6, 53.6, 37.5, 147.2, 134.0, 111.3, 112.4, 126.2, 23.3, 26.8, 19.8, 24.4, 23.6
1980, -0.28, -0.21, -0.26, -0.24, 0.06, 0.02, 0.19, -0.34, -0.13,  0.0, 14.3, 10.7, 17.9, 10.7,  7.1, 14.3, 17.9, 11.6, 119.4, 103.5, 101.8, 93.7, 104.6, 27.1, 20.6, 19.5, 21.5, 22.2, -0.33, -0.24, -0.27, -0.38, -0.26, -0.07, 0.03, -0.50, -0.25,  0.0, 14.3, 10.7, 17.9,  7.1,  7.1, 10.7, 14.3, 10.3, 114.7, 100.9, 100.5, 93.2, 102.3, 22.4, 19.6, 19.1, 21.5, 20.7 
1981, 0.02, 0.22, 0.08, 0.46, 0.40, 0.13, 0.65, 0.46, 0.30, 14.3, 10.7, 10.7,  7.1, 14.3,  7.1, 35.7, 14.3, 14.3, 113.2, 107.4, 100.5, 90.3, 102.9, 35.1, 24.6, 18.0, 26.6, 26.1, -0.03, 0.17, 0.07, 0.30, 0.06, 0.03, 0.48, 0.26, 0.17, 14.3, 10.7,  7.1,  7.1,  7.1,  3.6, 25.0,  7.1, 10.3, 108.8, 105.2, 98.8, 90.3, 100.8, 31.0, 23.2, 17.5, 26.0, 24.4
1982, -0.44, -0.38, -0.14, -0.05, -0.23, -0.33, 0.22, -0.18, -0.19,  0.0,  0.0,  0.0, 10.7,  3.6,  3.6, 21.4,  7.1,  5.8, 97.7, 97.0, 88.1, 89.6, 93.1, 23.1, 18.3, 15.6, 14.0, 17.8, -0.52, -0.43, -0.15, -0.21, -0.56, -0.44, 0.03, -0.38, -0.33,  0.0,  0.0,  0.0, 10.7,  0.0,  0.0, 10.7,  3.6,  3.1, 93.0, 93.3, 86.2, 89.0, 90.4, 19.3, 17.5, 15.1, 13.4, 16.3 
1983, -1.01, -0.51, -0.76, -0.60, -0.45, -0.71, -0.13, -0.57, -0.59,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  7.1,  0.0,  0.9, 99.5, 78.6, 83.4, 86.9, 87.1, 21.0, 13.0, 15.3,  5.5, 13.7, -1.09, -0.59, -0.78, -0.77, -0.82, -0.84, -0.33, -0.79, -0.75,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  3.6,  0.0,  0.4, 94.5, 76.2, 81.6, 86.8, 84.8, 17.1, 12.3, 14.9,  4.8, 12.3 
1984, -0.90, 0.04, -0.70, -0.43, -0.47, -0.74, 0.04, -0.46, -0.45,  0.0, 28.6,  0.0,  0.0,  3.6,  0.0, 21.4,  3.6,  7.1, 102.8, 95.4, 98.9, 85.5, 95.6, 23.8, 16.8, 18.8, 15.2, 18.7, -0.98, -0.03, -0.72, -0.63, -0.86, -0.87, -0.17, -0.70, -0.62,  0.0, 28.6,  0.0,  0.0,  0.0,  0.0, 14.3,  0.0,  5.4, 97.3, 91.6, 96.7, 85.4, 92.7, 19.5, 15.2, 18.2, 13.9, 16.7 
1985, 0.43, 0.36, 0.30, 0.61, 0.82, 0.24, 0.20, 0.79, 0.47, 39.3, 14.3,  0.0, 21.4, 28.6, 10.7, 10.7, 35.7, 20.1, 105.4, 117.6, 112.9, 94.8, 107.7, 17.8, 24.8, 20.5, 19.1, 20.5, 0.34, 0.27, 0.27, 0.39, 0.42, 0.11, -0.04, 0.51, 0.28, 35.7, 14.3,  0.0, 14.3,  0.0,  7.1,  3.6, 10.7, 10.7, 97.2, 113.3, 110.0, 94.3, 103.7, 13.8, 22.6, 19.7, 18.5, 18.7
1986, 0.08, -0.10, -0.13, -0.05, 0.31, -0.18, 0.13, 0.03, 0.01,  0.0,  3.6,  0.0,  0.0,  3.6,  0.0, 14.3,  0.0,  2.7, 86.6, 93.5, 97.1, 88.3, 91.4, 18.2, 20.8, 17.7, 16.0, 18.1, -0.05, -0.21, -0.17, -0.27, -0.11, -0.33, -0.11, -0.27, -0.19,  0.0,  3.6,  0.0,  0.0,  0.0,  0.0,  7.1,  0.0,  1.3, 80.0, 90.3, 93.8, 87.6, 87.9, 13.6, 19.1, 17.0, 14.5, 16.1 
1987, 0.51, 0.16, 0.56, 0.81, 1.31, 0.92, 0.43, 0.99, 0.71, 35.7, 28.6, 32.1, 35.7, 60.7, 35.7, 28.6, 42.9, 37.5, 144.7, 120.5, 102.1, 107.9, 118.8, 35.2, 25.2, 17.3, 33.4, 27.8, 0.39, 0.04, 0.51, 0.54, 0.89, 0.75, 0.14, 0.64, 0.49, 28.6, 21.4, 32.1, 32.1, 39.3, 35.7, 17.9, 35.7, 30.4, 133.1, 115.1, 98.6, 107.4, 113.5, 28.9, 23.2, 16.4, 31.6, 25.0
1988, 0.31, 0.33, 0.09, 0.94, 0.76, 0.40, 0.73, 0.57, 0.52, 21.4, 21.4, 10.7, 60.7, 50.0, 35.7, 46.4, 35.7, 35.3, 133.8, 121.5, 116.0, 102.9, 118.5, 41.2, 29.2, 22.9, 33.0, 31.6, 0.20, 0.20, 0.03, 0.65, 0.29, 0.21, 0.48, 0.21, 0.29, 17.9,  3.6, 10.7, 46.4, 32.1, 17.9, 35.7, 17.9, 22.8, 126.0, 116.9, 112.3, 102.4, 114.4, 34.8, 26.9, 21.7, 31.2, 28.7 
