# Guliya Ice Cap Ice Thickness Data
#----------------------------------------------------------------------- 
#                World Data Service for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------------------------- 
# Template Version 3.0
# Encoding: UTF-8
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/25130 
#       Description: NOAA Landing Page
# Online_Resource: https://www1.ncdc.noaa.gov/pub/data/paleo/icecore/trop/guliya/guliya2018summit-thickness.txt
#       Description: NOAA location of the template
#
# Original_Source_URL:  
#       Description:
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Ice Core
#
# Dataset DOI: 
#
# Parameter_Keywords: physical properties
#--------------------
# Contribution_Date
#	Date: 2018-11-15
#--------------------
# File_Last_Modified_Date
#	Date: 2018-11-15
#--------------------
# Title
#	Study_Name: Guliya Ice Cap Ice Thickness Data
#--------------------
# Investigators
#	Investigators: Kutuzov, S.; Thompson, L.G.; Lavrentiev, I.; Tian, L. 
#--------------------
# Description_Notes_and_Keywords
#	Description: Ground-penetrating radar (GPR) ice thickness measurements for two areas (Plateau and Summit) of the Guliya Ice Cap, Tibetan Plateau, China
#--------------------
# Publication 
#	Authors: Stanislav Kutuzov, Lonnie G. Thompson, Ivan Lavrentiev, and Lide Tian 
#	Published_Date_or_Year: 2018-11-22    
#	Published_Title: Ice thickness measurements of Guliya ice cap, western Kunlun Mountains (Tibetan Plateau), China
#	Journal_Name: Journal of Glaciology
#	Volume: 
#	Edition: 
#	Issue: 
#	Pages:
#	Report_Number: 
#	DOI: 10.1017/jog.2018.91 
#	Online_Resource: https://www.cambridge.org/core/journals/journal-of-glaciology/article/ice-thickness-measurements-of-guliya-ice-cap-western-kunlun-mountains-tibetan-plateau-china/F3E348AF818A9D2FEA83BDBDB6603751 
#	Full_Citation: 
#	Abstract: Despite their high value and importance for various glaciological applications, detailed ice thickness measurements of alpine glaciers are still very limited. Knowledge of bedrock topography is essential for paleoglaciological studies. The Guliya ice cap located on the Tibetan Plateau is one of the highest and largest ice caps in mid-low latitude regions. A detailed ground-penetrating radar (GPR) survey was conducted on the Guliya ice cap in 2015 using 20 and 40 MHz frequency antennas. An empirical Bayesian kriging method was used for ice thickness interpolation and uncertainty assessment. GPR measurements revealed complex basal topography of the Guliya glacier with a maximum thickness of 371.12 ± 13 m. The internal reflections caused by changes in the dielectric properties were registered on the 40 MHz radargrams at the summit and were attributed to density variations. As a result of this fieldwork, one of the largest ice thickness datasets in High Mountain Asia was obtained. Guliya glacier elevation changes were assessed by differencing digital elevation models. The glacier gained mass from 2000 to 2015 with an average rate of 0.270 ± 0.11 m w.e. a-1 at the summit and 0.279 ± 0.11 m w.e. a-1 at the lower elevations.
#------------------
# Funding_Agency 
#	Funding_Agency_Name: US National Science Foundation
#	Grant: 1502919 
#------------------
# Funding_Agency 
#	Funding_Agency_Name: Chinese Academy of Sciences
#	Grant: 
#------------------
# Site_Information 
#	Site_Name: Guliya Summit
#	Location: Asia>Eastern Asia>China
#	Country: China
#	Northernmost_Latitude: 35.2896
# 	Southernmost_Latitude: 35.2896
# 	Easternmost_Longitude: 81.4955
# 	Westernmost_Longitude: 81.4955
# 	Elevation: 6650 m
#------------------
# Data_Collection   
#	Collection_Name: GS2018thick
#	Earliest_Year: 2015
#	Most_Recent_Year: 2015
#	Time_Unit: AD
#	Core_Length: 
#	Notes: 
#------------------
# Chronology_Information
#	Chronology: 
# 	
#----------------	
# Variables 
#
# Data variables follow are preceded by "##" in columns one and two.
# Data line variables format:  one per line, shortname-tab-variable components (what, material, error, units, seasonality, data type,detail, method, C or N for Character or Numeric data, free text) 
#
## FID	ID,,,,,,,,N,	
## lat	latitude, , , decimal degrees, , , , ,N,
## long	longitude, , , decimal degrees, , , , ,N,
## elev	elevation, , , m asl, , , , ,N, Elevation_HMA8 m filled by DEM_SRTM_X 
## depth_m	depth, , , m, , , , ,N,
## depth_err	depth error, , , m, , , , ,N, error estimation (Kutuzov et al. 2018) egpr(m)
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values:  
#
FID	lat	long	elev	depth_m	depth_err
309	35.289	81.493	6623	58.9	4.6
310	35.289	81.493	6623	59.6	4.6
311	35.289	81.493	6622	59.6	4.6
312	35.289	81.493	6622	58.9	4.6
313	35.289	81.493	6621	58.9	4.6
314	35.289	81.493	6621	58.9	4.6
315	35.289	81.493	6621	58.9	4.6
316	35.289	81.493	6620	58.9	4.6
317	35.289	81.493	6619	59.6	4.6
318	35.289	81.493	6619	60.2	4.6
319	35.289	81.493	6619	60.2	4.6
320	35.289	81.493	6617	60.9	4.6
321	35.289	81.493	6617	60.9	4.6
322	35.289	81.493	6617	59.6	4.6
323	35.289	81.493	6617	61.5	4.6
324	35.289	81.493	6617	62.2	4.6
325	35.289	81.493	6617	62.2	4.6
326	35.289	81.493	6616	62.8	4.6
327	35.289	81.493	6616	63.5	4.6
328	35.289	81.493	6615	63.5	4.6
329	35.289	81.493	6615	64.2	4.6
330	35.289	81.493	6615	64.2	4.6
331	35.289	81.493	6615	64.8	4.6
332	35.289	81.493	6615	64.8	4.6
333	35.289	81.492	6615	64.8	4.6
334	35.289	81.492	6615	64.8	4.6
335	35.289	81.492	6615	64.8	4.6
336	35.289	81.492	6615	62.8	4.6
337	35.289	81.492	6616	66.1	4.6
338	35.289	81.492	6616	64.2	4.6
339	35.289	81.492	6616	64.8	4.6
340	35.289	81.492	6617	65.5	4.6
341	35.289	81.492	6618	66.1	4.6
342	35.289	81.492	6618	66.1	4.6
343	35.289	81.492	6618	66.8	4.6
344	35.290	81.492	6618	67.4	4.6
345	35.290	81.492	6618	68.1	4.6
346	35.290	81.492	6618	68.1	4.6
347	35.290	81.492	6618	68.8	4.6
348	35.290	81.492	6619	70.1	4.6
349	35.290	81.493	6619	70.7	4.6
350	35.290	81.493	6619	72.7	4.7
351	35.290	81.493	6620	71.4	4.7
352	35.290	81.493	6619	72.0	4.7
353	35.290	81.493	6619	72.0	4.7
354	35.290	81.493	6619	74.7	4.7
355	35.290	81.493	6620	75.3	4.7
356	35.290	81.493	6620	76.0	4.7
357	35.291	81.493	6620	78.6	4.7
358	35.291	81.493	6620	78.6	4.7
359	35.291	81.493	6619	79.3	4.7
360	35.291	81.493	6619	79.9	4.7
361	35.291	81.493	6620	79.3	4.7
362	35.291	81.493	6619	82.5	4.7
363	35.291	81.493	6619	80.6	4.7
364	35.291	81.493	6619	81.2	4.7
365	35.291	81.493	6619	81.2	4.7
366	35.291	81.493	6619	81.9	4.7
367	35.291	81.493	6619	82.5	4.7
368	35.291	81.493	6618	83.9	4.7
369	35.291	81.493	6619	84.5	4.7
370	35.292	81.493	6618	86.5	4.8
371	35.292	81.493	6618	86.5	4.8
372	35.292	81.493	6618	85.8	4.8
373	35.292	81.493	6618	85.8	4.8
374	35.292	81.493	6618	85.8	4.8
375	35.292	81.493	6617	85.2	4.7
376	35.292	81.493	6617	85.2	4.7
377	35.292	81.493	6617	84.5	4.7
378	35.292	81.493	6616	81.9	4.7
379	35.292	81.493	6616	83.2	4.7
380	35.292	81.493	6617	81.2	4.7
381	35.292	81.493	6617	80.6	4.7
382	35.292	81.493	6617	81.2	4.7
383	35.292	81.493	6618	80.6	4.7
384	35.292	81.493	6618	81.2	4.7
385	35.292	81.493	6619	80.6	4.7
386	35.292	81.493	6619	80.6	4.7
387	35.291	81.493	6619	79.3	4.7
388	35.291	81.493	6620	78.6	4.7
389	35.291	81.493	6620	79.3	4.7
390	35.291	81.493	6620	77.3	4.7
391	35.291	81.493	6621	77.9	4.7
392	35.291	81.493	6621	77.3	4.7
393	35.291	81.493	6622	75.3	4.7
394	35.291	81.493	6622	76.6	4.7
395	35.291	81.493	6622	75.3	4.7
396	35.291	81.493	6622	74.0	4.7
397	35.291	81.493	6622	73.4	4.7
398	35.291	81.493	6622	72.0	4.7
399	35.291	81.493	6622	71.4	4.7
400	35.290	81.493	6622	70.7	4.6
401	35.290	81.493	6623	70.1	4.6
402	35.290	81.493	6623	69.4	4.6
403	35.290	81.493	6623	69.4	4.6
404	35.290	81.493	6623	68.8	4.6
405	35.290	81.493	6623	67.4	4.6
406	35.290	81.493	6624	66.1	4.6
407	35.290	81.493	6624	64.2	4.6
408	35.290	81.493	6624	63.5	4.6
409	35.290	81.493	6624	62.8	4.6
410	35.290	81.494	6624	61.5	4.6
411	35.290	81.494	6625	61.5	4.6
412	35.290	81.494	6626	61.5	4.6
413	35.290	81.494	6626	60.9	4.6
414	35.290	81.494	6626	60.2	4.6
415	35.290	81.494	6626	59.6	4.6
416	35.290	81.494	6627	58.3	4.6
417	35.290	81.494	6627	58.3	4.6
418	35.290	81.494	6627	56.9	4.6
419	35.290	81.494	6628	55.6	4.6
420	35.290	81.494	6628	53.7	4.6
421	35.290	81.494	6629	52.3	4.6
422	35.290	81.494	6629	51.0	4.5
423	35.290	81.495	6629	51.0	4.5
424	35.290	81.495	6629	49.1	4.5
425	35.290	81.495	6630	49.7	4.5
426	35.290	81.495	6630	49.7	4.5
427	35.290	81.495	6630	50.4	4.5
428	35.290	81.495	6631	50.4	4.5
429	35.290	81.495	6631	50.4	4.5
430	35.290	81.495	6631	49.7	4.5
431	35.290	81.495	6631	48.4	4.5
432	35.290	81.496	6632	46.4	4.5
433	35.290	81.496	6632	45.1	4.5
434	35.290	81.494	6629	57.6	4.6
435	35.290	81.494	6629	58.3	4.6
436	35.290	81.494	6628	58.9	4.6
437	35.290	81.494	6628	58.9	4.6
438	35.290	81.494	6628	60.2	4.6
439	35.290	81.494	6627	60.9	4.6
440	35.290	81.494	6627	61.5	4.6
441	35.290	81.494	6627	62.2	4.6
442	35.290	81.494	6627	62.2	4.6
443	35.290	81.494	6627	62.8	4.6
444	35.290	81.494	6626	63.5	4.6
445	35.290	81.494	6626	64.2	4.6
446	35.290	81.494	6626	64.8	4.6
447	35.290	81.494	6625	65.5	4.6
448	35.290	81.494	6625	66.8	4.6
449	35.290	81.494	6624	68.1	4.6
450	35.291	81.494	6624	69.4	4.6
451	35.291	81.494	6624	70.1	4.6
452	35.291	81.494	6623	71.4	4.7
453	35.291	81.494	6623	72.7	4.7
454	35.291	81.494	6623	74.7	4.7
455	35.291	81.494	6622	76.6	4.7
456	35.291	81.494	6622	77.3	4.7
457	35.291	81.494	6622	78.6	4.7
458	35.291	81.493	6622	78.6	4.7
459	35.291	81.493	6621	79.3	4.7
460	35.291	81.493	6621	80.6	4.7
461	35.291	81.493	6620	81.2	4.7
462	35.291	81.493	6620	81.9	4.7
463	35.291	81.493	6620	81.2	4.7
464	35.291	81.493	6619	81.9	4.7
465	35.291	81.493	6619	83.2	4.7
466	35.292	81.493	6619	84.5	4.7
467	35.292	81.493	6619	85.2	4.7
468	35.292	81.493	6619	85.8	4.8
469	35.292	81.493	6618	86.5	4.8
470	35.292	81.493	6618	87.1	4.8
471	35.292	81.493	6618	87.8	4.8
472	35.292	81.493	6618	88.5	4.8
473	35.292	81.493	6617	88.5	4.8
474	35.292	81.493	6617	88.5	4.8
475	35.292	81.493	6618	88.5	4.8
476	35.292	81.493	6617	88.5	4.8
477	35.292	81.493	6618	89.8	4.8
478	35.292	81.493	6618	91.7	4.8
479	35.292	81.493	6618	92.4	4.8
480	35.292	81.492	6618	92.4	4.8
481	35.292	81.492	6618	91.7	4.8
482	35.292	81.492	6618	91.7	4.8
483	35.292	81.492	6618	91.7	4.8
484	35.292	81.492	6618	91.7	4.8
485	35.292	81.492	6618	93.7	4.8
486	35.292	81.492	6618	94.4	4.8
487	35.292	81.492	6618	95.0	4.8
488	35.292	81.492	6617	95.7	4.8
489	35.292	81.492	6617	95.0	4.8
490	35.292	81.492	6617	95.0	4.8
491	35.292	81.492	6617	94.4	4.8
492	35.292	81.492	6616	93.7	4.8
493	35.292	81.492	6616	93.7	4.8
494	35.292	81.491	6616	93.7	4.8
495	35.292	81.491	6615	93.7	4.8
496	35.292	81.491	6615	93.7	4.8
497	35.292	81.491	6615	93.7	4.8
498	35.292	81.491	6614	93.7	4.8
499	35.292	81.491	6614	93.7	4.8
500	35.292	81.491	6614	93.7	4.8
501	35.292	81.491	6613	94.4	4.8
502	35.292	81.491	6613	95.0	4.8
503	35.292	81.491	6612	95.0	4.8
504	35.291	81.491	6612	94.4	4.8
505	35.291	81.491	6611	94.4	4.8
506	35.291	81.491	6611	94.4	4.8
507	35.291	81.491	6610	95.0	4.8
508	35.291	81.491	6609	95.7	4.8
509	35.291	81.491	6609	96.3	4.8
510	35.291	81.490	6608	97.0	4.8
511	35.291	81.490	6608	97.0	4.8
512	35.291	81.490	6607	97.0	4.8
513	35.291	81.490	6606	97.0	4.8
514	35.291	81.490	6606	96.3	4.8
515	35.291	81.490	6605	96.3	4.8
516	35.291	81.490	6604	95.7	4.8
517	35.291	81.490	6604	95.7	4.8
518	35.291	81.490	6604	95.7	4.8
519	35.291	81.490	6603	95.7	4.8
520	35.291	81.490	6603	95.0	4.8
521	35.291	81.490	6602	95.0	4.8
522	35.291	81.490	6602	95.0	4.8
523	35.291	81.490	6601	95.0	4.8
524	35.291	81.490	6600	94.4	4.8
525	35.291	81.489	6599	94.4	4.8
526	35.291	81.489	6598	93.7	4.8
527	35.291	81.489	6598	93.7	4.8
528	35.291	81.489	6597	93.1	4.8
529	35.291	81.489	6597	93.1	4.8
530	35.290	81.489	6596	93.1	4.8
531	35.290	81.489	6595	92.4	4.8
532	35.290	81.489	6595	92.4	4.8
533	35.290	81.489	6594	92.4	4.8
534	35.290	81.489	6593	92.4	4.8
535	35.290	81.489	6593	92.4	4.8
536	35.290	81.489	6592	93.1	4.8
537	35.290	81.489	6591	93.1	4.8
538	35.290	81.489	6591	93.1	4.8
539	35.290	81.489	6590	92.4	4.8
540	35.290	81.488	6589	92.4	4.8
541	35.290	81.488	6588	91.7	4.8
542	35.290	81.488	6587	91.7	4.8
543	35.290	81.488	6586	91.1	4.8
544	35.290	81.488	6585	91.1	4.8
545	35.290	81.488	6584	91.1	4.8
546	35.290	81.488	6583	90.4	4.8
547	35.290	81.488	6583	89.8	4.8
548	35.290	81.488	6584	91.1	4.8
549	35.290	81.488	6583	88.5	4.8
550	35.290	81.488	6583	89.8	4.8
551	35.289	81.488	6583	88.5	4.8
552	35.289	81.488	6584	86.5	4.8
553	35.289	81.488	6583	86.5	4.8
554	35.289	81.488	6584	85.8	4.8
555	35.289	81.488	6584	85.8	4.8
556	35.289	81.488	6585	84.5	4.7
557	35.289	81.488	6585	84.5	4.7
558	35.289	81.488	6585	83.9	4.7
559	35.289	81.489	6586	83.9	4.7
560	35.289	81.489	6587	83.9	4.7
561	35.289	81.489	6587	83.2	4.7
562	35.289	81.489	6588	83.2	4.7
563	35.289	81.489	6588	83.2	4.7
564	35.289	81.489	6590	82.5	4.7
565	35.289	81.489	6591	82.5	4.7
566	35.289	81.489	6592	83.2	4.7
567	35.290	81.489	6592	83.2	4.7
568	35.290	81.489	6593	83.9	4.7
569	35.290	81.489	6593	83.9	4.7
570	35.290	81.489	6594	83.9	4.7
571	35.290	81.489	6596	83.9	4.7
572	35.290	81.490	6596	84.5	4.7
573	35.290	81.490	6597	85.2	4.7
574	35.290	81.490	6598	85.8	4.8
575	35.290	81.490	6599	85.8	4.8
576	35.290	81.490	6600	85.8	4.8
577	35.290	81.490	6601	85.8	4.8
578	35.290	81.490	6601	85.8	4.8
579	35.290	81.490	6602	85.2	4.7
580	35.290	81.490	6602	85.2	4.7
581	35.290	81.490	6602	85.2	4.7
582	35.290	81.490	6603	85.2	4.7
583	35.290	81.490	6603	85.2	4.7
584	35.290	81.490	6605	85.8	4.8
585	35.290	81.491	6606	85.8	4.8
586	35.290	81.491	6606	85.8	4.8
587	35.290	81.491	6606	85.8	4.8
588	35.290	81.490	6604	85.2	4.7
589	35.290	81.491	6607	85.8	4.8
590	35.290	81.491	6608	85.8	4.8
591	35.290	81.491	6609	85.8	4.8
592	35.290	81.491	6609	85.8	4.8
593	35.291	81.491	6610	86.5	4.8
594	35.291	81.491	6611	86.5	4.8
595	35.291	81.491	6611	86.5	4.8
596	35.291	81.491	6612	87.1	4.8
597	35.291	81.491	6613	87.8	4.8
598	35.291	81.492	6613	89.1	4.8
599	35.291	81.492	6614	89.1	4.8
600	35.291	81.492	6614	87.8	4.8
601	35.291	81.492	6615	87.8	4.8
602	35.291	81.492	6616	89.1	4.8
603	35.291	81.492	6616	89.8	4.8
604	35.291	81.492	6617	89.8	4.8
605	35.291	81.492	6618	89.8	4.8
606	35.291	81.492	6618	89.1	4.8
607	35.291	81.492	6618	88.5	4.8
608	35.291	81.493	6618	87.1	4.8
609	35.291	81.493	6619	85.2	4.7
610	35.291	81.493	6619	85.8	4.8
611	35.291	81.493	6619	83.9	4.7
612	35.291	81.493	6619	84.5	4.7
613	35.291	81.493	6619	84.5	4.7
614	35.292	81.493	6619	83.9	4.7
615	35.292	81.493	6619	83.2	4.7
616	35.292	81.493	6618	81.9	4.7
617	35.292	81.493	6618	81.9	4.7
618	35.292	81.493	6618	81.9	4.7
619	35.292	81.493	6617	80.6	4.7
620	35.292	81.493	6617	81.9	4.7
621	35.292	81.493	6617	80.6	4.7
622	35.292	81.494	6616	79.9	4.7
623	35.292	81.494	6616	79.3	4.7
624	35.292	81.494	6616	79.3	4.7
625	35.292	81.494	6615	79.3	4.7
626	35.292	81.494	6615	79.9	4.7
627	35.292	81.494	6615	76.0	4.7
628	35.292	81.494	6615	76.0	4.7
629	35.292	81.494	6615	76.0	4.7
630	35.292	81.494	6615	75.3	4.7
631	35.292	81.494	6614	75.3	4.7
632	35.292	81.494	6615	74.7	4.7
633	35.292	81.494	6615	74.7	4.7
634	35.292	81.494	6616	74.0	4.7
635	35.292	81.494	6617	73.4	4.7
636	35.292	81.494	6618	72.7	4.7
637	35.291	81.494	6619	72.7	4.7
638	35.291	81.494	6619	72.7	4.7
639	35.291	81.494	6619	72.7	4.7
640	35.291	81.494	6619	72.7	4.7
641	35.291	81.494	6619	72.7	4.7
642	35.291	81.494	6619	72.7	4.7
643	35.291	81.494	6619	72.7	4.7
644	35.291	81.494	6619	72.7	4.7
645	35.291	81.494	6619	73.4	4.7
646	35.291	81.494	6620	73.4	4.7
647	35.291	81.494	6620	74.0	4.7
648	35.291	81.494	6621	74.0	4.7
649	35.291	81.494	6622	72.0	4.7
650	35.291	81.494	6622	70.7	4.6
651	35.291	81.494	6622	70.1	4.6
652	35.291	81.494	6623	69.4	4.6
653	35.291	81.494	6623	68.1	4.6
654	35.291	81.494	6624	66.8	4.6
655	35.291	81.494	6624	66.8	4.6
656	35.290	81.494	6624	66.1	4.6
657	35.290	81.494	6625	66.1	4.6
658	35.290	81.494	6625	65.5	4.6
659	35.290	81.494	6625	65.5	4.6
660	35.290	81.494	6625	65.5	4.6
661	35.290	81.494	6625	65.5	4.6
662	35.290	81.494	6625	65.5	4.6
663	35.290	81.494	6625	65.5	4.6
664	35.290	81.494	6625	65.5	4.6
665	35.290	81.494	6625	65.5	4.6
666	35.290	81.494	6625	64.8	4.6
667	35.290	81.494	6625	64.2	4.6
668	35.290	81.494	6626	62.8	4.6
669	35.290	81.494	6626	61.5	4.6
670	35.290	81.494	6627	60.9	4.6
671	35.290	81.494	6627	59.6	4.6
672	35.290	81.494	6628	58.3	4.6
673	35.290	81.494	6628	56.9	4.6
674	35.290	81.494	6628	55.6	4.6
675	35.290	81.494	6628	54.3	4.6
676	35.290	81.494	6629	53.0	4.6
677	35.290	81.495	6629	52.3	4.6
678	35.290	81.495	6629	52.3	4.6
679	35.290	81.495	6630	50.4	4.5
680	35.289	81.495	6630	49.7	4.5
681	35.289	81.495	6630	49.1	4.5
682	35.289	81.495	6630	49.1	4.5
683	35.289	81.495	6630	49.1	4.5
684	35.289	81.495	6630	49.7	4.5
685	35.289	81.495	6630	50.4	4.5
686	35.289	81.495	6629	51.7	4.5
687	35.289	81.495	6629	52.3	4.6
688	35.289	81.495	6629	53.0	4.6
689	35.289	81.495	6629	53.0	4.6
690	35.289	81.495	6629	54.3	4.6
691	35.289	81.495	6628	55.0	4.6
692	35.289	81.496	6628	54.3	4.6
693	35.289	81.496	6627	53.7	4.6
694	35.289	81.496	6627	52.3	4.6
695	35.289	81.496	6627	51.7	4.5
696	35.288	81.496	6627	51.7	4.5
697	35.288	81.496	6626	51.7	4.5
698	35.288	81.496	6625	51.7	4.5
699	35.288	81.496	6625	51.7	4.5
700	35.288	81.496	6624	50.4	4.5
701	35.288	81.496	6624	51.0	4.5
702	35.288	81.496	6623	51.7	4.5
703	35.288	81.496	6622	53.0	4.6
704	35.288	81.496	6622	54.3	4.6
705	35.288	81.496	6621	55.6	4.6
706	35.288	81.496	6620	56.9	4.6
707	35.288	81.496	6619	58.9	4.6
708	35.288	81.496	6618	59.6	4.6
709	35.287	81.497	6616	61.5	4.6
710	35.287	81.497	6616	62.8	4.6
711	35.287	81.497	6615	64.2	4.6
712	35.287	81.497	6615	66.1	4.6
713	35.287	81.497	6615	66.8	4.6
714	35.287	81.497	6614	68.1	4.6
715	35.287	81.497	6614	70.1	4.6
716	35.287	81.497	6614	73.4	4.7
717	35.287	81.497	6613	74.0	4.7
718	35.287	81.497	6612	71.4	4.7
719	35.287	81.497	6613	72.0	4.7
720	35.287	81.497	6613	73.4	4.7
721	35.287	81.497	6612	70.7	4.6
722	35.287	81.497	6611	70.1	4.6
723	35.287	81.497	6611	68.1	4.6
724	35.287	81.497	6611	68.1	4.6
725	35.286	81.497	6610	66.8	4.6
726	35.286	81.497	6610	66.8	4.6
727	35.286	81.498	6609	66.1	4.6
728	35.286	81.498	6609	66.1	4.6
729	35.286	81.498	6608	65.5	4.6
730	35.286	81.498	6606	63.5	4.6
731	35.286	81.498	6605	61.5	4.6
732	35.286	81.498	6604	58.9	4.6
733	35.286	81.498	6603	58.3	4.6
734	35.286	81.498	6601	58.3	4.6
735	35.286	81.498	6600	57.6	4.6
736	35.286	81.498	6599	56.9	4.6
737	35.286	81.498	6599	55.6	4.6
738	35.286	81.498	6599	55.0	4.6
739	35.286	81.498	6599	54.3	4.6
740	35.286	81.498	6600	55.0	4.6
741	35.286	81.498	6600	54.3	4.6
742	35.286	81.498	6600	54.3	4.6
743	35.286	81.498	6600	50.4	4.5
744	35.286	81.499	6600	48.4	4.5
745	35.286	81.499	6600	43.8	4.5
746	35.286	81.499	6599	43.8	4.5
747	35.286	81.499	6600	41.8	4.5
748	35.286	81.499	6600	41.8	4.5
749	35.286	81.499	6601	41.8	4.5
750	35.286	81.499	6602	44.5	4.5
751	35.286	81.499	6603	47.1	4.5
752	35.286	81.499	6604	47.1	4.5
753	35.286	81.499	6604	47.1	4.5
754	35.286	81.499	6605	47.1	4.5
755	35.286	81.499	6606	51.7	4.5
756	35.286	81.499	6607	53.7	4.6
757	35.287	81.499	6607	57.6	4.6
758	35.287	81.499	6608	59.6	4.6
759	35.287	81.498	6609	59.6	4.6
760	35.287	81.498	6609	61.5	4.6
761	35.287	81.498	6610	63.5	4.6
762	35.287	81.498	6612	63.5	4.6
763	35.287	81.498	6612	62.8	4.6
764	35.287	81.498	6613	62.2	4.6
765	35.287	81.498	6614	62.8	4.6
766	35.287	81.498	6614	59.6	4.6
767	35.287	81.498	6616	56.9	4.6
768	35.288	81.498	6617	55.6	4.6
769	35.288	81.498	6617	55.6	4.6
770	35.288	81.497	6618	53.7	4.6
771	35.288	81.497	6619	53.0	4.6
772	35.288	81.497	6620	50.4	4.5
773	35.288	81.497	6621	49.7	4.5
774	35.288	81.497	6622	47.7	4.5
775	35.288	81.497	6623	47.1	4.5
776	35.288	81.497	6624	47.1	4.5
777	35.289	81.497	6628	47.7	4.5
778	35.288	81.497	6626	49.1	4.5
779	35.288	81.497	6626	49.1	4.5
780	35.289	81.497	6627	48.4	4.5
781	35.289	81.497	6628	47.7	4.5
782	35.289	81.497	6628	47.7	4.5
783	35.289	81.497	6629	46.4	4.5
784	35.289	81.497	6629	45.8	4.5
785	35.289	81.496	6629	46.4	4.5
786	35.289	81.496	6630	47.1	4.5
787	35.289	81.496	6630	47.7	4.5
788	35.289	81.496	6631	48.4	4.5
789	35.289	81.496	6631	47.7	4.5
790	35.289	81.496	6631	47.1	4.5
791	35.289	81.496	6631	45.1	4.5
792	35.290	81.496	6631	44.5	4.5
793	35.290	81.496	6631	44.5	4.5
794	35.290	81.496	6630	45.1	4.5
795	35.290	81.496	6629	45.1	4.5
796	35.290	81.497	6629	45.1	4.5
797	35.290	81.497	6628	46.4	4.5
798	35.290	81.497	6626	46.4	4.5
799	35.290	81.497	6626	45.8	4.5
800	35.290	81.497	6625	45.8	4.5
801	35.290	81.497	6624	45.1	4.5
802	35.290	81.497	6623	44.5	4.5
803	35.290	81.497	6623	44.5	4.5
804	35.290	81.497	6623	43.8	4.5
805	35.290	81.497	6623	45.1	4.5
806	35.290	81.497	6623	45.1	4.5
807	35.290	81.497	6623	44.5	4.5
808	35.290	81.497	6623	44.5	4.5
809	35.290	81.497	6623	43.8	4.5
810	35.290	81.497	6624	43.1	4.5
811	35.290	81.497	6623	42.5	4.5
812	35.290	81.497	6622	43.1	4.5
813	35.290	81.497	6623	43.1	4.5
814	35.290	81.497	6623	42.5	4.5
815	35.290	81.497	6624	43.1	4.5
816	35.290	81.497	6624	43.1	4.5
817	35.290	81.497	6624	43.1	4.5
818	35.290	81.497	6625	43.8	4.5
819	35.290	81.497	6625	44.5	4.5
820	35.290	81.497	6625	44.5	4.5
821	35.290	81.497	6626	45.1	4.5
822	35.290	81.497	6627	45.1	4.5
823	35.290	81.497	6627	45.1	4.5
824	35.290	81.497	6627	45.1	4.5
825	35.290	81.497	6627	44.5	4.5
826	35.290	81.497	6628	44.5	4.5
827	35.289	81.497	6628	44.5	4.5
828	35.289	81.497	6629	44.5	4.5
829	35.289	81.497	6629	45.1	4.5
830	35.289	81.497	6630	45.8	4.5
831	35.289	81.497	6630	47.1	4.5
832	35.289	81.497	6630	46.4	4.5
833	35.289	81.497	6630	47.1	4.5
834	35.289	81.497	6630	47.1	4.5
835	35.289	81.497	6630	47.7	4.5
836	35.289	81.496	6630	48.4	4.5
837	35.289	81.496	6630	49.1	4.5
838	35.289	81.496	6629	49.1	4.5
839	35.289	81.496	6629	49.7	4.5
840	35.289	81.496	6629	51.0	4.5
841	35.289	81.496	6629	51.0	4.5
842	35.289	81.496	6627	51.0	4.5
843	35.288	81.496	6627	51.0	4.5
844	35.288	81.496	6627	51.0	4.5
845	35.288	81.496	6626	51.7	4.5
846	35.288	81.496	6625	53.0	4.6
847	35.288	81.496	6625	53.7	4.6
848	35.288	81.496	6624	55.0	4.6
849	35.288	81.496	6622	55.6	4.6
850	35.288	81.496	6621	55.6	4.6
851	35.288	81.496	6621	55.6	4.6
852	35.288	81.496	6620	56.3	4.6
853	35.288	81.496	6619	56.9	4.6
854	35.288	81.496	6618	57.6	4.6
855	35.288	81.496	6617	59.6	4.6
856	35.288	81.496	6617	60.2	4.6
857	35.288	81.496	6616	62.2	4.6
858	35.288	81.496	6615	62.2	4.6
859	35.288	81.496	6615	63.5	4.6
860	35.287	81.496	6614	68.1	4.6
861	35.287	81.496	6614	68.8	4.6
862	35.287	81.495	6613	72.0	4.7
863	35.287	81.495	6612	75.3	4.7
864	35.287	81.495	6611	79.3	4.7
865	35.287	81.495	6610	83.9	4.7
866	35.287	81.495	6610	85.8	4.8
867	35.287	81.495	6609	87.1	4.8
868	35.287	81.495	6609	89.8	4.8
869	35.287	81.495	6608	89.8	4.8
870	35.287	81.495	6608	89.1	4.8
