% Antarctica 2K 2017 isotope anomalies
Units
% weighting method : based on the correlation between site T and regional T from NB2014 forced by ERA-Interim
% smoothing : 10-year binned averages
% col 1 : time, in year AD
% col 2 : East Antarctic Plateau
% col 3 : Wilkes Land Coast
% col 4 : Weddell Sea Coast
% col 5 : Antarctic Peninsula
% col 6 : West Antarctic Ice Sheet
% col 7 : Victoria Land Coast
% col 8 : Dronning Maud Land Coast
% col 9 : West Antarctica: WAIS+Peninsula
% col 10 : East Antarctica
% col 11 : whole Antarctica


Time (year AD)	1. East Antarctic Plateau	2. Wilkes Land Coast	3. Weddell Sea Coast	4. Antarctic Peninsula	5. West Antarctic Ice Sheet	6. Victoria Land Coast	7. Dronning Maud Land Coast	West Antarctica	East Antarctica	All Antarctica
1275	-0.3818	-0.2265	1.0516	0.4728	-0.148	1.6747	      NaN	0.0146	-0.2775	-0.1884
1285	-0.7239	-0.0909	0.4216	-0.7527	0.2263	-0.1813	      NaN	-0.2548	-0.3885	-0.1914
1295	-0.155	-0.0696	0.4496	0.2528	-0.4461	-3.0779	      NaN	-0.3218	-0.0583	-0.1253
1305	-0.2163	0.3554	0.2296	-0.4889	0.5904	-2.2303	      NaN	0.1986	-0.1069	0.0289
1315	0.4207	0.4176	0.0866	0.1775	0.4299	-1.6743	      NaN	0.2328	0.2896	0.3677
1325	-0.1399	0.4673	0.0846	0.0833	-0.1883	-2.4525	      NaN	-0.1396	0.0767	-0.075
1335	-0.9402	0.3664	-1.1714	-0.0703	0.2916	-2.7324	      NaN	0.0906	-0.6507	-0.4075
1345	0.1524	0.67	0.9956	0.3091	-0.0272	-1.3207	      NaN	-0.1067	0.1155	0.0371
1355	0.0349	0.4242	0.4076	-0.2057	0.2901	-0.7897	      NaN	0.1997	-0.0456	-0.0275
1365	0.2285	0.1566	0.4286	-0.467	0.3189	-1.9183	      NaN	0.021	0.0915	0.1177
1375	0.0199	0.1865	0.2326	-0.7589	0.0505	0.1256	      NaN	-0.2084	0.0372	-0.1085
1385	0.6255	0.4828	1.3986	-0.9056	-0.2761	-1.3093	      NaN	-0.457	0.4725	0.2271
1395	-0.102	0.4387	1.2666	-0.1673	-0.1447	-1.1184	      NaN	-0.3092	0.0046	-0.1836
1405	-0.1701	0.5316	0.6756	0.3294	0.9233	-0.7094	      NaN	0.5918	-0.1934	0.0512
1415	-0.8549	0.5285	0.1606	-0.4398	0.0461	0.1097	      NaN	-0.109	-0.7271	-0.5105
1425	-0.6019	-0.0005	1.3556	-1.3072	0.241	-1.4949	      NaN	-0.1697	-0.4194	-0.267
1435	-0.784	0.4233	0.4986	-0.6248	0.1794	-0.6065	      NaN	-0.0761	-0.3978	-0.2428
1445	-0.2801	-0.011	-0.0064	0.1212	0.1749	1.3226	      NaN	0.1123	-0.2647	-0.1798
1455	-0.6301	0.2178	0.0006	-0.8767	-0.708	-1.2828	      NaN	-0.7472	-0.4646	-0.6263
1465	0.195	0.2826	0.3306	0.6809	-0.1066	-1.8167	      NaN	-0.0916	-0.0232	-0.0128
1475	-0.8613	0.5344	0.4126	0.0882	-0.0531	0.5057	      NaN	-0.0452	-0.7438	-0.566
1485	-0.3142	0.019	-0.9944	-0.3425	0.5641	0.0158	      NaN	0.4474	-0.5751	-0.286
