Figure 
% Antarctica 2K 2017 isotope anomalies
Units
% weighting method : based on the correlation between site T and regional T from ECHAM5 nudged by ERA-Interim
% smoothing : 10-year binned averages
% col 1 : time, in year AD
% col 2 : East Antarctic Plateau
% col 3 : Wilkes Land Coast
% col 4 : Weddell Sea Coast
% col 5 : Antarctic Peninsula
% col 6 : West Antarctic Ice Sheet
% col 7 : Victoria Land Coast
% col 8 : Dronning Maud Land Coast
% col 9 : West Antarctica : WAIS+Peninsula
% col 10 : East Antarctica
% col 11 : whole Antarctica


Time (year AD)	1. East Antarctic Plateau	2. Wilkes Land Coast	3. Weddell Sea Coast	4. Antarctic Peninsula	5. West Antarctic Ice Sheet	6. Victoria Land Coast	7. Dronning Maud Land Coast	West Antarctica	East Antarctica	All Antarctica
1735	-0.3111	0.1388	0.9316	0.2997	-0.1714	-0.1895	-1.3032	0.0659	-0.256	0.1098
1745	-0.2449	0.038	-0.1504	-0.1565	-0.7836	-0.3896	-0.8515	-0.7207	-0.3062	-0.2407
1755	0.0749	0.0771	0.5776	0.0028	-0.3669	-2.1385	0.6089	-0.4187	0.0732	0.0614
1765	-0.2706	-0.1337	-0.0104	0.1276	-0.1035	-1.1334	-1.6984	-0.1554	-0.2433	-0.312
1775	-0.4463	-0.1873	0.1856	0.0486	-0.5093	-1.3302	0.6067	-0.4785	-0.3158	-0.3224
1785	-0.572	-0.4267	-0.8124	0.0029	-0.4029	-0.2895	-0.8469	-0.5197	-0.5423	-0.1639
1795	-0.6567	-0.1773	0.3496	0.0886	-0.0882	-0.2484	1.6461	-0.0745	-0.2234	0.0026
1805	-0.4481	-0.5682	0.7006	-0.3329	-0.2719	-1.0583	0.5567	-0.4184	-0.2862	-0.3884
1815	-0.2719	-0.2022	1.0656	-0.0019	0.3797	-0.5658	-0.9452	0.5662	0.0637	0.2332
1825	-0.2371	0.134	-0.4924	-0.2475	0.5848	-0.9604	-1.0574	0.6808	-0.267	0.0613
1835	-0.1906	0.1561	0.2456	0.6157	1.3183	-0.9442	-0.1686	1.644	-0.1023	0.5409
1845	-0.2428	-0.3558	0.1106	-0.5769	0.1107	-0.7458	0.2573	0.3122	-0.1049	-0.0925
1855	-0.3582	0.289	-0.6454	-0.4449	0.8591	-0.9761	-0.4288	0.9617	-0.1607	0.2709
1865	-0.1102	0.5897	-1.3294	-0.5004	0.3015	0.1545	0.2372	0.6553	-0.0646	-0.0397
1875	-0.1068	-0.0013	-0.9974	0.0753	0.0725	-0.8368	-1.3605	0.3147	-0.3663	-0.0782
1885	0.1534	-0.3521	0.2596	-0.1611	0.3671	-0.05	-0.6106	0.539	0.0707	0.3327
1895	0.5718	-0.3888	-0.1834	-0.0875	0.3169	-0.4704	-0.8295	0.3135	0.2027	0.1166
1905	0.1922	-0.372	0.1576	-0.2492	0.0941	-0.3178	0.3559	0.0302	-0.0369	0.0634
1915	-0.0559	-0.4506	0.9196	-0.2285	-0.0509	-0.209	0.224	0.1603	0.0917	-0.0474
1925	0.3526	0.0759	-0.4374	-0.2189	-0.2342	-0.1233	0.1656	0.0858	0.3814	-0.2779
1935	0.0922	-0.4659	-0.2574	0.0047	0.1277	0.3264	-1.1013	0.5418	-0.1518	0.1706
1945	0.4083	0.1577	0.4816	0.0809	-0.1985	0.1399	-0.6501	-0.4152	0.2494	0.077
1955	-0.1952	0.1579	-0.2774	-0.1952	-0.0584	0.0135	0.13	-0.1769	-0.1072	-0.1664
1965	-0.2396	0.1455	-0.5934	-0.1982	-0.0375	0.2668	0.4562	-0.3739	-0.2492	-0.0446
1975	-0.286	-0.0192	-0.6854	0.5726	0.1017	-0.0798	0.1545	-0.1591	-0.2641	-0.0827
1985	-0.1294	0.7707	0.6926	0.4318	0.2559	-0.0068	0.4245	0.381	0.093	0.2886
1995	0.4493	-0.1644	      NaN	0.4042	0.0162	0.1118	0.8479	0.0545	0.6981	0.1292
2005	0.5174	      NaN	      NaN	0.8407	0.794	-0.7896	1.1064	0.593	0.1398	0.7074
