1. Site information for each site of the PAGES Antarctica2k database																																																																																																																	
																																																																																																																	
	1964.00	-0.51	-0.55	-0.24	-0.44	-0.50	-0.56	-0.48	-0.38	-0.27	-0.48	-0.50	-0.48	-0.47	-0.38	-0.38	-0.40	-0.46	-0.37	-0.21	-0.34	-0.48	-0.48	-0.48	-0.50	-0.50	-0.47	-0.49	-0.47	-0.34	-0.34	-0.30	-0.47	-0.41	-0.41	-0.01	-0.44	-0.16	-0.21	0.01	-0.51	-0.50	-0.95	-0.83	-0.74	-0.75	-0.61	-1.00	-0.93	-0.27	0.12	-0.17	-0.10	-0.60	0.07	0.06	0.08	0.16	0.16	0.23	0.11	0.11	0.06	0.28	0.34	0.35	0.12	0.19	0.11	0.14	0.12	0.19	0.10	0.31	-0.14	-0.35	-0.41	-0.14	-0.25	-0.79	-0.62	-0.90	-1.08	-1.08	-1.05	-0.95	-1.08	-0.95	-1.08	-0.95	-0.43	-0.44	-0.44	-0.44	-0.44	-0.44	-0.44	-0.41	-0.56	-0.56	-0.56	-0.55	-0.48	-0.48	-0.48	-0.56	-0.63	-0.51	-0.70	-0.58	-0.88	-0.37	-1.46
	1965.00	-0.60	-0.90	0.27	0.09	-0.36	-0.48	-0.54	0.21	0.23	-0.07	-0.36	-0.07	-0.28	0.21	-0.10	-0.26	-0.46	0.30	0.35	0.11	-0.07	-0.07	-0.07	-0.21	-0.36	-0.28	-0.21	-0.12	0.11	0.24	0.26	-0.12	-0.46	-0.46	-0.07	-0.36	0.13	0.08	-0.30	-0.17	-0.48	-0.10	-0.56	-0.68	0.04	-0.26	0.15	0.07	-0.18	-0.83	-0.93	-0.86	-1.43	-0.19	-0.16	-0.01	0.28	0.28	0.41	0.22	0.22	0.18	0.46	0.59	0.62	0.05	0.23	-0.08	-0.05	-0.01	0.23	0.09	0.92	0.02	0.22	0.28	0.02	0.02	-0.78	-0.72	-0.36	-0.61	-0.53	-0.64	-0.65	-0.53	-0.65	-0.53	-0.65	1.37	1.22	0.52	0.52	0.52	0.52	0.52	0.30	0.14	0.14	0.14	0.05	0.04	0.04	0.04	0.14	0.02	0.35	-0.57	-0.44	-0.71	0.30	0.42
	1966.00	-0.23	-0.43	0.08	0.15	0.26	0.21	0.25	0.12	0.07	0.19	0.26	0.19	0.22	0.12	0.13	0.16	0.21	0.04	0.03	0.09	0.19	0.19	0.19	0.24	0.26	0.22	0.23	0.21	0.09	0.09	0.04	0.21	0.47	0.47	0.08	0.55	0.12	0.09	0.00	0.22	0.26	0.29	-0.15	-0.26	0.16	0.59	0.31	0.36	-0.44	-0.46	-1.03	-0.46	-0.71	-0.20	-0.24	0.01	-0.11	-0.11	-0.07	-0.11	-0.11	-0.15	-0.01	0.13	0.09	-0.06	0.00	-0.11	-0.07	-0.02	0.00	0.13	0.83	0.25	0.12	0.51	0.06	-0.07	0.36	0.31	0.31	0.65	0.56	0.45	0.41	0.56	0.41	0.56	0.41	-0.31	0.00	0.08	0.08	0.08	0.08	0.08	0.04	0.08	0.08	0.08	0.32	0.27	0.27	0.27	0.08	0.18	0.30	0.27	0.21	0.37	0.04	-0.01
	1967.00	0.04	-0.55	-0.44	-0.58	-0.69	-0.61	-0.73	-0.47	-0.46	-0.69	-0.69	-0.69	-0.68	-0.47	-0.63	-0.66	-0.72	-0.26	-0.39	-0.56	-0.69	-0.69	-0.69	-0.74	-0.69	-0.68	-0.69	-0.69	-0.56	-0.40	-0.34	-0.69	-0.33	-0.33	-0.44	-0.61	0.20	0.13	-0.36	-0.72	-0.68	-0.12	-0.43	-0.38	-0.34	0.17	-0.15	-0.14	-0.40	-0.26	-0.17	-0.27	0.05	-1.16	-1.31	-1.32	-1.44	-1.44	-1.70	-1.37	-1.37	-1.41	-1.56	-1.40	-1.48	-1.14	-1.31	-0.98	-0.98	-0.95	-1.31	-1.12	-1.66	-0.40	-0.77	-1.27	-0.55	-0.52	-0.69	-0.65	-0.62	-1.26	-1.10	-0.93	-0.80	-1.10	-0.80	-1.10	-0.80	0.73	0.34	-0.06	-0.06	-0.06	-0.06	-0.06	-0.21	-0.07	-0.07	-0.07	-0.37	-0.34	-0.34	-0.34	-0.07	-0.25	-0.13	-0.64	-0.59	-0.74	-0.26	-0.39
	1968.00	-1.11	-0.54	0.49	0.44	0.05	0.08	-0.05	0.52	0.49	0.31	0.05	0.31	0.06	0.52	0.23	0.06	-0.03	0.87	0.58	0.42	0.31	0.31	0.31	0.18	0.05	0.06	0.11	0.21	0.42	0.59	0.71	0.21	0.27	0.27	-0.09	-0.41	-0.81	-0.88	0.17	0.27	0.04	-1.13	-0.69	-0.54	-0.51	-1.91	-1.08	-1.11	0.88	-1.06	-1.42	-0.94	-1.16	-1.05	-1.13	-0.99	-0.85	-0.85	-0.95	-0.84	-0.84	-0.88	-0.99	-0.84	-0.83	-0.80	-0.84	-0.78	-0.79	-0.76	-0.84	-0.81	-0.75	-0.76	-0.84	-0.89	-0.66	-0.77	-0.19	-0.11	-0.02	0.14	0.05	-0.22	-0.29	0.05	-0.29	0.05	-0.29	2.19	2.29	1.49	1.49	1.49	1.49	1.49	1.02	0.40	0.40	0.40	0.73	0.79	0.79	0.79	0.40	0.33	1.07	0.00	0.08	-0.13	0.87	1.76
	1969.00	-0.35	0.31	-0.13	-0.20	-0.39	-0.41	-0.47	-0.15	-0.16	-0.29	-0.39	-0.29	-0.35	-0.15	-0.31	-0.35	-0.43	-0.14	-0.10	-0.21	-0.29	-0.29	-0.29	-0.35	-0.39	-0.35	-0.34	-0.31	-0.21	-0.13	-0.13	-0.31	-0.25	-0.25	-0.17	-0.26	-0.49	-0.48	-0.24	-0.32	-0.45	0.11	0.24	0.20	0.48	-0.95	0.31	0.18	-0.15	0.37	0.46	0.36	0.47	0.33	0.39	0.29	0.82	0.82	0.94	0.73	0.73	0.66	0.78	0.74	0.82	0.50	0.65	0.28	0.22	0.15	0.65	0.32	0.54	-0.30	0.52	0.83	-0.06	0.12	-0.63	-0.55	-0.63	-0.95	-0.93	-0.76	-0.77	-0.93	-0.77	-0.93	-0.77	-0.63	-0.59	-0.31	-0.31	-0.31	-0.31	-0.31	-0.20	-0.50	-0.50	-0.50	-0.45	-0.28	-0.28	-0.28	-0.50	-0.60	-0.53	-0.46	-0.37	-0.59	-0.14	0.84
	1970.00	0.68	0.75	0.06	-0.17	-0.35	-0.31	-0.34	-0.05	0.03	-0.33	-0.35	-0.33	-0.33	-0.05	-0.26	-0.24	-0.28	0.02	0.09	-0.10	-0.33	-0.33	-0.33	-0.41	-0.35	-0.33	-0.39	-0.36	-0.10	-0.01	0.01	-0.36	0.04	0.04	0.19	0.10	0.32	0.38	0.30	-0.37	-0.38	0.84	0.90	0.79	0.67	0.64	0.76	0.79	0.19	0.90	0.73	0.79	1.43	0.02	-0.03	-0.01	-0.65	-0.65	-0.75	-0.53	-0.53	-0.38	-0.72	-0.78	-0.82	-0.29	-0.61	0.02	0.07	0.15	-0.61	-0.31	-0.69	0.19	0.61	0.65	0.12	0.57	-0.52	-0.45	-0.26	-0.48	-0.44	-0.58	-0.67	-0.44	-0.67	-0.44	-0.67	-0.28	-0.22	-0.04	-0.04	-0.04	-0.04	-0.04	0.02	-0.12	-0.12	-0.12	-0.02	0.04	0.04	0.04	-0.12	-0.16	-0.01	-0.33	-0.28	-0.50	0.02	-0.41
	1971.00	0.46	0.39	-0.34	-0.10	0.19	0.06	0.19	-0.17	-0.31	-0.04	0.19	-0.04	0.16	-0.17	-0.17	0.05	0.18	-0.38	-0.41	-0.23	-0.04	-0.04	-0.04	0.04	0.19	0.16	0.05	-0.01	-0.23	-0.24	-0.36	-0.01	0.32	0.32	0.60	0.43	0.72	0.77	0.60	0.00	0.09	-0.03	0.03	0.25	0.06	0.17	0.00	-0.01	-0.70	0.59	-0.18	0.50	1.11	0.86	0.61	0.64	1.06	1.06	1.19	1.02	1.02	1.02	1.18	1.21	1.25	0.88	0.95	0.67	0.65	0.59	0.95	0.90	1.93	0.52	0.95	1.40	0.65	0.72	0.01	-0.03	0.06	0.27	0.19	0.15	0.14	0.19	0.14	0.19	0.14	-0.93	-0.99	-0.56	-0.56	-0.56	-0.56	-0.56	-0.47	-0.06	-0.06	-0.06	-0.14	-0.21	-0.21	-0.21	-0.06	0.00	-0.28	0.08	0.07	0.13	-0.38	0.48
	1972.00	0.18	0.28	-0.31	-0.12	0.09	0.05	0.12	-0.15	-0.28	-0.08	0.09	-0.08	0.05	-0.15	-0.16	-0.06	0.07	-0.31	-0.41	-0.21	-0.08	-0.08	-0.08	-0.04	0.09	0.05	-0.01	-0.06	-0.21	-0.20	-0.29	-0.06	0.00	0.00	0.05	0.18	0.33	0.34	-0.13	-0.07	0.08	0.62	0.27	0.30	0.22	0.62	0.70	0.66	-0.31	-0.11	-0.94	-0.14	0.04	0.27	0.21	0.29	0.46	0.46	0.48	0.46	0.46	0.45	0.43	0.40	0.39	0.42	0.41	0.30	0.29	0.30	0.41	0.36	0.47	0.07	0.32	0.69	0.24	0.07	0.16	0.13	-0.12	-0.23	-0.19	0.09	0.17	-0.19	0.17	-0.19	0.17	-0.89	-0.82	-0.55	-0.55	-0.55	-0.55	-0.55	-0.39	-0.34	-0.34	-0.34	-0.39	-0.31	-0.31	-0.31	-0.34	-0.33	-0.57	0.01	0.02	0.10	-0.31	-0.54
	1973.00	0.23	-0.47	0.02	-0.04	-0.05	-0.06	0.04	-0.01	-0.02	-0.11	-0.05	-0.11	-0.03	-0.01	-0.07	-0.02	0.00	0.11	0.06	-0.04	-0.11	-0.11	-0.11	-0.13	-0.05	-0.03	-0.10	-0.11	-0.04	0.02	0.03	-0.11	0.38	0.38	0.32	0.12	0.24	0.30	0.51	-0.12	-0.05	0.52	-0.09	-0.32	0.75	0.53	0.95	0.75	0.64	0.71	0.33	0.77	1.19	0.34	0.25	0.25	-0.03	-0.03	0.00	-0.03	-0.03	-0.04	0.09	0.10	0.07	0.10	0.01	0.26	0.28	0.31	0.01	0.05	0.35	0.26	0.57	0.98	0.31	0.38	0.16	0.11	-0.03	0.01	0.00	0.14	0.22	0.00	0.22	0.00	0.22	0.51	0.41	0.18	0.18	0.18	0.18	0.18	0.13	-0.03	-0.03	-0.03	-0.07	-0.04	-0.04	-0.04	-0.03	-0.07	0.07	-0.02	-0.07	0.09	0.11	0.25
	1974.00	-0.52	-0.58	0.87	0.85	0.47	0.31	0.24	0.92	0.88	0.72	0.47	0.72	0.49	0.92	0.59	0.46	0.33	1.05	0.90	0.82	0.72	0.72	0.72	0.62	0.47	0.49	0.55	0.64	0.82	0.92	0.91	0.64	-0.22	-0.22	-0.04	-0.15	-0.10	-0.08	0.03	0.65	0.34	-0.23	-0.66	-0.55	-0.25	-0.21	-0.03	-0.11	0.56	-0.20	-0.74	-0.15	0.11	-0.39	-0.42	-0.34	-0.49	-0.49	-0.53	-0.46	-0.46	-0.42	-0.41	-0.33	-0.33	-0.43	-0.45	-0.38	-0.33	-0.26	-0.45	-0.36	0.28	-0.07	0.48	0.64	0.08	0.21	-0.06	0.00	0.43	0.72	0.67	0.16	-0.02	0.67	-0.02	0.67	-0.02	2.34	2.57	1.59	1.59	1.59	1.59	1.59	1.15	0.80	0.80	0.80	1.03	0.95	0.95	0.95	0.80	0.80	1.48	0.27	0.35	0.11	1.05	0.37
	1975.00	-0.28	0.14	0.16	-0.20	-0.79	-0.67	-0.90	0.01	0.07	-0.42	-0.79	-0.42	-0.74	0.01	-0.44	-0.66	-0.90	0.50	0.33	-0.13	-0.42	-0.42	-0.42	-0.58	-0.79	-0.74	-0.64	-0.52	-0.13	0.16	0.34	-0.52	-0.54	-0.54	-0.67	-0.43	-0.49	-0.56	-0.66	-0.47	-0.85	-0.15	-0.03	0.01	-0.11	-0.26	-0.28	-0.17	0.94	-0.65	-0.50	-0.59	-1.21	-1.28	-1.13	-1.06	-1.56	-1.56	-1.73	-1.53	-1.53	-1.61	-1.58	-1.29	-1.31	-1.39	-1.38	-1.22	-1.14	-1.07	-1.38	-1.16	-1.18	-0.67	-1.62	-2.41	-0.97	-0.89	-1.07	-0.95	-0.33	-0.51	-0.46	-0.90	-1.09	-0.46	-1.09	-0.46	-1.09	1.54	1.62	0.91	0.91	0.91	0.91	0.91	0.62	0.10	0.10	0.10	0.35	0.33	0.33	0.33	0.10	0.05	0.76	-0.67	-0.58	-0.91	0.50	0.12
	1976.00	0.29	-0.05	0.76	0.63	0.53	0.42	0.51	0.66	0.74	0.63	0.53	0.63	0.55	0.66	0.67	0.63	0.59	0.98	0.81	0.71	0.63	0.63	0.63	0.61	0.53	0.55	0.57	0.61	0.71	0.71	0.85	0.61	0.32	0.32	-0.33	0.25	0.31	0.25	-0.06	0.61	0.49	-0.13	-0.02	-0.05	-0.32	0.17	-0.34	-0.21	0.51	-0.53	-0.47	-0.62	-1.24	-0.87	-0.94	-0.85	-1.14	-1.14	-1.30	-1.09	-1.09	-1.09	-1.21	-1.11	-1.18	-0.90	-1.05	-0.72	-0.67	-0.66	-1.05	-1.00	-0.68	0.14	-0.61	-1.07	-0.18	-0.26	0.25	0.29	0.51	0.60	0.62	0.37	0.31	0.62	0.31	0.62	0.31	2.03	2.06	1.26	1.26	1.26	1.26	1.26	1.07	0.63	0.63	0.63	0.78	0.71	0.71	0.71	0.63	0.66	1.12	0.37	0.43	0.26	0.98	0.79
	1977.00	0.02	0.02	0.68	0.52	0.28	0.18	0.22	0.59	0.64	0.44	0.28	0.44	0.29	0.59	0.46	0.37	0.30	0.87	0.80	0.60	0.44	0.44	0.44	0.37	0.28	0.29	0.33	0.40	0.60	0.64	0.76	0.40	-0.10	-0.10	-0.23	-0.09	-0.06	-0.13	-0.05	0.40	0.20	-0.04	-0.15	-0.10	-0.19	-0.09	-0.15	-0.06	0.66	-1.07	-0.31	-0.94	-1.54	-1.18	-1.02	-1.07	-1.58	-1.58	-1.67	-1.51	-1.51	-1.52	-1.54	-1.38	-1.41	-1.30	-1.47	-0.99	-1.00	-0.98	-1.47	-1.26	-1.07	-0.38	-0.82	-1.49	-0.27	-0.59	0.04	0.04	0.58	0.53	0.58	0.36	0.22	0.58	0.22	0.58	0.22	1.86	1.92	1.08	1.08	1.08	1.08	1.08	0.93	0.75	0.75	0.75	0.71	0.63	0.63	0.63	0.75	0.73	1.03	0.21	0.21	0.13	0.87	-1.00
	1978.00	-0.72	-1.75	-0.23	-0.29	-0.38	-0.40	-0.43	-0.21	-0.21	-0.40	-0.38	-0.40	-0.36	-0.21	-0.39	-0.37	-0.44	-0.18	-0.18	-0.30	-0.40	-0.40	-0.40	-0.45	-0.38	-0.36	-0.40	-0.40	-0.30	-0.19	-0.19	-0.40	-0.68	-0.68	0.14	-1.06	-0.27	-0.34	0.09	-0.43	-0.39	-0.57	-1.12	-1.34	-0.64	0.16	-0.49	-0.45	-0.24	-0.27	-0.13	-0.29	-0.64	-0.36	-0.36	-0.37	-0.63	-0.63	-0.80	-0.57	-0.57	-0.53	-0.78	-0.74	-0.76	-0.40	-0.58	-0.18	-0.20	-0.23	-0.58	-0.36	-0.70	-0.60	-0.58	-0.84	-0.45	-0.54	-0.19	-0.27	-0.61	-0.68	-0.67	-0.51	-0.38	-0.67	-0.38	-0.67	-0.38	-0.23	-0.21	-0.15	-0.15	-0.15	-0.15	-0.15	-0.23	-0.36	-0.36	-0.36	-0.34	-0.26	-0.26	-0.26	-0.36	-0.44	-0.33	-0.40	-0.41	-0.32	-0.18	0.37
	1979.00	1.72	2.01	0.79	0.98	1.22	1.00	1.28	0.85	0.82	1.10	1.22	1.10	1.20	0.85	1.07	1.16	1.26	0.60	0.67	0.91	1.10	1.10	1.10	1.17	1.22	1.20	1.17	1.15	0.91	0.75	0.64	1.15	1.14	1.14	0.75	1.31	1.28	1.29	0.57	1.10	1.18	1.75	1.91	1.93	1.03	2.50	1.44	1.55	-0.35	-1.37	-2.28	-1.46	-2.36	0.60	0.41	0.82	2.18	2.18	2.71	2.00	2.00	1.89	2.65	2.76	2.82	1.54	1.96	0.94	0.88	0.80	1.96	1.49	3.51	1.14	0.93	1.23	1.21	1.03	1.04	1.01	0.73	1.32	1.12	1.07	1.10	1.12	1.10	1.12	1.10	-0.02	0.26	0.39	0.39	0.39	0.39	0.39	0.49	0.52	0.52	0.52	0.73	0.67	0.67	0.67	0.52	0.68	0.61	0.93	0.95	1.00	0.60	0.78
	1980.00	1.39	0.51	1.01	1.07	1.08	0.81	1.08	1.01	1.02	1.12	1.08	1.12	1.07	1.01	1.04	1.06	1.12	1.07	1.02	1.07	1.12	1.12	1.12	1.11	1.08	1.07	1.03	1.09	1.07	0.97	0.98	1.09	0.49	0.49	0.09	0.69	1.31	1.32	0.34	1.11	0.98	0.80	0.89	0.70	0.25	1.80	0.45	0.62	0.75	-0.77	-0.54	-0.93	-1.21	-0.51	-0.39	-0.32	-0.91	-0.91	-1.07	-0.81	-0.81	-0.75	-0.95	-0.94	-0.97	-0.72	-0.85	-0.53	-0.43	-0.28	-0.85	-0.73	-0.13	0.66	0.30	0.25	0.32	0.62	0.61	0.64	0.89	1.32	1.26	0.82	0.66	1.26	0.66	1.26	0.66	1.36	1.45	1.25	1.25	1.25	1.25	1.25	1.11	0.70	0.70	0.70	1.06	1.00	1.00	1.00	0.70	0.83	1.19	0.77	0.83	0.69	1.07	0.34
	1981.00	-0.35	-0.82	0.69	0.46	0.10	-0.04	-0.05	0.53	0.69	0.36	0.10	0.36	0.13	0.53	0.36	0.23	0.09	0.69	0.73	0.55	0.36	0.36	0.36	0.26	0.10	0.13	0.17	0.29	0.55	0.55	0.63	0.29	-0.56	-0.56	0.20	-0.79	-0.17	-0.21	0.49	0.31	-0.02	-1.26	-1.13	-0.95	-1.66	-1.13	-1.33	-1.27	0.98	-0.01	0.44	0.07	-0.39	-0.35	-0.04	-0.12	-1.04	-1.04	-1.21	-0.97	-0.97	-0.92	-1.16	-1.11	-1.17	-0.70	-0.80	-0.39	-0.32	-0.19	-0.80	-0.42	-0.72	-0.28	-0.73	-1.08	-0.42	-0.39	-0.32	-0.29	0.12	0.14	0.13	-0.21	-0.34	0.13	-0.34	0.13	-0.34	0.82	1.20	0.92	0.92	0.92	0.92	0.92	0.75	0.17	0.17	0.17	0.50	0.54	0.54	0.54	0.17	0.26	0.66	-0.13	0.00	-0.30	0.69	-0.54
	1982.00	0.20	0.40	-0.16	-0.11	-0.06	0.10	-0.13	-0.10	-0.14	-0.12	-0.06	-0.12	-0.07	-0.10	-0.12	-0.06	-0.14	-0.09	-0.20	-0.14	-0.12	-0.12	-0.12	-0.12	-0.06	-0.07	-0.11	-0.13	-0.14	-0.10	-0.11	-0.13	-0.22	-0.22	-1.08	-0.20	0.04	0.05	-1.35	-0.09	0.01	0.17	0.27	0.33	0.07	-0.02	0.30	0.24	0.20	0.50	0.79	0.38	1.09	-0.78	-0.88	-0.99	-1.97	-1.97	-2.43	-1.81	-1.81	-1.70	-2.33	-2.31	-2.37	-1.37	-1.83	-0.90	-0.83	-0.75	-1.83	-1.49	-1.12	0.12	0.27	0.65	0.12	-0.01	0.39	0.27	0.31	0.30	0.35	0.37	0.43	0.35	0.43	0.35	0.43	0.32	0.17	0.01	0.01	0.01	0.01	0.01	-0.07	0.28	0.28	0.28	0.13	0.05	0.05	0.05	0.28	0.28	0.18	0.18	0.10	0.29	-0.09	0.60
	1983.00	0.29	0.35	0.14	-0.09	-0.52	-0.38	-0.56	0.07	0.11	-0.27	-0.52	-0.27	-0.50	0.07	-0.31	-0.51	-0.63	0.20	0.27	-0.08	-0.27	-0.27	-0.27	-0.39	-0.52	-0.50	-0.42	-0.35	-0.08	0.14	0.16	-0.35	-0.36	-0.36	0.34	-0.09	0.07	0.16	0.41	-0.30	-0.51	0.50	0.31	0.29	0.18	1.14	0.37	0.52	0.54	0.50	1.16	0.64	0.91	0.13	0.11	0.11	0.45	0.45	0.52	0.41	0.41	0.36	0.51	0.37	0.35	0.27	0.45	0.16	0.14	0.10	0.45	0.47	0.28	0.15	1.17	1.44	0.32	0.95	-0.48	-0.45	-0.27	-0.39	-0.35	-0.53	-0.59	-0.35	-0.59	-0.35	-0.59	0.78	0.63	0.27	0.27	0.27	0.27	0.27	0.20	0.02	0.02	0.02	-0.07	-0.03	-0.03	-0.03	0.02	-0.09	0.13	-0.38	-0.34	-0.50	0.20	-0.45
	1984.00	-0.30	-0.87	-0.20	-0.10	-0.11	0.04	-0.08	-0.12	-0.18	-0.10	-0.11	-0.10	-0.13	-0.12	-0.14	-0.16	-0.13	-0.15	-0.22	-0.14	-0.10	-0.10	-0.10	-0.12	-0.11	-0.13	-0.15	-0.14	-0.14	-0.14	-0.17	-0.14	-0.15	-0.15	-0.19	-0.52	-0.32	-0.31	-0.14	-0.07	0.01	-0.40	-0.54	-0.62	-0.67	-0.14	-0.37	-0.35	0.17	0.77	1.38	0.89	1.63	0.26	0.38	0.22	-0.26	-0.26	-0.33	-0.22	-0.22	-0.14	-0.35	-0.50	-0.52	-0.18	-0.29	-0.06	-0.03	0.07	-0.29	-0.30	-1.52	-0.42	-0.27	-0.16	-0.30	-0.19	0.23	0.18	0.29	0.44	0.43	0.28	0.24	0.43	0.24	0.43	0.24	0.24	0.07	-0.08	-0.08	-0.08	-0.08	-0.08	-0.14	0.13	0.13	0.13	0.02	-0.09	-0.09	-0.09	0.13	0.16	0.02	0.12	0.04	0.23	-0.15	1.27
	1985.00	0.57	-0.47	0.36	0.23	0.24	0.30	0.23	0.25	0.34	0.23	0.24	0.23	0.24	0.25	0.27	0.28	0.24	0.13	0.31	0.29	0.23	0.23	0.23	0.25	0.24	0.24	0.24	0.23	0.29	0.22	0.18	0.23	0.37	0.37	-0.50	0.06	0.49	0.53	-0.49	0.24	0.27	0.54	0.31	-0.01	0.44	0.61	0.47	0.54	-0.14	-0.60	-0.63	-0.52	-0.35	-0.69	-0.78	-0.74	-1.32	-1.32	-1.40	-1.22	-1.22	-1.20	-1.19	-1.03	-1.08	-1.00	-1.22	-0.76	-0.70	-0.64	-1.22	-1.12	-0.15	0.36	0.17	-0.01	0.23	0.17	0.32	0.30	0.22	0.42	0.37	0.19	0.19	0.37	0.19	0.37	0.19	-0.08	-0.09	-0.02	-0.02	-0.02	-0.02	-0.02	0.10	0.17	0.17	0.17	0.30	0.24	0.24	0.24	0.17	0.24	0.28	0.34	0.32	0.30	0.13	-0.17
	1986.00	0.06	-0.36	0.36	0.30	0.13	0.12	0.02	0.34	0.33	0.24	0.13	0.24	0.13	0.34	0.21	0.13	0.04	0.49	0.37	0.29	0.24	0.24	0.24	0.19	0.13	0.13	0.13	0.20	0.29	0.39	0.41	0.20	-0.04	-0.04	-0.61	-0.26	0.12	0.07	-1.13	0.22	0.09	-0.11	-0.25	-0.26	-0.31	0.55	-0.27	-0.17	0.16	-1.17	-1.14	-1.03	-1.96	-0.07	0.11	0.20	0.26	0.26	0.34	0.20	0.20	0.23	0.31	0.35	0.36	0.08	0.20	-0.02	-0.01	0.00	0.20	0.03	0.75	0.17	0.27	0.75	0.06	-0.18	-0.02	0.05	0.03	0.24	0.18	-0.12	-0.24	0.18	-0.24	0.18	-0.24	0.53	0.70	0.56	0.56	0.56	0.56	0.56	0.51	0.10	0.10	0.10	0.41	0.44	0.44	0.44	0.10	0.14	0.45	0.10	0.15	-0.01	0.49	0.07
	1987.00	-0.05	0.06	0.51	0.64	0.66	0.58	0.72	0.59	0.54	0.66	0.66	0.66	0.63	0.59	0.64	0.61	0.67	0.46	0.51	0.62	0.66	0.66	0.66	0.65	0.66	0.63	0.65	0.65	0.62	0.54	0.48	0.65	0.74	0.74	0.83	0.65	0.17	0.20	1.09	0.64	0.66	0.35	0.16	0.13	0.73	-0.14	0.70	0.51	0.43	0.35	0.12	0.42	0.69	1.08	0.91	0.91	1.71	1.71	1.96	1.67	1.67	1.69	1.74	1.66	1.70	1.45	1.52	1.18	1.07	0.92	1.52	1.12	1.74	0.53	1.18	2.09	0.74	0.59	0.64	0.62	0.46	0.66	0.58	0.66	0.67	0.58	0.67	0.58	0.67	0.40	0.32	0.47	0.47	0.47	0.47	0.47	0.43	0.43	0.43	0.43	0.45	0.47	0.47	0.47	0.43	0.47	0.38	0.59	0.56	0.68	0.46	-0.36
	1988.00	-0.46	0.33	-0.21	-0.44	-0.82	-0.48	-0.82	-0.30	-0.24	-0.60	-0.82	-0.60	-0.79	-0.30	-0.53	-0.73	-0.85	-0.03	-0.10	-0.37	-0.60	-0.60	-0.60	-0.68	-0.82	-0.79	-0.68	-0.63	-0.37	-0.19	-0.05	-0.63	-0.82	-0.82	-0.39	-0.49	-0.72	-0.69	-0.54	-0.61	-0.72	-0.04	0.05	0.19	0.05	0.24	-0.06	-0.09	1.22	1.61	2.13	1.69	2.28	0.33	0.23	0.00	0.35	0.35	0.42	0.32	0.32	0.28	0.15	-0.08	-0.07	0.25	0.27	0.16	0.13	0.01	0.27	0.10	-1.69	-0.75	0.24	0.34	-0.39	0.06	-0.45	-0.40	-0.90	-1.58	-1.51	-1.09	-0.89	-1.51	-0.89	-1.51	-0.89	0.66	0.20	0.18	0.18	0.18	0.18	0.18	0.06	-0.33	-0.33	-0.33	-0.52	-0.31	-0.31	-0.31	-0.33	-0.64	-0.42	-0.50	-0.48	-0.60	-0.03	-0.56
	1989.00	0.10	0.54	0.42	0.34	0.38	0.46	0.42	0.35	0.41	0.32	0.38	0.32	0.38	0.35	0.40	0.44	0.40	0.42	0.41	0.40	0.32	0.32	0.32	0.36	0.38	0.38	0.39	0.34	0.40	0.38	0.42	0.34	0.51	0.51	0.13	0.41	-0.12	-0.14	0.28	0.34	0.47	0.01	0.24	0.31	0.38	-0.07	-0.17	-0.07	1.00	0.23	0.07	0.23	0.75	-0.11	-0.09	-0.18	-0.91	-0.91	-1.11	-0.77	-0.77	-0.66	-1.08	-1.00	-1.04	-0.48	-0.76	-0.14	-0.10	-0.03	-0.76	-0.41	-1.32	-0.18	-0.08	-0.33	-0.16	0.11	0.67	0.61	0.25	0.49	0.38	0.41	0.50	0.38	0.50	0.38	0.50	0.50	0.64	0.60	0.60	0.60	0.60	0.60	0.50	0.23	0.23	0.23	0.48	0.51	0.51	0.51	0.23	0.27	0.41	0.46	0.42	0.53	0.42	-0.29
	1990.00	1.39	1.02	0.37	0.66	0.95	0.88	1.09	0.56	0.43	0.77	0.95	0.77	0.92	0.56	0.70	0.85	1.01	0.47	0.31	0.57	0.77	0.77	0.77	0.83	0.95	0.92	0.83	0.80	0.57	0.52	0.46	0.80	1.25	1.25	0.57	1.08	0.80	0.84	0.42	0.81	0.94	1.58	1.41	1.14	1.59	1.69	1.26	1.43	0.08	-0.29	-0.48	-0.32	-0.12	0.44	0.51	0.58	0.92	0.92	0.88	0.91	0.91	0.84	0.90	0.89	0.89	0.85	0.90	0.71	0.68	0.64	0.90	0.90	0.40	0.48	0.62	0.85	0.39	0.62	0.95	0.91	0.68	1.23	1.07	0.97	0.93	1.07	0.93	1.07	0.93	0.08	0.40	0.48	0.48	0.48	0.48	0.48	0.41	0.36	0.36	0.36	0.68	0.65	0.65	0.65	0.36	0.50	0.55	0.93	0.87	0.96	0.47	1.55
