% Antarctica 2K 2017 isotope anomalies
% units:
% weighting method : based on the correlation between site d18O and regional d18O from ECHAM5 nudged by ERA-Interim
% smoothing : 10-year binned averages
% col 1 : time, in year AD
% col 2 : East Antarctic Plateau
% col 3 : Wilkes Land Coast
% col 4 : Weddell Sea Coast
% col 5 : Antarctic Peninsula
% col 6 : West Antarctic Ice Sheet
% col 7 : Victoria Land Coast
% col 8 : Dronning Maud Land Coast
% col 9 : West Antarctica : WAIS+Peninsula
% col 10 : East Antarctica
% col 11 : whole Antarctica


Time (year AD)	1. East Antarctic Plateau	2. Wilkes Land Coast	3. Weddell Sea Coast	4. Antarctic Peninsula	5. West Antarctic Ice Sheet	6. Victoria Land Coast	7. Dronning Maud Land Coast	West Antarctica	East Antarctica	All Antarctica
875	0.6321	0.5668	      NaN	-0.2351	0.1212	-0.1137	      NaN	-0.2283	0.3246	0.1542
885	0.2393	0.2856	      NaN	-0.2288	0.067	-0.5585	      NaN	-0.1503	0.0133	0.0259
895	1.4507	0.8011	      NaN	-0.1363	-0.1454	-0.734	      NaN	-0.4242	0.6001	-0.1863
905	2.0862	-0.0485	      NaN	-0.0813	0.3249	-0.1222	      NaN	0.2153	0.9958	0.2414
915	2.2612	0.0784	      NaN	-0.5851	0.7139	-0.378	      NaN	0.638	0.9711	0.5643
925	0.6715	0.6935	      NaN	-0.0376	-0.1738	0.702	      NaN	-0.6053	0.6399	0.0045
935	1.5339	0.5598	      NaN	0.6506	-0.1681	-1.069	      NaN	-0.4013	0.5159	-0.2403
945	1.4311	0.0279	      NaN	-0.4738	-0.4692	-0.364	      NaN	-1.0489	0.6321	-0.3652
955	0.9376	-0.019	      NaN	-0.6438	0.1605	-0.322	      NaN	0.0494	0.418	0.0829
965	0.6344	-0.0557	      NaN	-0.4501	0.3878	0.864	      NaN	0.1451	0.5779	0.4458
975	1.4561	0.1552	      NaN	-0.1619	-0.0527	0.844	      NaN	-0.2527	0.8911	0.1034
985	-0.1423	0.5231	      NaN	0.5474	-0.7087	0.9753	      NaN	-1.2405	0.2377	-0.3716
995	0.2397	0.6354	      NaN	-0.3263	-0.2659	-0.5072	      NaN	-0.6195	0.0285	-0.2324
1005	-0.9292	-0.0162	0.6446	0.2031	0.3478	1.462	      NaN	0.2794	0.0772	0.5039
1015	0.9321	0.5127	-0.9564	0.6531	-0.0146	-0.017	      NaN	-0.3483	0.3098	0.0249
1025	-0.3531	0.3954	0.4306	-0.3594	-0.2888	-0.147	      NaN	-0.5029	0.0546	-0.0226
1035	-0.1123	0.405	-0.1324	-0.5119	0.9987	-0.3593	      NaN	0.8136	-0.0744	0.7081
1045	-0.4512	0.4803	0.0876	-0.0126	0.0066	-1.2504	      NaN	-0.1798	-0.2553	0.0043
1055	-0.4817	0.5735	1.3356	-0.3713	-0.2017	1.018	      NaN	-0.4653	0.3895	0.2969
1065	-0.3845	0.0596	-0.3014	-0.7607	0.1612	-0.0785	      NaN	-0.2753	-0.1347	0.2033
1075	0.5115	0.4515	0.6266	-0.1376	-0.0365	-0.736	      NaN	-0.2945	0.3508	0.1267
1085	-1.1901	0.3753	-0.4134	0.0224	-0.2397	-0.016	      NaN	-0.6397	-0.4183	-0.0142
1095	-0.2718	0.4894	-0.3054	-0.1194	-0.0677	0.711	      NaN	-0.0106	-0.0149	-0.0439
1105	0.4979	-0.2884	0.4696	-0.0888	-0.2115	-0.5385	      NaN	-0.6114	0.179	0.0158
1115	-0.0272	0.1552	0.0286	-0.1801	0.2158	0.992	      NaN	0.0449	0.1974	0.262
1125	1.1302	-0.1285	0.3836	0.2037	-0.0103	-0.118	      NaN	-0.154	0.5609	0.0239
1135	2.197	0.2318	0.2976	-0.1288	-0.421	-0.176	      NaN	-0.596	0.9567	-0.2762
1145	1.713	0.3941	1.2211	0.1387	-1.5358	-0.3906	      NaN	-2.0247	0.9003	-0.5473
1155	0.6913	0.1268	-1.4924	-0.7601	-0.0363	1.8317	      NaN	-0.2064	0.6018	0.0709
1165	0.4567	-0.0369	0.5096	-0.2176	-0.6054	-1.058	      NaN	-0.7921	-0.0015	-0.3117
1175	1.2487	0.1973	-0.3784	-0.1188	-0.1726	-0.371	      NaN	-0.3493	0.4289	-0.1393
1185	0.3603	0.2767	-0.0934	-0.4026	0.1343	1.2518	      NaN	0.0286	0.6284	0.2492
1195	-0.181	-0.1533	0.0256	-0.7563	-0.486	-0.7971	      NaN	-0.8798	-0.2624	-0.2598
1205	0.1393	0.3	1.2206	-0.4688	0.2431	-1.1149	      NaN	-0.0799	0.1026	0.2446
1215	-0.3168	0.4273	-1.2834	-0.3113	0.503	-0.1551	      NaN	0.4155	-0.3297	0.0911
1225	-0.6771	0.0636	-0.4204	-0.2238	-0.0046	-0.4823	      NaN	-0.163	-0.5281	-0.043
1235	-0.0178	0.278	0.3666	-0.3926	-0.0156	0.4811	      NaN	-0.1398	0.1707	0.1258
1245	-0.1809	0.3434	1.5886	-0.1701	0.1885	-0.1055	      NaN	-0.0598	0.3395	0.4528
1255	-0.1957	0.0705	0.5476	0.4184	0.1397	-0.5917	      NaN	0.0102	-0.1393	0.1054
1265	-0.1568	-0.0924	0.2426	-0.1927	-0.1627	0.7744	      NaN	-0.3173	0.07	0.0694
1275	-0.1769	-0.2265	1.0516	0.4728	-0.1395	0.0026	      NaN	-0.1111	-0.0011	0.1146
1285	-0.7636	-0.0909	0.4216	-0.7527	-0.5342	0.0859	      NaN	-0.9438	-0.3384	-0.139
1295	-0.4337	-0.0696	0.4496	0.2528	-0.6321	-0.678	      NaN	-0.6954	-0.3381	-0.5271
1305	-0.4828	0.3554	0.2296	-0.4889	0.2128	-0.408	      NaN	-0.0138	-0.2541	0.0866
1315	0.6254	0.4176	0.0866	0.1775	-0.0092	0.5042	      NaN	-0.2334	0.4841	0.0568
1325	-0.7905	0.4673	0.0846	0.0833	-0.2591	-0.8528	      NaN	-0.283	-0.418	-0.2619
1335	-1.1699	0.3664	-1.1714	-0.0703	-0.0666	-1.0731	      NaN	-0.2556	-0.8664	-0.306
1345	0.2374	0.67	0.9956	0.3091	-0.58	-1.3849	      NaN	-0.8366	0.1481	-0.2882
1355	0.0082	0.4242	0.4076	-0.2057	0.4145	-0.1479	      NaN	0.4558	0.0594	0.2325
