QUELCCAYA SUMMIT CORE PARTICLE SIZES, CONDUCTIVITY, DELTA 18-O AND ACCUMULATION

REFERENCES:

Thompson, L.G., E. Mosley-Thompson, P. Grootes, and M. Pourchet. 1984. Tropical glaciers: potential for paleoclimatic reconstruction. Journal of Geophysical Research, 89 (D3), 4638-4646.

Thompson, L.G., E. Mosley-Thompson and Benjamin Morales Arnao. 1984. Major El Niño/Southern Oscillation events recorded in stratigraphy of the tropical Quelccaya Ice Cap. Science, 226 (4670), 50-52.

 Thompson, L. G., E. Mosley-Thompson, J. F. Bolzan and B. R. Koci. 1985. A 1500 year record of tropical precipitation recorded in ice cores from the Quelccaya Ice Cap, Peru. Science, 229(4717), 971-973

Thompson, L.G. and E. Mosley-Thompson. 1987. Evidence of abrupt climatic change during the last 1,500 years recorded in ice cores from the tropical Quelccaya ice cap, Peru. Abrupt Climatic Change - Evidence and Implications, NATO/NSF Workshop volume. D. Reidel Publishing Co., 99-110

Shimada, I., C.B. Schaaf, L.G. Thompson and E. Mosley-Thompson. 1991. Cultural impacts of severe droughts in the prehistoric Andes: Application of a 1,500-year ice core precipitation record. World Archaeology: Archaeology and Arid Environment, 22(3), 247-270. 

Brecher, H.H. and Thompson, L.G. 1993. Measurement of the retreat of Qori Kalis in the tropical Andes of Peru by Terrestrial Photogrammertry. Photogrammetric Engineering and Remote Sensing, 59(6), 1017-1022

Thompson, L.G., M.E. Davis and E. Mosley-Thompson. 1994. Glacial records of global climate: A 1500-year tropical ice core record of climate. Human Ecology, 22(1), 83-95.

DATA DESCRIPTION:


YEAR   0.63-0.80   >0.63     >1.59   COND     O18    ACCUM    ACCUM (STAND.
                                                      (M)     DEV FROM MEAN) 

DATA:

1717    173933.   408220.     9993.   2.10   -19.88   1.241   -0.590 
1716    160696.   361488.    16472.   2.25   -21.23   1.493    0.153 
1715    401320.   867036.    31024.   2.88   -18.82   1.747    0.899 
1714    161310.   303165.     3285.   2.43   -19.29   1.614    0.508 
1713    278430.   648090.    21265.   2.77   -15.89   1.129   -0.920 
1712    151610.   291580.     6120.   2.73   -17.04   1.635    0.570 
1711    353490.   746255.    12770.   3.85   -17.62   1.513    0.211 
1710    269900.   438167.     3673.   2.41   -17.72   1.138   -0.894 
1709    370380.   696775.     8365.   2.31   -15.69   1.521    0.234 
1708    155610.   325885.     7260.   2.36   -20.35   1.525    0.246 
1707    212530.   405545.     9540.   2.81   -18.04   1.401   -0.118 
1706     82307.   214547.    12273.   3.05   -17.46   1.660    0.645 
1705    434450.   992980.    31255.   3.38   -20.30   1.536    0.280 
1704    244475.   464890.    14225.   2.94   -19.81   1.540    0.291 
1703    267525.   394515.     3780.   2.55   -19.47   1.672    0.681 
1702    550125.   986100.    10380.   2.76   -18.63   1.806    1.073 
1701    236970.   450250.    10595.   2.55   -20.46   1.163   -0.818 
1700    192170.   451650.    16580.   2.63   -17.95   2.851    4.153 
1699    411725.   780195.    10090.   2.83   -19.53   1.559    0.347 
1698    141487.   442733.    13267.   3.06   -21.57   1.042   -1.177 
1697    245507.   474867.    10927.   2.73   -19.43   1.305   -0.400 
1696    312990.   762450.    29705.   2.60   -18.82   1.701    0.764 
1695    377215.   639280.     9790.   2.66   -17.66   1.574    0.390 
1694    208367.   597240.    28200.   2.68   -16.72   0.986   -1.341 
1693    294880.   591920.     7520.   2.51   -17.80   1.252   -0.559 
1692    312800.   496452.     5860.   2.60   -20.26   1.981    1.589 
1691    254020.   413845.    14800.   2.94   -16.42   1.787    1.018 
1690    176120.   253880.     5160.   3.10   -20.44   1.791    1.029 
1689    156747.   395967.    23667.   2.41   -21.67   1.196   -0.721 
1688    210616.   391312.     9408.   2.63   -16.84   1.732    0.857 
1687    129875.   287600.    16025.   2.62   -16.51   2.270    2.441 
1686    390453.   761240.    27220.   2.75   -20.09   1.472    0.091 
1685    471980.   712400.     8240.   2.58   -19.54   1.341   -0.295 
1684    599600.   987775.    20750.   2.88   -17.81   1.479    0.110 
1683    403153.   730540.    14260.   2.69   -19.24   1.616    0.516 
1682    280693.   401613.     3027.   2.40   -16.88   1.350   -0.269 
1681    129327.   327900.    33613.   2.88   -19.20   1.082   -1.057 
1680    201394.   455777.    15803.   2.77   -19.55   2.033    1.745 
1679    266784.   408984.    10648.   2.68   -19.33   2.581    3.358 
1678     73393.   153560.     2700.   2.45   -20.66   1.498    0.166 
1677    186833.   521320.    41500.   3.24   -18.58   1.774    0.979 
1676    472920.   914008.    25392.   3.02   -18.84   1.914    1.392 
1675    360575.   630920.     6400.   2.38   -18.80   1.918    1.404 
1674    766233.  1152426.    14413.   2.86   -20.05   1.647    0.607 
1673    352780.   638392.    22572.   2.71   -19.56   1.788    1.022 
1672     46175.   188080.    13325.   2.63   -19.16   1.930    1.439 
1671    237275.   532185.    25785.   2.67   -17.33   1.796    1.044 
1670    569260.   912693.    15347.   2.76   -19.59   1.246   -0.576 
1669    307190.   523690.    16190.   2.56   -19.09   1.941    1.474 
1668    342460.   600593.    15733.   2.47   -19.12   1.251   -0.561 
1667    327752.   755072.    21880.   2.62   -19.62   2.228    2.317 
1666    320490.   624780.    27395.   2.77   -18.41   1.814    1.097 
1665    475960.   878953.    25547.   2.10   -22.73   1.468    0.079 
1664    416183.   923067.    40340.   3.26   -19.95   2.311    2.562 
1663    361530.   661215.    24900.   3.41   -20.36   1.684    0.716 
1662    326453.   490380.     7540.   2.60   -15.94   1.266   -0.517 
1661    218844.   353020.    13392.   2.56   -18.41   2.466    3.017 
1660    246256.   525384.    30348.   3.11   -19.94   2.047    1.784 
1659    174460.   338493.    23327.   2.82   -17.75   1.697    0.754 
1658    196324.   309928.     5752.   3.05   -17.37   1.842    1.182 
1657    543260.   876300.    14487.   2.61   -14.17   1.704    0.774 
1656    469175.   729555.    12510.   3.06   -16.79   1.494    0.155 
1655    360740.   614833.    14133.   2.89   -18.64   1.710    0.793 
1654    249220.   526360.     8890.   3.22   -19.46   1.571    0.382 
1653    281550.   560975.    13615.   3.45   -18.59   1.860    1.234 
1652    154673.   345020.     5120.   3.09   -16.24   1.434   -0.023 
1651    426750.   923810.    21500.   3.04   -20.13   2.140    2.058 
1650    216365.   629320.    25920.   2.91   -18.32   1.871    1.265 
1649    348356.   589324.     8412.   3.18   -18.16   1.932    1.445 
1648    179827.   266573.     4660.   3.15   -16.09   1.444    0.009 
1647    512785.   819055.    18835.   3.22   -16.63   2.170    2.148 
1646    266032.   477712.     7944.   3.40   -17.55   1.595    0.452 
1645    246813.   432740.    10113.   3.40   -17.61   1.452    0.033 
1644    341556.   525156.     9388.   3.30   -20.23   2.183    2.184 
1643    166060.   326740.     9120.   3.39   -19.05   1.895    1.337 
1642    441168.   744424.    10760.   2.60   -22.39   1.753    0.918 
1641    411380.   702090.    19345.   2.80   -19.77   1.902    1.358 
1640    539900.   868110.     8745.   3.01   -17.29   1.906    1.369 
1639    413087.   770823.    22410.   2.58   -19.52   2.497    3.109 
1638    471450.   810970.    15155.   2.82   -19.72   1.618    0.522 
1637    365240.   792033.    27033.   2.48   -17.61   1.769    0.965 
1636    519580.   845690.    13590.   2.59   -13.81   1.625    0.540 
1635    443130.   675855.    12230.   2.17   -16.35   1.923    1.420 
1634    453060.   624725.     5235.   2.50   -17.89   1.779    0.994 
1633    309280.   562000.    15780.   2.58   -17.94   1.485    0.129 
1632    444345.   774650.    19550.   2.28   -19.15   1.785    1.013 
1631    231696.   561236.    17388.   2.10   -20.65   2.236    2.340 
1630    411432.   569684.     8188.   2.24   -19.42   2.389    2.792 
1629    142205.   274545.    28010.   2.06   -20.01   1.795    1.042 
1628    290173.   525133.    13520.   1.97   -20.89   1.499    0.169 
1627    168888.   373000.    11640.   2.06   -19.65   2.252    2.388 
1626    131565.   225555.     5945.   2.30   -20.24   1.955    1.514 
1625    222665.   419180.     6575.   2.21   -18.22   1.808    1.081 
1624    349660.   523220.    13960.   2.20   -17.04   1.661    0.646 
1623    253300.   465627.    11767.   2.37   -19.61   1.815    1.101 
1622    595044.   959180.    15604.   2.48   -18.91   1.742    0.887 
1621    331740.   488405.     7280.   2.41   -17.79   1.821    1.120 
1620    396355.   649055.    13390.   2.53   -17.36   2.129    2.026 
1619    419553.   689307.    19260.   2.80   -17.26   1.371   -0.206 
1618    370085.   892395.    33445.   2.44   -18.58   1.374   -0.199 
1617    323573.   617753.    22113.   2.44   -18.95   1.223   -0.642 
1616    340130.   555420.    12120.   2.38   -18.49   1.072   -1.086 
1615    112690.   187620.     9700.   2.20   -18.49   1.381   -0.177 
1614    190027.   315207.    16907.   3.16   -19.05   1.768    0.963 
1613    250550.   381910.     7600.   2.17   -18.35   1.140   -0.888 
1612    265990.   420760.     9090.   2.18   -18.15   1.404   -0.109 
1611    188820.   530753.    21900.   2.30   -19.75   1.391   -0.147 
1610    316627.   532660.    13500.   2.38   -18.30   1.394   -0.139 
1609    534367.   906373.    38640.   2.45   -17.21   1.552    0.326 
1608    161470.   354090.    11510.   1.84   -17.17   1.555    0.334 
1607    261680.   556933.    32660.   2.17   -16.81   1.713    0.801 
1606    274767.   472707.    18887.   2.02   -18.57   1.560    0.351 
1605    177080.   402065.    27580.   2.48   -19.46   2.032    1.741 
1604    276985.   576320.    33100.   2.48   -19.32   2.036    1.752 
1603    136655.   490985.    72555.   2.55   -20.47   1.804    1.070 
1602    167633.   560287.    62680.   2.80   -20.92   1.415   -0.078 
1601    685140.  2458280.   331620.  10.36   -20.81   1.496    0.162 
1600    110935.   417090.    27840.   2.70   -18.77   1.736    0.867 
1599    197568.   451472.     9224.   2.63   -18.97   2.055    1.808 
1598     27847.   185907.    26260.   2.31   -18.31   1.425   -0.046 
1597    435135.   938065.    38710.   2.80   -18.18   1.587    0.429 
1596     67200.   174780.     4980.   2.26   -17.02   1.431   -0.030 
1595    359653.   787367.     8687.   2.30   -16.65   1.434   -0.023 
1594    174705.   562040.    18680.   2.64   -17.00   1.915    1.395 
1593    450107.   720300.     4960.   3.25   -17.36   1.119   -0.949 
1592     82260.   227260.    12013.   2.35   -17.92   1.442    0.001 
1591    597907.  1217046.    33333.   2.73   -18.16   1.444    0.010 
1590    242220.   521987.     8567.   3.03   -18.36   1.447    0.018 
1589    283695.   749670.    10970.   2.43   -18.88   1.933    1.449 
1588    596275.   893050.    11160.   2.80   -19.35   1.776    0.985 
1587    101333.   439940.    41213.   2.43   -19.24   2.102    1.948 
1586    191180.   315067.    11680.   2.78   -19.79   1.296   -0.427 
1585    175980.   605400.    15667.   2.52   -17.38   1.461    0.059 
1584    224287.   439700.    11873.   2.74   -15.36   1.627    0.546 
1583    377747.   604960.    15120.   3.67   -17.82   1.450    0.028 
1582    200920.   377280.    21220.   2.68   -18.16   1.633    0.565 
1581    252887.   548453.    22680.   2.94   -19.19   1.800    1.056 
1580     67887.   177067.    16800.   3.46   -17.64   1.476    0.101 
1579    207593.   688287.    15087.   2.62   -18.35   1.478    0.110 
1578    368060.   714953.    10547.   2.96   -22.17   1.646    0.603 
1577    286240.   684653.    52827.   3.12   -18.29   1.814    1.098 
1576    102447.   310800.    11540.   3.17   -20.05   1.818    1.109 
1575    457900.   791387.     9227.   2.56   -18.94   1.656    0.632 
1574    152725.   351160.    11500.   3.21   -17.30   1.327   -0.336 
1573    129153.   226093.     3940.   3.63   -20.58   1.828    1.141 
1572     63167.   131373.     4547.   3.17   -21.13   1.166   -0.810 
1571    102567.   167480.     5147.   3.00   -16.43   1.335   -0.312 
1570    253847.   409847.     6840.   2.93   -18.32   1.505    0.188 
1569     71413.   276033.    21147.   2.66   -20.85   1.592    0.444 
1568    122587.   210767.    11500.   2.74   -19.17   1.427   -0.041 
1567    406940.   707220.    39970.   3.00   -19.48   1.178   -0.776 
1566    249340.   439540.    16867.   3.00   -13.88   1.686    0.721 
1565     88230.   138160.     8230.   3.19   -17.93   1.014   -1.259 
1564     86230.   252880.    10560.   2.80   -16.98   1.524    0.243 
1563    237727.   516720.    17727.   3.15   -18.15   1.527    0.253 
1562    228573.   468180.    15187.   3.11   -20.27   2.040    1.764 
1561    222375.   493155.     8580.   3.05   -18.06   1.533    0.271 
1560     65407.   173067.    11667.   3.27   -20.23   1.536    0.281 
1559    135693.   361053.     6347.   2.39   -18.15   1.711    0.794 
1558    419560.   649107.     6880.   2.75   -19.45   1.200   -0.710 
1557    313947.   582333.    17907.   2.85   -17.42   1.546    0.309 
1556    284640.   599547.    21993.   2.44   -18.41   1.377   -0.188 
1555    333047.   635107.    14833.   2.94   -17.41   1.380   -0.180 
1554    171073.   469913.    13687.   2.94   -17.87   1.383   -0.171 
1553    132540.   384810.     9910.   2.74   -21.06   1.386   -0.162 
1552    186120.   334540.     7024.   2.51   -17.31   2.084    1.892 
1551     92750.   222700.    12240.   2.49   -17.99   1.566    0.368 
1550     60260.   124180.     4980.   2.77   -18.63   1.221   -0.649 
1549    183613.   329453.     8147.   2.36   -19.57   1.748    0.903 
1548    362573.   670127.    19680.   2.41   -19.25   1.401   -0.118 
1547    126160.   311040.    11560.   2.17   -18.08   1.580    0.408 
1546     37490.    72920.     6690.   2.71   -17.15   1.056   -1.136 
1545    171935.   291585.     9910.   2.44   -19.63   2.292    2.506 
1544    263967.   441327.     9047.   3.10   -18.21   1.767    0.959 
1543    134367.   295280.    11607.   2.50   -18.56   1.594    0.450 
1542    334600.   637870.    27530.   2.51   -18.02   1.242   -0.585 
1541    175400.   374460.    26060.   2.30   -19.46   1.423   -0.053 
1540    156110.   352030.    20520.   1.75   -18.65   1.070   -1.094 
1539    126753.   257513.    10727.   2.18   -17.02   1.608    0.492 
1538    213320.   467290.     4990.   2.45   -18.31   1.433   -0.025 
1537    243627.   391360.     3433.   3.12   -17.25   1.795    1.042 
1536     73027.   160253.     9853.   2.44   -18.33   1.439   -0.006 
1535    248460.  1009140.    17960.   2.73   -18.79   1.262   -0.527 
1534    166120.   411640.    28960.   2.84   -16.72   1.627    0.546 
1533    302960.   616320.    33487.   2.39   -19.15   1.630    0.557 
1532    219290.   366290.     6610.   2.76   -18.58   1.434   -0.020 
1531    297173.   461740.    11907.   2.94   -14.27   1.092   -1.029 
1530    685400.  1184060.    34560.   2.76   -17.30   1.642    0.590 
1529    350007.   743033.    16087.   2.47   -19.81   2.011    1.679 
1528    285850.   530220.     5070.   2.15   -17.41   1.283   -0.466 
1527    131220.   189500.     6460.   2.27   -16.08   1.102   -0.999 
1526    172440.   774130.    35050.   2.43   -16.75   1.473    0.094 
1525    342270.   591810.    16390.   2.36   -18.30   1.107   -0.983 
1524    171860.   386380.    13920.   2.45   -17.33   1.110   -0.976 
1523    259893.   467660.     8220.   2.34   -17.44   1.483    0.125 
1522     68960.   184400.     3240.   2.29   -18.24   1.115   -0.960 
1521    410460.   713487.    20093.   2.53   -15.05   1.863    1.243 
1520    351760.   517130.     4330.   2.39   -15.94   0.934   -1.494 
1519     42340.   206700.    49380.   2.95   -19.61   1.311   -0.385 
1518    207040.   388410.     5860.   2.30   -19.12   1.314   -0.375 
1517     32153.    95460.     8533.   2.77   -18.01   2.051    1.795 
1516     36740.   247920.    18600.   2.30   -18.24   0.943   -1.467 
1515    178833.   369507.     7573.   2.24   -18.42   1.701    0.767 
1514    148080.   347580.     6190.   1.99   -19.39   1.516    0.221 
1513    547760.   936900.     8920.   2.34   -19.05   1.330   -0.328 
1512    156710.   375110.    19230.   2.31   -17.68   0.952   -1.440 
1511    126615.   239340.    11370.   2.72   -16.32   1.909    1.379 
1510    169530.   340290.     5580.   2.38   -17.77   1.914    1.393 
1509    148910.   457920.    23190.   2.18   -17.37   1.151   -0.854 
1508    115730.   285920.    24690.   2.45   -17.29   0.962   -1.412 
1507    166433.   340433.     8333.   2.85   -18.13   1.929    1.436 
1506    473350.   848850.    17790.   2.13   -16.80   1.547    0.311 
1505    165993.   374867.    19520.   2.52   -16.94   1.745    0.894 
1504     11460.    25220.     2740.   2.52   -20.43   1.166   -0.810 
1503    439550.   681270.    11100.   3.56   -20.26   1.364   -0.228 
1502    529460.   911250.    20660.   2.42   -19.20   1.172   -0.793 
1501    223140.   544600.    32650.   2.20   -16.30   1.762    0.947 
1500    175660.   412910.    11730.   2.19   -17.82   0.982   -1.353 
1499    197360.   402730.    10670.   2.33   -19.04   1.575    0.394 
1498     98290.   390210.    28870.   2.10   -18.22   1.382   -0.176 
1497    347213.   804040.    25187.   2.14   -18.66   1.385   -0.165 
1496     39960.   156050.    32100.   2.56   -18.77   1.190   -0.739 
1495    345980.   523780.    13840.   2.10   -17.49   1.193   -0.730 
1494    344940.   670350.     9340.   2.24   -17.35   1.197   -0.720 
1493    109560.   198760.    13480.   2.46   -16.33   0.800   -1.889 
1492    105270.   150950.     4580.   2.70   -17.49   1.403   -0.111 
1491    805140.  1278620.     7500.   2.50   -16.05   0.804   -1.876 
1490     68380.   113120.     2980.   2.18   -17.66   1.008   -1.276 
1489    350600.   726740.    28320.   2.11   -17.48   1.010   -1.268 
1488    431080.   757580.     8980.   1.86   -16.92   1.216   -0.664 
1487    187680.   302230.     4020.   2.05   -17.21   1.219   -0.654 
1486    553440.   774750.     8680.   1.85   -16.99   1.222   -0.644 
1485    308053.   519220.     7887.   1.69   -17.86   1.839    1.170 
1484    325320.   461420.     3920.   1.89   -18.42   1.024   -1.228 
1483    243550.   381690.     5220.   1.88   -18.57   1.232   -0.615 
1482    117100.   268710.    11480.   2.02   -17.71   1.236   -0.605 
1481    156380.   271160.     5200.   1.70   -18.57   1.239   -0.595 
1480     66660.   107700.     1780.   2.05   -17.36   0.828   -1.805 
1479     68040.   171520.    18140.   1.79   -17.40   0.831   -1.798 
1478     41620.    99280.     3460.   1.94   -18.53   1.249   -0.565 
1477    223310.   323290.     8860.   2.06   -18.67   1.253   -0.555 
1476    254040.   427000.     9200.   2.03   -19.21   0.837   -1.778 
1475    127790.   448850.    22920.   1.99   -19.26   1.470    0.084 
1474    313370.   510840.     6500.   1.97   -17.53   1.263   -0.524 
1473     98930.   213810.     3150.   1.88   -18.54   1.478    0.109 
1472    130630.   389910.    20950.   2.42   -19.05   1.270   -0.503 
1471    320330.   576340.    20730.   1.90   -18.67   1.486    0.133 
1470    126820.   316300.    15080.   1.59   -17.99   1.278   -0.482 
1469    328280.   446270.     4270.   2.04   -18.41   1.174   -0.786 
1468    182350.   405720.     8280.   2.10   -19.24   1.392   -0.145 
1467    187430.   369970.     9730.   1.55   -17.18   1.503    0.183 
1466    290940.   445960.     9660.   1.67   -18.73   1.292   -0.439 
1465    225250.   524720.    38210.   1.89   -18.07   1.296   -0.428 
1464    159740.   397760.    31510.   2.05   -18.40   1.300   -0.417 
1463    470370.   647260.     8700.   2.13   -18.57   1.303   -0.406 
1462    175700.   252880.     8150.   2.03   -17.76   1.307   -0.395 
1461    208060.   318320.     5980.   1.74   -17.77   1.092   -1.027 
1460    386740.   619460.    13520.   2.10   -17.26   0.876   -1.663 
1459    449330.   736140.    16380.   1.87   -17.65   1.318   -0.362 
1458    300080.   419040.     9020.   1.80   -19.20   1.102   -0.999 
1457    263740.   708320.    12860.   1.80   -18.56   0.884   -1.641 
1456    223260.   579140.    33900.   1.56   -21.58   1.108   -0.980 
1455     31980.    83160.     2020.   2.09   -19.72   1.334   -0.316 
1454    569010.   846980.    10290.   1.91   -20.11   1.338   -0.304 
1453    222890.   394250.     7460.   1.97   -17.76   1.342   -0.293 
1452    217370.   324560.     6740.   1.74   -16.49   1.099   -1.008 
1451    203540.   403720.     3800.   1.75   -16.12   1.575    0.393 
1450    205933.   369487.    13160.   1.82   -17.47   1.579    0.407 
1449    439110.   625350.     4810.   1.73   -17.27   1.358   -0.246 
1448     26820.    63920.     3780.   1.71   -17.24   0.908   -1.571 
1447    103940.   173320.     1520.   1.69   -18.11   0.910   -1.563 
1446    132420.   191240.     2360.   1.70   -18.27   1.142   -0.883 
1445    675780.   831260.     7540.   2.02   -19.25   1.374   -0.198 
1444     58240.   178780.     6920.   1.85   -17.71   1.608    0.491 
1443    194890.   510770.    15250.   2.00   -15.92   1.152   -0.852 
1442    569840.   722220.     4160.   1.67   -16.47   1.386   -0.161 
1441    315640.   490380.     3240.   1.75   -16.48   1.159   -0.832 
1440    330380.   495480.    21380.   1.94   -17.93   1.395   -0.137 
1439    286230.   678480.    17040.   1.73   -18.79   1.632    0.562 
1438    332980.   543010.     6090.   2.01   -19.30   1.637    0.577 
1437    108480.   252920.     7620.   1.92   -17.67   1.173   -0.790 
1436    368400.   560260.    18710.   2.13   -20.56   1.177   -0.779 
1435    208460.   376420.     5980.   2.05   -19.60   1.180   -0.769 
1434     60710.   201660.     7750.   1.82   -18.33   1.184   -0.758 
1433    158360.   290240.     8420.   1.89   -16.54   1.425   -0.048 
1432    243540.   433180.     6100.   1.90   -16.86   1.429   -0.035 
1431     65160.   165760.    12800.   2.11   -17.84   1.195   -0.726 
1430    128360.   238980.    10580.   2.10   -18.75   1.438   -0.010 
1429         0.        0.        0.   0.00   -17.90   1.683    0.711 
1428    233460.   559740.     8220.   2.17   -17.31   1.447    0.017 
1427    103400.   189050.     5920.   2.47   -17.75   1.451    0.030 
1426    115660.   245640.     8200.   2.00   -16.27   1.213   -0.672 
1425    182460.   320600.     9240.   1.95   -18.14   1.217   -0.660 
1424    340420.   723180.    26200.   2.44   -19.15   1.221   -0.650 
1423     64280.   121520.     3180.   1.99   -18.68   1.224   -0.638 
1422     18840.   298640.    35480.   1.84   -19.55   1.228   -0.627 
1421    174040.   339760.     7860.   2.11   -18.21   1.725    0.836 
1420    165760.   429920.     4700.   1.95   -17.37   0.989   -1.333 
1419    610280.   859220.     8720.   2.14   -18.51   1.240   -0.593 
1418    463640.   761510.    11370.   2.04   -18.82   1.244   -0.582 
1417    119650.   219580.     6060.   1.86   -16.91   1.497    0.165 
1416     64940.   375840.    15160.   1.94   -18.37   1.252   -0.559 
1415     64940.   375840.    15160.   1.94   -18.37   1.004   -1.287 
1414    146400.   285680.     7290.   1.88   -18.38   1.511    0.206 
1413    159590.   252350.     2980.   1.93   -15.40   1.769    0.964 
1412     28920.    60140.     2040.   2.31   -17.22   1.267   -0.512 
1411    194060.   430690.    10540.   2.07   -16.97   1.271   -0.500 
1410    704860.   932400.     7660.   1.85   -17.43   1.275   -0.488 
1409    190060.   307820.     5460.   2.01   -17.61   1.279   -0.477 
1408    160460.   391210.     5790.   1.92   -18.94   1.540    0.291 
1407     16960.    44980.     4860.   2.04   -18.32   1.545    0.306 
1406     27320.    58980.     4340.   2.70   -17.42   0.775   -1.962 
1405    180120.   248840.     3300.   2.01   -17.45   1.036   -1.192 
1404    305660.   474400.    21140.   1.88   -17.25   1.560    0.349 
1403    115760.   252780.     3380.   1.96   -17.39   0.782   -1.941 
1402    584760.   843300.    10560.   1.95   -17.08   1.046   -1.163 
1401     63910.   237340.    21130.   2.32   -17.60   1.575    0.393 
1400    301880.   404680.     4180.   1.90   -18.40   1.316   -0.367 
1399    311870.   710180.     9020.   2.09   -18.76   1.585    0.423 
1398    230500.   575020.    10880.   1.78   -18.67   1.325   -0.343 
1397    116940.   238180.     5760.   1.76   -19.56   1.595    0.453 
1396     46020.   154360.     7140.   1.96   -18.51   1.333   -0.318 
1395    451720.  1055300.    14420.   2.21   -17.28   1.070   -1.093 
1394    442320.   618920.     4940.   1.50   -17.97   1.610    0.498 
1393         0.        0.        0.   0.00   -17.80   1.346   -0.280 
1392    156680.   397740.    15180.   1.99   -17.58   1.323   -0.347 
1391    195740.   365900.     4660.   2.05   -19.83   1.084   -1.053 
1390    187780.   276000.     3200.   2.24   -17.87   1.631    0.559 
1389    239820.   497360.    16060.   2.47   -18.16   1.363   -0.229 
1388    572820.   775200.     5560.   1.95   -17.93   1.094   -1.022 
1387    166620.   479180.     7380.   2.00   -18.54   1.098   -1.011 
1386    270780.   394100.     4700.   1.74   -18.64   1.349   -0.271 
1385    339020.   548960.     9180.   1.85   -18.81   1.381   -0.177 
1384    146300.   527460.    11740.   1.90   -19.47   1.663    0.652 
1383    243290.   337110.     7110.   1.85   -16.56   1.390   -0.151 
1382     33360.    84480.     2120.   1.96   -16.69   1.116   -0.959 
1381    167580.   222440.     1820.   1.68   -17.32   1.119   -0.949 
1380    259360.   404240.     6740.   1.93   -17.74   1.684    0.716 
1379     12580.    32300.     4740.   1.82   -16.74   1.126   -0.927 
1378    157180.   283240.     4540.   1.68   -19.07   1.413   -0.084 
1377    341000.   507120.     3860.   1.95   -16.44   1.700    0.764 
1376    135680.   306560.     3360.   1.97   -15.90   1.422   -0.058 
1375    126520.   322340.     6500.   1.74   -17.89   1.426   -0.044 
1374    102300.   150780.     3020.   1.66   -18.62   1.717    0.812 
1373    324300.   612280.     6080.   1.61   -16.78   1.148   -0.863 
1372    313220.  1148620.     8580.   1.89   -16.38   1.152   -0.852 
1371     62900.   196160.    11940.   1.83   -16.85   1.733    0.861 
1370    283420.   419880.     8340.   1.87   -15.81   1.159   -0.830 
1369    221110.   345240.     5360.   1.98   -19.29   1.745    0.894 
1368     10380.    28580.     3580.   2.10   -17.07   1.167   -0.808 
1367    645920.   945960.    15700.   1.78   -16.57   1.171   -0.797 
1366    645920.   945960.    15700.   1.78   -16.57   0.881   -1.650 
1365    217050.   549550.     9070.   1.88   -16.49   1.178   -0.774 
1364     70500.   130400.     5280.   1.86   -16.71   1.182   -0.763 
1363    290320.   418720.    12420.   1.88   -17.37   1.482    0.121 
1362    235920.   486580.    21680.   1.89   -15.64   0.595   -2.493 
1361    193760.   458440.     9320.   1.74   -15.67   1.492    0.149 
1360    379620.   604110.    15110.   2.07   -17.57   1.497    0.163 
1359    379640.   800620.    48300.   2.05   -16.86   1.201   -0.707 
1358    379640.   800620.    48300.   2.05   -16.86   0.904   -1.583 
1357    220060.   552760.    17520.   2.00   -16.32   0.907   -1.574 
1356    380370.   716890.    29480.   2.00   -15.78   1.819    1.113 
1355     52120.   185400.     4000.   1.84   -16.78   1.521    0.234 
1354     22140.    54180.     4700.   2.58   -17.15   1.831    1.147 
1353    223140.   426560.     6020.   1.89   -18.12   1.224   -0.639 
1352    223140.   426560.     6020.   1.89   -18.12   1.535    0.277 
1351    270440.   465540.     4720.   1.95   -18.88   1.848    1.199 
1350     53620.   256560.    26820.   3.05   -19.18   1.236   -0.604 
1349    321030.   537930.    12880.   2.02   -20.01   1.240   -0.592 
1348    811300.  1210820.    11580.   2.34   -17.40   1.555    0.335 
1347     36440.   148780.     4240.   2.24   -17.14   1.248   -0.569 
1346     36440.   148780.     4240.   2.24   -17.14   1.252   -0.557 
1345     70680.   218660.    10820.   2.15   -17.75   1.570    0.379 
1344    851600.  1186700.     9440.   2.60   -17.98   1.260   -0.534 
1343     29080.    69760.     6880.   3.15   -17.98   1.580    0.409 
1342    165640.   252900.     6240.   2.31   -19.64   1.268   -0.510 
1341    854160.  1340260.    13060.   2.40   -21.24   1.590    0.438 
1340    515040.  1237760.    27200.   3.02   -21.13   1.595    0.453 
1339    398760.   553640.    15000.   2.57   -18.16   0.640   -2.360 
1338    284100.   426540.    13440.   2.04   -17.28   1.605    0.483 
1337    484580.   714140.    12960.   3.00   -14.88   1.610    0.498 
1336    570580.   813720.    12660.   2.30   -14.51   0.646   -2.342 
1335    174220.   352780.    20940.   2.29   -17.32   1.944    1.482 
1334    427280.   708040.    24980.   2.09   -17.28   1.300   -0.415 
1333    645340.   924500.     8420.   2.81   -17.56   1.304   -0.403 
1332    454880.   829480.    31420.   2.11   -16.83   1.635    0.572 
1331    454880.   829480.    31420.   2.11   -16.83   1.313   -0.379 
1330    629000.  1273000.    14640.   2.50   -18.03   1.646    0.603 
1329    440620.  1060660.    63160.   2.39   -18.27   1.321   -0.354 
1328    284160.  1054000.    36400.   2.11   -17.91   1.656    0.633 
1327    487200.   761190.    17710.   2.11   -19.60   1.661    0.648 
