# Quelccaya Ice Cap, Peru 1200 Year Trace Element Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: http://ncdc.noaa.gov/paleo/study/17418
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/icecore/trop/quelccaya/quelccaya2015elem5yrefcmed.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Ice Cores
#--------------------
# Contribution_Date
#	Date: 2015-02-09
#--------------------
# Title
#	Study_Name: Quelccaya Ice Cap, Peru 1200 Year Trace Element Data
#--------------------
# Investigators
# 	Investigators: Uglietti, C; Gabrielli, P; Cooke, C.A.; Vallelonga, P; Thompson, L.G.  
#--------------------
# Description_and_Notes
#	Description: Trace element data from ice cores collected on the North Dome of the Quelccaya Ice Cap, Peru. 
#	5-year median/average concentration, enrichment factor and flux of trace elements for the Quelccaya 
#	North Dome (QND) ice core from 795 to 1990 AD. Concentrations, fluxes and enrichment factors of 
#	Ag, Al, As, Bi, Cd, Co, Cr, Cu, Fe, Mn, Mo, Pb, Rb, Sb, Ti, Tl, U and V are included. 
#
#	Raw concentration data are at annual or decadal resolution for the past 1200 years and are based on freshly 
#	cut ice samples. Included are 5 years average and median concentration, enrichment factor (EFc) and flux 
#	of trace elements for the Quelccaya North Dome core from  795 to 1990 AD; 5 years average/median concentrations 
#	and EFc are calculated as average/median of the individual sample values 5 years average/median fluxes 
#	are calculated as average/median of annual fluxes that are obtained by using reconstructed annual snow 
#	accumulation and average annual trace element concentration. Raw concentration data will be released after 
#	the planned successive publication of the detailed trace element records or within 5 years from the publication 
#	of the 2015 PNAS trace element paper.  Time scale is from Thompson et al. (2013) Science, vol. 340, 6135, 945-950. 
#	The North Dome core was dated by layer counting to 1395 AD, and was also constrained by the 1600 AD
#	Huaynaputina volcanic event. From 1395 AD to 1000 AD dating was accomplished by matching the 
#	isotopic record to that of the Quelccaya Summit Dome core.
#
#--------------------
# Publication 
# 	Authors: Chiara Uglietti, Paolo Gabrielli, Colin A. Cooke, Paul Vallelonga, and Lonnie G. Thompson
#	Published_Date_or_Year: 2015-02-09 
#	Published_Title: Widespread pollution of the South American atmosphere predates the industrial revolution by 240 y
#	Journal_Name: Proceedings of the National Academy of Sciences
#	Volume: 
#	Edition: 
#	Issue: 
#	Pages: 
#	DOI: 10.1073/pnas.1421119112
#	Online_Resource: 
#	Full_Citation: 
#	Abstract: In the Southern Hemisphere, evidence for preindustrial atmospheric pollution is restricted to a few geological archives of low temporal resolution that record trace element deposition originating from past mining and metallurgical operations in South America. Therefore, the timing and the spatial impact of these activities on the past atmosphere remain poorly constrained. Here we present an annually resolved ice core record (A.D. 793-1989) from the high-altitude drilling site of Quelccaya (Peru) that archives preindustrial and industrial variations in trace elements. During the precolonial period (i.e., pre-A.D. 1532), the deposition of trace elements was mainly dominated by the fallout of aeolian dust and of ash from occasional volcanic eruptions, indicating that metallurgic production during the Inca Empire (A.D. 1438-1532) had a negligible impact on the South American atmosphere. In contrast, a widespread anthropogenic signal is evident after around A.D. 1540, which corresponds with the beginning of colonial mining and metallurgy in Peru and Bolivia, ~240 y before the Industrial Revolution. This shift was due to a major technological transition for silver extraction in South America (A.D. 1572), from lead-based smelting to mercury amalgamation, which precipitated a massive increase in mining activities. However, deposition of toxic trace metals during the Colonial era was still several factors lower than 20th century pollution that was unprecedented over the entirety of human history.
#------------------
# Funding_Agency 
#	Funding_Agency_Name: US National Science Foundation 
#	Grant: ATM-0318430, MRI-0820779
#------------------
# Site_Information 
#	Site_Name: Quelccaya North Dome Ice Core
#	Location: South America>Peru
#	Country: Peru
#	Northernmost_Latitude: -13.91379
#	Southernmost_Latitude: -13.91379
#	Easternmost_Longitude: -70.80607
#	Westernmost_Longitude: -70.80607
#	Elevation: 5600 m  
#------------------
# Data_Collection   
#	Collection_Name: Quelccaya2015elem5YrEFcMed
#	Earliest_Year: 795
#	Most_Recent_Year: 1990
#	Time_Unit: AD
#	Core_Length: 128.49 m 
#	Notes: 
#------------------
# Chronology: 
#
# The North Dome core was dated by layer counting to 1395 AD, and was also constrained by the 1600 AD
# Huaynaputina volcanic event. From 1395 AD to 1000 AD dating was accomplished by matching the 
# isotopic record to that of the Quelccaya Summit Dome core.
#
#
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age_AD	age, , , year AD, , , First thermal year (AD) after the five-years period considered, ,N
##Ag EFcM	Silver median crustal enrichment factor, , , , , , , ,N
##Al EFcM	Aluminum median crustal enrichment factor, , , , , , , ,N
##As EFcM	Arsenic median crustal enrichment factor, , , , , , , ,N
##Bi EFcM	Bismuth median crustal enrichment factor, , , , , , , ,N
##Cd EFcM	Cadmium median crustal enrichment factor, , , , , , , ,N
##Co EFcM	Cobalt median crustal enrichment factor, , , , , , , ,N
##Cr EFcM	Chromium median crustal enrichment factor, , , , , , , ,N
##Cu EFcM	Copper median crustal enrichment factor, , , , , , , ,N
##Fe EFcM	Iron median crustal enrichment factor, , , , , , , ,N
##Mn EFcM	Manganese median crustal enrichment factor, , , , , , , ,N
##Mo EFcM	Aluminum median crustal enrichment factor, , , , , , , ,N
##Pb EFcM	Lead median crustal enrichment factor, , , , , , , ,N
##Rb EFcM	Rubidium median crustal enrichment factor, , , , , , , ,N
##Sb EFcM	Antimony median crustal enrichment factor, , , , , , , ,N
##Ti EFcM	Titanium median crustal enrichment factor, , , , , , , ,N
##Tl EFcM	Thallium median crustal enrichment factor, , , , , , , ,N
##U EFcM	Uranium median crustal enrichment factor, , , , , , , ,N
##V EFcM	Vanadium median crustal enrichment factor, , , , , , , ,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values:  
# Quelccaya 2003 North Dome core 5-years median crustal enrichment factor from 795 AD to 1990 AD 
#
age_AD	Ag EFcM	Al EFcM	As EFcM	Bi EFcM	Cd EFcM	Co EFcM	Cr EFcM	Cu EFcM	Fe EFcM	Mn EFcM	Mo EFcM	Pb EFcM	Rb EFcM	Sb EFcM	Ti EFcM	Tl EFcM	U EFcM	V EFcM
1560	1.64	0.94	0.34	0.24	4.37	1.84	2.61	4.89	1.00	0.38	13.10	1.51	0.31	0.79	0.66	0.17	0.20	1.64
1555	1.72	0.83	0.40	0.31	2.54	1.43	3.18	5.12	1.00	0.33	14.81	2.13	0.31	1.27	0.66	0.18	0.23	1.36
1550	1.57	0.91	0.28	0.25	3.08	1.56	3.58	4.41	1.00	0.40	12.14	1.55	0.28	0.67	0.65	0.18	0.28	1.69
1545	1.19	0.71	0.27	0.23	4.23	1.50	3.25	5.29	1.00	0.31	13.93	1.29	0.20	0.55	0.57	0.13	0.17	1.44
1540	0.70	0.79	0.25	0.17	2.47	1.58	2.35	3.34	1.00	0.48	8.79	1.03	0.24	0.29	0.63	0.15	0.17	1.55
1535	1.17	0.96	0.33	0.22	2.82	1.77	2.43	3.96	1.00	0.46	9.08	1.04	0.21	0.37	0.60	0.15	0.23	1.50
1530	1.12	0.90	0.32	0.23	1.73	1.78	2.24	4.89	1.00	0.42	8.47	0.90	0.21	0.29	0.63	0.16	0.16	1.60
1525	1.76	0.76	0.37	0.38	2.39	1.58	2.28	5.05	1.00	0.47	10.09	1.26	0.21	0.35	0.55	0.13	0.20	1.59
1520	0.92	0.72	0.39	0.27	2.47	1.78	1.99	4.88	1.00	0.49	7.04	1.06	0.22	0.31	0.56	0.16	0.24	1.45
1515	1.21	0.79	0.35	0.19	1.50	1.96	1.59	3.94	1.00	0.58	8.25	0.84	0.21	0.19	0.60	0.15	0.23	1.60
1510	1.22	0.76	0.31	0.16	1.92	2.08	1.94	3.98	1.00	0.59	8.47	0.86	0.24	0.21	0.66	0.16	0.22	1.64
1505	3.17	0.83	0.41	0.29	5.91	2.05	3.37	8.17	1.00	0.45	12.78	0.96	0.23	0.31	0.69	0.17	0.21	1.69
1500	1.82	0.78	0.34	0.30	2.20	1.54	2.13	4.38	1.00	0.40	8.51	1.10	0.19	0.20	0.62	0.15	0.17	1.65
1495	1.04	0.92	0.37	0.19	3.04	1.61	1.81	5.98	1.00	0.29	7.76	0.83	0.18	0.16	0.64	0.14	0.20	1.52
1490	1.44	0.82	0.30	0.14	1.58	1.39	1.69	3.74	1.00	0.44	5.84	0.85	0.16	0.14	0.71	0.14	0.18	1.47
1485	1.27	0.81	0.30	0.09	0.73	1.42	1.11	3.28	1.00	0.37	4.95	0.69	0.23	0.13	0.65	0.16	0.15	1.44
1480	1.78	0.79	0.24	0.08	1.24	1.48	1.68	4.92	1.00	0.36	6.85	0.74	0.20	0.18	0.60	0.14	0.20	1.34
1475	1.70	0.87	0.29	0.12	1.67	1.59	1.91	5.69	1.00	0.38	8.94	1.23	0.20	0.23	0.62	0.15	0.20	1.48
1470	4.84	0.93	0.30	0.11	3.61	1.53	3.06	12.13	1.00	0.46	14.59	1.57	0.21	0.50	0.60	0.21	0.15	1.47
1465	3.05	1.01	0.26	0.11	3.03	1.43	3.26	6.47	1.00	0.50	8.90	1.72	0.22	0.30	0.62	0.19	0.17	1.50
1460	0.98	0.78	0.24	0.08	0.86	1.61	1.27	2.72	1.00	0.46	5.95	0.76	0.18	0.16	0.59	0.13	0.16	1.47
1455	1.27	0.76	0.23	0.07	0.94	1.39	1.35	2.99	1.00	0.47	4.81	0.78	0.17	0.11	0.56	0.11	0.16	1.40
1450	2.79	0.93	0.26	0.08	1.14	1.51	1.56	4.59	1.00	0.45	5.66	1.01	0.18	0.16	0.54	0.13	0.18	1.35
1445	3.88	1.05	0.31	0.11	1.59	1.61	2.19	7.67	1.00	0.44	8.09	1.05	0.22	0.14	0.68	0.17	0.15	1.39
1440	1.68	1.00	0.21	0.11	0.97	1.21	1.23	3.69	1.00	0.32	4.26	0.81	0.18	0.09	0.66	0.12	0.14	1.23
1435	2.75	0.74	0.26	0.10	1.03	1.30	1.73	3.67	1.00	0.26	5.09	0.84	0.16	0.14	0.53	0.12	0.16	1.15
1430	2.33	0.74	0.20	0.08	11.22	1.22	1.66	3.18	1.00	0.33	7.22	1.27	0.21	0.18	0.65	0.14	0.15	1.28
1425	1.53	0.96	0.24	0.09	1.09	1.29	1.16	3.63	1.00	0.40	5.61	0.74	0.15	0.11	0.58	0.10	0.16	1.39
1420	1.41	1.05	0.29	0.12	0.98	1.35	2.36	4.20	1.00	0.34	5.88	0.85	0.16	0.13	0.63	0.13	0.15	1.47
1415	2.18	0.83	0.27	0.14	1.24	1.34	1.67	4.24	1.00	0.42	6.97	1.00	0.20	0.17	0.63	0.15	0.14	1.42
1410	1.70	0.77	0.27	0.18	1.39	1.41	1.83	4.25	1.00	0.42	6.66	1.10	0.18	0.23	0.55	0.12	0.19	1.47
1405	1.49	0.85	0.25	0.08	0.85	1.49	1.30	3.16	1.00	0.44	6.32	0.79	0.18	0.12	0.60	0.14	0.18	1.44
1400	0.94	0.76	0.28	0.08	1.00	1.38	1.04	2.64	1.00	0.46	6.21	0.75	0.19	0.11	0.55	0.14	0.18	1.56
1395	0.83	0.82	0.23	0.08	0.88	1.47	0.99	2.04	1.00	0.44	5.17	0.74	0.23	0.10	0.63	0.15	0.16	1.41
1390	4.53	1.04	0.33	0.12	1.60	1.55	2.12	7.04	1.00	0.40	8.40	0.87	0.24	0.17	0.65	0.19	0.17	1.56
1385	2.13	0.87	0.32	0.13	1.03	1.47	1.25	3.88	1.00	0.31	7.18	0.97	0.20	0.16	0.66	0.19	0.15	1.51
1380	3.51	0.95	0.30	0.24	1.27	1.07	1.37	5.46	1.00	0.22	7.17	1.02	0.20	0.24	0.59	0.21	0.13	1.46
1375	6.17	1.23	0.30	0.31	2.01	0.97	1.47	8.31	1.00	0.19	7.66	1.14	0.27	0.27	0.96	0.25	0.11	1.44
1370	2.46	0.89	0.30	0.15	0.83	1.08	1.04	3.96	1.00	0.22	5.18	0.78	0.24	0.12	0.68	0.17	0.09	1.38
1365	2.87	0.82	0.27	0.14	1.24	1.11	1.06	6.30	1.00	0.19	6.19	1.30	0.25	0.26	0.57	0.16	0.07	1.37
1360	10.48	1.34	0.68	0.33	2.80	1.15	2.60	15.15	1.00	0.21	19.17	1.83	0.32	0.38	0.66	0.32	0.10	1.23
1355	5.71	0.79	0.31	0.14	3.51	1.24	1.81	10.51	1.00	0.31	7.28	1.17	0.24	0.19	0.56	0.17	0.09	1.55
1350	2.93	1.01	0.36	0.11	0.78	1.16	1.29	4.58	1.00	0.28	6.69	0.83	0.25	0.14	0.58	0.15	0.12	1.53
1345	3.42	0.65	0.33	0.14	1.26	1.24	1.40	4.45	1.00	0.36	9.46	0.81	0.21	0.21	0.49	0.13	0.18	1.56
1340	1.97	0.80	0.31	0.23	0.76	1.41	1.30	3.95	1.00	0.49	7.43	0.77	0.28	0.13	0.53	0.16	0.17	1.52
1335	4.22	1.05	1.41	0.15	4.48	1.62	5.09	8.73	1.00	0.43	9.22	1.43	0.25	0.26	0.55	0.17	0.17	1.44
1330	6.50	0.95	0.31	0.15	4.07	1.86	3.17	12.01	1.00	0.52	9.69	1.27	0.19	0.32	0.49	0.17	0.14	1.56
1325	1.40	1.06	0.30	0.10	3.92	2.10	1.55	4.36	1.00	0.68	6.05	1.08	0.20	0.15	0.54	0.18	0.15	1.42
1320	2.01	0.67	0.47	0.07	64.17	1.30	1.72	3.73	1.00	0.38	7.16	1.00	0.19	0.37	0.45	0.17	0.11	1.03
1315	1.10	0.71	0.35	0.09	0.67	1.67	1.21	3.03	1.00	0.50	6.24	0.86	0.18	0.14	0.43	0.12	0.15	1.46
1310	1.70	0.72	0.28	0.08	0.66	2.04	1.38	3.59	1.00	0.38	6.18	0.72	0.17	0.11	0.50	0.12	0.14	1.45
1305	1.48	0.68	0.34	0.09	0.65	1.22	1.12	3.16	1.00	0.31	4.94	0.91	0.19	0.19	0.53	0.13	0.18	1.28
1300	1.14	0.71	0.32	0.07	1.12	1.59	1.63	2.93	1.00	0.35	4.38	0.86	0.17	0.12	0.52	0.12	0.17	1.62
1295	1.94	0.77	0.35	0.07	5.22	1.34	1.14	4.21	1.00	0.35	7.49	0.91	0.21	0.16	0.47	0.14	0.19	1.54
1290	1.61	0.91	0.36	0.08	1.41	1.88	1.24	3.01	1.00	0.54	4.93	0.91	0.20	0.14	0.52	0.13	0.18	1.47
1285	2.22	0.91	0.43	0.09	3.62	2.53	1.08	3.70	1.00	0.79	5.78	1.00	0.16	0.15	0.53	0.13	0.24	1.60
1280	5.62	1.06	0.51	0.08	7.14	2.94	1.33	4.00	1.00	0.87	5.49	1.34	0.22	0.17	0.51	0.16	0.54	1.65
1275	2.35	0.75	0.29	0.09	1.95	1.34	1.34	4.25	1.00	0.50	5.50	0.78	0.18	0.14	0.42	0.13	0.16	1.18
1270	1.42	0.83	0.33	0.08	1.32	1.45	1.36	3.79	1.00	0.46	7.33	0.87	0.19	0.15	0.46	0.14	0.18	1.31
1265	1.84	0.97	0.28	0.09	2.09	2.04	3.30	4.11	1.00	0.81	4.93	0.99	0.22	0.15	0.54	0.16	0.17	1.35
1260	2.01	0.86	0.26	0.10	2.69	1.42	2.34	4.45	1.00	0.47	5.66	1.11	0.22	0.13	0.57	0.14	0.16	1.31
1255	0.89	0.83	0.29	0.07	1.58	1.40	0.98	3.07	1.00	0.44	5.39	0.85	0.20	0.11	0.50	0.14	0.17	1.34
1250	1.53	0.82	0.34	0.10	1.58	1.41	1.96	3.43	1.00	0.35	4.81	0.90	0.19	0.12	0.51	0.14	0.16	1.39
1245	1.17	0.83	0.27	0.10	1.18	1.51	1.05	3.20	1.00	0.47	4.52	0.88	0.20	0.14	0.46	0.14	0.16	1.30
1240	2.03	0.95	0.29	0.10	2.08	1.44	2.24	4.95	1.00	0.41	9.38	1.15	0.19	0.45	0.58	0.16	0.19	1.41
1235	1.58	0.90	0.22	0.08	1.55	1.28	1.37	3.16	1.00	0.39	4.97	0.95	0.24	0.14	0.73	0.16	0.16	1.37
1230	0.77	0.73	0.26	0.11	0.61	1.30	1.02	2.73	1.00	0.35	5.23	0.68	0.18	0.12	0.52	0.11	0.19	1.26
1225	1.68	0.82	0.24	0.07	1.93	1.67	2.11	3.86	1.00	0.48	5.46	0.78	0.18	0.17	0.59	0.12	0.16	1.37
1220	2.53	1.06	0.28	0.11	2.84	1.57	2.34	5.89	1.00	0.42	8.28	1.48	0.20	0.29	0.61	0.16	0.18	1.34
1215	3.07	1.36	0.23	0.18	10.64	1.70	4.44	9.26	1.00	0.47	10.26	4.20	0.20	0.59	1.18	0.14	0.21	1.42
1210	2.16	0.83	0.25	0.10	2.08	1.16	1.45	4.89	1.00	0.52	7.11	0.90	0.22	0.20	0.67	0.16	0.27	1.32
1205	0.79	0.71	0.18	0.08	0.83	1.38	1.09	2.14	1.00	0.46	4.29	0.77	0.23	0.14	0.72	0.14	0.15	1.22
1200	1.40	0.91	0.27	0.11	1.23	1.46	2.47	3.92	1.00	0.38	7.64	0.74	0.18	0.14	0.55	0.13	0.17	1.43
1195	6.15	1.24	0.40	0.18	2.64	1.80	3.81	6.56	1.00	0.40	8.98	0.97	0.25	0.20	0.47	0.20	0.17	1.66
1190	5.13	1.07	0.37	0.14	2.18	1.62	2.82	4.59	1.00	0.41	6.38	0.99	0.22	0.17	0.45	0.14	0.22	1.51
1185	2.43	0.95	0.28	0.13	1.34	1.49	2.69	4.93	1.00	0.32	6.63	0.85	0.21	0.14	0.56	0.15	0.15	1.49
1180	4.69	1.04	0.40	0.20	1.99	1.45	9.99	6.00	1.00	0.34	14.40	1.36	0.20	0.17	0.49	0.14	0.14	1.60
1175	3.61	0.83	0.26	0.16	1.58	1.48	4.51	5.57	1.00	0.48	12.18	1.16	0.24	0.19	0.56	0.15	0.15	1.70
1170	6.54	0.98	0.25	0.25	3.93	1.63	27.34	6.59	1.00	0.41	22.71	0.91	0.16	0.20	0.49	0.13	0.12	1.49
1165	189.71	1.17	0.27	0.23	7.19	2.01	2.69	35.18	1.00	0.69	10.12	1.61	0.27	0.37	0.54	0.18	0.14	1.60
1160	6.70	1.09	0.29	0.17	2.03	1.59	1.64	7.24	1.00	0.45	5.89	0.97	0.20	0.25	0.43	0.14	0.18	1.62
1155	11.34	1.01	0.26	0.18	5.09	1.78	1.66	16.61	1.00	0.49	6.46	1.29	0.20	1.05	0.47	0.13	0.16	1.48
1150	3.00	0.93	0.26	0.14	0.73	1.52	1.59	3.38	1.00	0.30	4.24	0.73	0.22	0.11	0.83	0.14	0.12	1.79
1145	2.29	0.90	0.26	0.14	1.16	1.31	1.39	5.22	1.00	0.34	5.05	0.99	0.19	0.11	0.61	0.12	0.16	1.50
1140	1.96	0.76	0.25	0.10	3.13	1.41	1.85	4.80	1.00	0.43	8.15	1.04	0.15	0.15	0.63	0.11	0.16	1.41
1135	1.98	0.75	0.25	0.10	4.64	1.36	1.78	5.04	1.00	0.45	8.83	1.10	0.16	0.15	0.56	0.10	0.16	1.40
1130	1.77	0.73	0.23	0.10	3.93	1.48	1.52	4.44	1.00	0.46	7.91	1.13	0.18	0.14	0.53	0.10	0.16	1.34
1125	1.83	0.77	0.27	0.13	2.34	1.75	2.47	3.91	1.00	0.61	7.30	1.00	0.18	0.19	0.48	0.14	0.19	1.31
1120	1.76	0.84	0.25	0.11	6.27	2.09	1.95	5.26	1.00	0.73	6.52	1.22	0.14	0.14	0.53	0.11	0.22	1.31
1115	4.13	0.90	0.21	0.14	8.60	1.92	2.85	8.70	1.00	0.57	7.21	2.67	0.18	0.19	0.60	0.10	0.18	1.39
1110	1.46	0.80	0.27	0.10	2.97	1.54	1.38	3.66	1.00	0.49	5.56	1.36	0.19	0.14	0.58	0.11	0.20	1.38
1105	1.75	0.69	0.23	0.10	2.89	1.32	1.61	3.49	1.00	0.42	4.85	1.20	0.15	0.12	0.53	0.10	0.24	1.26
1100	2.76	0.94	0.24	0.34	11.55	1.65	4.15	11.63	1.00	0.45	11.33	3.55	0.18	0.53	0.62	0.11	0.20	1.38
1095	2.21	0.74	0.19	0.11	4.47	1.48	1.87	4.63	1.00	0.53	6.15	2.66	0.20	0.15	0.52	0.13	0.17	1.24
1090	1.62	0.82	0.27	0.11	2.67	1.45	1.91	3.72	1.00	0.45	5.66	1.66	0.21	0.15	0.55	0.13	0.17	1.27
1085	1.11	0.74	0.21	0.09	1.51	1.63	1.31	3.18	1.00	0.46	5.33	0.99	0.16	0.14	0.62	0.10	0.18	1.28
1080	2.10	0.76	0.22	0.09	2.06	1.49	1.37	3.79	1.00	0.46	5.75	1.14	0.19	0.13	0.64	0.11	0.17	1.30
1075	4.14	0.70	0.19	0.11	3.86	1.39	1.43	4.46	1.00	0.46	5.42	1.03	0.17	0.12	0.64	0.10	0.16	1.21
1070	1.66	0.80	0.23	0.11	5.09	1.32	2.09	5.41	1.00	0.43	6.52	1.26	0.18	0.16	0.76	0.12	0.23	1.31
1065	1.05	0.77	0.22	0.10	3.20	1.25	1.67	3.83	1.00	0.40	4.75	1.00	0.16	0.12	0.59	0.10	0.20	1.31
1060	3.42	1.02	0.24	0.17	12.93	1.83	3.20	8.15	1.00	0.50	7.43	3.46	0.18	0.28	0.59	0.13	0.35	1.25
1055	2.46	0.84	0.20	0.11	6.96	1.62	9.14	5.21	1.00	0.52	5.73	1.68	0.20	0.18	0.71	0.14	0.21	1.36
1050	1.34	0.60	0.26	0.07	0.98	1.31	1.29	2.44	1.00	0.40	4.67	0.56	0.13	0.09	0.48	0.08	0.14	1.29
1045	1.46	0.79	0.22	0.08	0.88	1.34	1.39	2.86	1.00	0.38	4.07	0.60	0.16	0.09	0.62	0.10	0.15	1.25
1040	1.36	0.75	0.24	0.08	1.01	1.30	1.19	2.25	1.00	0.47	3.76	0.68	0.16	0.08	0.84	0.10	0.17	1.31
1035	24.56	1.08	0.46	0.15	8.49	2.00	7.91	29.72	1.00	0.48	25.04	1.50	0.29	0.49	0.64	0.38	0.26	1.67
1030	19.39	1.08	0.41	0.14	7.03	1.97	6.71	23.67	1.00	0.47	23.67	1.57	0.24	0.39	0.59	0.30	0.24	1.58
1025	1.78	0.80	0.19	0.08	1.22	1.31	1.61	3.19	1.00	0.35	7.75	0.94	0.15	0.07	0.66	0.10	0.17	1.44
1020	1.19	0.73	0.20	0.08	0.63	1.28	1.07	2.40	1.00	0.38	3.77	0.75	0.14	0.08	0.57	0.10	0.15	1.37
1015	1.46	0.89	0.22	0.09	1.02	1.34	1.33	3.09	1.00	0.42	4.19	0.76	0.19	0.10	0.56	0.13	0.20	1.28
1010	3.46	0.94	0.21	0.12	0.86	1.31	1.31	4.37	1.00	0.43	4.71	0.68	0.30	0.14	0.62	0.17	0.17	1.23
1005	2.67	0.86	0.18	0.09	0.91	2.11	1.79	3.43	1.00	0.45	4.19	0.64	0.23	0.12	0.67	0.13	0.15	1.39
1000	2.75	0.82	0.18	0.08	1.71	2.14	11.82	3.44	1.00	0.46	7.28	2.05	0.14	0.10	0.63	0.09	0.14	1.41
995	6.08	0.91	0.23	0.10	3.02	1.63	19.71	6.36	1.00	0.48	12.29	3.25	0.15	0.16	0.59	0.12	0.17	1.40
990	7.37	1.04	0.28	0.10	3.02	1.71	3.40	7.91	1.00	0.53	9.55	1.14	0.20	0.24	0.61	0.18	0.23	1.64
985	2.41	0.86	0.21	0.10	1.64	1.36	1.45	3.75	1.00	0.46	5.14	0.94	0.17	0.12	0.68	0.11	0.21	1.31
980	2.29	0.71	0.17	0.07	1.37	1.26	1.24	2.99	1.00	0.44	4.46	0.70	0.13	0.15	0.70	0.09	0.13	1.18
975	1.30	0.68	0.23	0.08	1.82	1.25	1.31	2.41	1.00	0.41	4.52	0.68	0.15	0.16	0.56	0.09	0.18	1.28
970	1.16	0.71	0.29	0.10	2.42	1.20	1.37	2.78	1.00	0.39	5.52	0.90	0.16	0.14	0.61	0.10	0.20	1.31
965	1.27	0.73	0.25	0.10	1.50	1.37	1.81	2.96	1.00	0.43	5.07	1.09	0.17	0.11	0.56	0.10	0.14	1.30
960	1.47	0.73	0.21	0.10	1.90	1.46	2.63	2.98	1.00	0.41	4.50	0.88	0.18	0.19	0.76	0.11	0.16	1.37
955	1.12	0.82	0.33	0.13	1.86	1.72	2.83	2.59	1.00	0.67	6.29	1.03	0.19	0.14	0.61	0.12	0.19	1.35
950	0.95	0.88	0.29	0.11	1.88	1.42	2.15	2.79	1.00	0.55	5.19	0.95	0.19	0.14	0.52	0.12	0.21	1.33
945	1.01	0.75	0.18	0.08	1.81	1.21	1.45	2.44	1.00	0.44	3.87	0.88	0.18	0.10	0.59	0.11	0.15	1.23
940	0.88	0.70	0.19	0.08	0.93	1.71	1.72	2.08	1.00	0.57	3.71	0.79	0.18	0.10	0.69	0.10	0.16	1.35
935	1.05	0.71	0.25	0.09	1.24	1.84	1.43	2.36	1.00	0.69	4.32	0.96	0.15	0.12	0.48	0.09	0.14	1.25
930	1.20	0.79	0.24	0.10	2.03	1.85	1.60	2.68	1.00	0.68	4.35	0.91	0.16	0.11	0.54	0.10	0.15	1.33
925	0.96	0.79	0.24	0.10	1.96	1.56	1.52	2.52	1.00	0.60	4.07	0.90	0.16	0.22	0.56	0.10	0.16	1.32
920	1.58	0.84	0.25	0.11	3.10	1.62	1.23	3.38	1.00	0.60	5.04	1.03	0.21	0.20	0.58	0.13	0.28	1.21
915	1.39	0.80	0.21	0.10	2.05	1.59	1.59	2.85	1.00	0.53	4.74	0.92	0.18	0.11	0.60	0.11	0.17	1.25
910	1.53	0.85	0.23	0.12	3.66	1.50	2.11	3.45	1.00	0.48	5.23	1.17	0.18	0.13	0.59	0.11	0.17	1.28
905	0.96	0.83	0.22	0.11	2.23	1.41	1.28	2.83	1.00	0.52	4.64	1.11	0.17	0.14	0.51	0.10	0.22	1.35
900	0.80	0.81	0.21	0.09	2.59	1.80	1.39	2.82	1.00	0.50	4.63	0.90	0.13	0.12	0.53	0.09	0.19	1.45
895	1.24	0.79	0.19	0.09	2.59	1.38	1.35	3.64	1.00	0.48	4.34	1.09	0.15	0.14	0.55	0.09	0.21	1.29
890	1.38	0.71	0.27	0.08	1.66	1.28	1.48	3.26	1.00	0.45	4.80	0.90	0.15	0.51	0.54	0.10	0.18	1.32
885	2.02	0.76	0.21	0.08	2.62	1.79	1.69	4.56	1.00	0.56	4.95	0.93	0.16	0.23	0.58	0.10	0.16	1.42
880	1.77	0.77	0.19	0.09	2.57	1.69	1.62	4.13	1.00	0.52	5.03	0.97	0.17	0.11	0.60	0.10	0.15	1.41
875	1.23	0.79	0.30	0.12	3.46	1.51	1.68	3.68	1.00	0.50	4.82	1.09	0.16	0.13	0.64	0.10	0.17	1.40
870	1.65	0.80	0.38	0.15	5.57	1.67	2.50	4.93	1.00	0.57	5.48	1.71	0.15	0.15	0.64	0.09	0.18	1.35
865	2.76	0.69	0.21	0.12	5.15	1.72	3.27	6.10	1.00	0.59	6.74	2.38	0.18	0.13	0.55	0.10	0.12	1.18
860	0.92	0.69	0.18	0.08	1.21	1.14	1.17	2.40	1.00	0.39	3.79	0.82	0.19	0.09	0.61	0.11	0.15	1.22
855	0.91	0.72	0.21	0.09	1.12	1.20	1.18	2.56	1.00	0.40	4.37	0.82	0.17	0.10	0.54	0.10	0.17	1.20
850	1.35	0.73	0.20	0.10	2.05	1.20	1.87	3.23	1.00	0.39	5.04	1.71	0.18	0.13	0.57	0.11	0.15	1.26
