age_AD	thick_m
1559	0.112
1558	0.080
1557	0.112
1556	0.076
1555	0.092
1554	0.063
1553	0.093
1552	0.093
1551	0.062
1550	0.124
1549	0.078
1548	0.078
1547	0.093
1546	0.093
1545	0.093
1544	0.124
1543	0.078
1542	0.083
1541	0.085
1540	0.085
1539	0.051
1538	0.102
1537	0.102
1536	0.088
1535	0.068
1534	0.119
1533	0.085
1532	0.083
1531	0.096
1530	0.064
1529	0.100
1528	0.060
1527	0.060
1526	0.076
1525	0.076
1524	0.060
1523	0.076
1522	0.076
1521	0.076
1520	0.045
1519	0.076
1518	0.060
1517	0.091
1516	0.091
1515	0.060
1514	0.094
1513	0.076
1512	0.060
1511	0.091
1510	0.076
1509	0.076
1508	0.060
1507	0.076
1506	0.076
1505	0.060
1504	0.045
1503	0.076
1502	0.076
1501	0.060
1500	0.045
1499	0.095
1498	0.098
1497	0.082
1496	0.065
1495	0.085
1494	0.049
1493	0.082
1492	0.049
1491	0.082
1490	0.085
1489	0.049
1488	0.065
1487	0.069
1486	0.082
1485	0.082
1484	0.099
1483	0.064
1482	0.080
1481	0.064
1480	0.056
1479	0.048
1478	0.064
1477	0.064
1476	0.064
1475	0.095
1474	0.064
1473	0.064
1472	0.064
1471	0.064
1470	0.064
1469	0.064
1468	0.048
1467	0.079
1466	0.062
1465	0.046
1464	0.046
1463	0.062
1462	0.046
1461	0.046
1460	0.046
1459	0.062
1458	0.077
1457	0.046
1456	0.062
1455	0.046
1454	0.077
1453	0.062
1452	0.062
1451	0.046
1450	0.046
1449	0.062
1448	0.051
1447	0.067
1446	0.060
1445	0.060
1444	0.040
1443	0.050
1442	0.080
1441	0.070
1440	0.070
1439	0.060
1438	0.060
1437	0.040
1436	0.060
1435	0.060
1434	0.060
1433	0.070
1432	0.050
1431	0.060
1430	0.080
1429	0.040
1428	0.040
1427	0.050
1426	0.060
1425	0.060
1424	0.070
1423	0.050
1422	0.050
1421	0.040
1420	0.060
1419	0.040
1418	0.050
1417	0.060
1416	0.050
1415	0.060
1414	0.070
1413	0.030
1412	0.030
1411	0.040
1410	0.050
1409	0.060
1408	0.040
1407	0.060
1406	0.040
1405	0.060
1404	0.040
1403	0.050
1402	0.060
1401	0.060
1400	0.060
1399	0.040
1398	0.040
1397	0.080
1396	0.067
1395	0.040
1394	0.054
1393	0.040
1392	0.053
1391	0.054
1390	0.054
1389	0.053
1388	0.054
1387	0.040
1386	0.040
1385	0.054
1384	0.040
1383	0.067
1382	0.054
1381	0.040
1380	0.040
1379	0.054
1378	0.026
1377	0.041
1376	0.026
1375	0.041
1374	0.053
1373	0.055
1372	0.020
1371	0.040
1370	0.030
1369	0.040
1368	0.050
1367	0.040
1366	0.040
1365	0.060
1364	0.060
1363	0.050
1362	0.050
1361	0.040
1360	0.040
1359	0.060
1358	0.040
1357	0.050
1356	0.040
1355	0.040
1354	0.070
1353	0.050
1352	0.030
1351	0.050
1350	0.050
1349	0.050
1348	0.050
1347	0.070
1346	0.030
1345	0.050
1344	0.050
1343	0.050
1342	0.040
1341	0.050
1340	0.050
1339	0.040
1338	0.050
1337	0.050
1336	0.030
1335	0.040
1334	0.060
1333	0.040
1332	0.030
1331	0.050
1330	0.050
1329	0.030
1328	0.030
1327	0.060
1326	0.030
1325	0.033
1324	0.062
1323	0.050
1322	0.038
1321	0.037
1320	0.050
1319	0.038
1318	0.037
1317	0.050
1316	0.038
1315	0.037
1314	0.038
1313	0.037
1312	0.050
1311	0.037
1310	0.038
1309	0.037
1308	0.038
1307	0.037
1306	0.038
1305	0.025
1304	0.050
1303	0.037
1302	0.038
1301	0.037
1300	0.050
1299	0.038
1298	0.038
1297	0.040
1296	0.040
1295	0.039
1294	0.040
1293	0.039
1292	0.027
1291	0.026
1290	0.040
1289	0.039
1288	0.040
1287	0.053
1286	0.026
1285	0.040
1284	0.039
1283	0.053
1282	0.040
1281	0.040
1280	0.052
1279	0.040
1278	0.053
1277	0.039
1276	0.040
1275	0.040
1274	0.051
1273	0.024
1272	0.051
1271	0.039
1270	0.038
1269	0.038
1268	0.039
1267	0.051
1266	0.038
1265	0.026
1264	0.038
1263	0.052
1262	0.051
1261	0.038
1260	0.039
1259	0.038
1258	0.026
1257	0.038
1256	0.026
1255	0.051
1254	0.038
1253	0.039
1252	0.038
1251	0.051
1250	0.039
1249	0.038
1248	0.027
1247	0.048
1246	0.025
1245	0.049
1244	0.024
1243	0.037
1242	0.036
1241	0.025
1240	0.036
1239	0.049
1238	0.049
1237	0.036
1236	0.037
1235	0.049
1234	0.036
1233	0.049
1232	0.037
1231	0.024
1230	0.025
1229	0.024
1228	0.037
1227	0.024
1226	0.049
1225	0.049
1224	0.036
1223	0.061
1222	0.037
1221	0.049
1220	0.036
1219	0.050
1218	0.023
1217	0.035
1216	0.023
1215	0.023
1214	0.047
1213	0.035
1212	0.035
1211	0.023
1210	0.035
1209	0.035
1208	0.023
1207	0.035
1206	0.023
1205	0.035
1204	0.035
1203	0.035
1202	0.035
1201	0.035
1200	0.035
1199	0.035
1198	0.023
1197	0.035
1196	0.035
1195	0.047
1194	0.035
1193	0.023
1192	0.035
1191	0.035
1190	0.023
1189	0.035
1188	0.023
1187	0.033
1186	0.040
1185	0.030
1184	0.030
1183	0.040
1182	0.030
1181	0.050
1180	0.040
1179	0.050
1178	0.070
1177	0.050
1176	0.050
1175	0.060
1174	0.080
1173	0.040
1172	0.040
1171	0.020
1170	0.020
1169	0.050
1168	0.030
1167	0.020
1166	0.020
1165	0.050
1164	0.040
1163	0.030
1162	0.040
1161	0.050
1160	0.040
1159	0.040
1158	0.020
1157	0.040
1156	0.030
1155	0.030
1154	0.030
1153	0.030
1152	0.020
1151	0.040
1150	0.030
1149	0.040
1148	0.030
1147	0.040
1146	0.020
1145	0.030
1144	0.020
1143	0.060
1142	0.050
1141	0.020
1140	0.050
1139	0.030
1138	0.030
1137	0.040
1136	0.020
1135	0.030
1134	0.030
1133	0.030
1132	0.030
1131	0.040
1130	0.030
1129	0.022
1128	0.037
1127	0.037
1126	0.025
1125	0.049
1124	0.025
1123	0.025
1122	0.037
1121	0.025
1120	0.037
1119	0.055
1118	0.042
1117	0.028
1116	0.025
1115	0.037
1114	0.025
1113	0.037
1112	0.025
1111	0.037
1110	0.025
1109	0.049
1108	0.025
1107	0.025
1106	0.025
1105	0.025
1104	0.037
1103	0.025
1102	0.037
1101	0.025
1100	0.037
1099	0.025
1098	0.028
1097	0.032
1096	0.028
1095	0.036
1094	0.060
1093	0.036
1092	0.060
1091	0.024
1090	0.036
1089	0.060
1088	0.024
1087	0.024
1086	0.024
1085	0.060
1084	0.024
1083	0.024
1082	0.036
1081	0.024
1080	0.060
1079	0.024
1078	0.036
1077	0.024
1076	0.024
1075	0.024
1074	0.036
1073	0.024
1072	0.024
1071	0.024
1070	0.048
1069	0.024
1068	0.036
1067	0.024
1066	0.034
1065	0.039
1064	0.033
1063	0.022
1062	0.022
1061	0.033
1060	0.033
1059	0.033
1058	0.033
1057	0.022
1056	0.033
1055	0.022
1054	0.033
1053	0.033
1052	0.022
1051	0.033
1050	0.022
1049	0.033
1048	0.033
1047	0.022
1046	0.033
1045	0.033
1044	0.033
1043	0.022
1042	0.033
1041	0.033
1040	0.033
1039	0.022
1038	0.033
1037	0.044
1036	0.022
1035	0.022
1034	0.022
1033	0.033
1032	0.021
1031	0.030
1030	0.040
1029	0.023
1028	0.021
1027	0.021
1026	0.032
1025	0.021
1024	0.032
1023	0.032
1022	0.021
1021	0.021
1020	0.042
1019	0.053
1018	0.032
1017	0.021
1016	0.021
1015	0.042
1014	0.042
1013	0.021
1012	0.021
1011	0.032
1010	0.021
1009	0.021
1008	0.032
1007	0.042
1006	0.053
1005	0.032
1004	0.042
1003	0.032
1002	0.021
1001	0.021
1000	0.021
