"Year";"PAGES2013method_NB_infilled_posr_Plateau Recon";"2SE";"PAGES2013method_NB_infilled_posr_Plateau Recon decadal";"2SE_decadal";"REs_fullcal";"REs_verif1";"REs_verfi2";"Mean_RE"
1030;-0.0265442695191709;1.6936737948719;-0.163809783327315;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1031;-0.264950927330315;1.6936737948719;-0.166826590945156;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1032;-0.333300593735945;1.6936737948719;-0.183436948507717;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1033;-0.164119528047467;1.6936737948719;-0.19545157619487;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1034;-0.214594810625852;1.6936737948719;-0.191898539463439;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1035;-0.327914811943171;1.6936737948719;-0.166766419522878;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1036;-0.385734065923353;1.6936737948719;-0.126913061458406;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1037;-0.333466019424588;1.6936737948719;-0.0892693466563326;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1038;-0.0674487453507087;1.6936737948719;-0.0676371796509731;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1039;0.199088377266184;1.6936737948719;-0.0375440739898291;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1040;0.224776929886431;1.6936737948719;-0.00702051931535473;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1041;0.133582653314407;1.6936737948719;0.011466916555923;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1042;0.0431365542847909;1.6936737948719;0.00327248747964342;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1043;0.0522021420061293;1.6936737948719;-0.0419935062091704;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1044;0.0863362459855875;1.6936737948719;-0.0991903108199403;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1045;-0.0226792651984272;1.6936737948719;-0.133453265902404;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1046;-0.200859707210576;1.6936737948719;-0.138488728981778;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1047;-0.415410310187384;1.6936737948719;-0.135267462975645;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1048;-0.520108682238847;1.6936737948719;-0.141044135301882;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1049;-0.372879668841515;1.6936737948719;-0.161988057642541;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1050;-0.117852620938201;1.6936737948719;-0.177293554544749;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1051;0.0832280225206617;1.6936737948719;-0.183378925902777;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1052;0.0753492143461208;1.6936737948719;-0.18791971453209;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1053;-0.0055645812562437;1.6936737948719;-0.195738528523726;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1054;-0.123102977421;1.6936737948719;-0.214574468200805;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1055;-0.175734234220506;1.6936737948719;-0.250744644954307;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1056;-0.261713420790852;1.6936737948719;-0.299323080176504;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1057;-0.46081819648052;1.6936737948719;-0.342964461116295;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1058;-0.598296822155207;1.6936737948719;-0.377344332283794;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1059;-0.561239065612299;1.6936737948719;-0.399447313068171;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1060;-0.479554388473224;1.6936737948719;-0.415180607931284;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1061;-0.40255632970131;1.6936737948719;-0.400848955729108;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1062;-0.361064595051786;1.6936737948719;-0.321673916503601;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1063;-0.349363292931235;1.6936737948719;-0.211121699267613;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1064;-0.344132785264771;1.6936737948719;-0.112855254500461;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1065;-0.33306718285164;1.6936737948719;-0.00989911592887212;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1066;-0.118396898769092;1.6936737948719;0.103526232239924;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1067;0.330932195774551;1.6936737948719;0.198995275168649;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1068;0.50722535020468;1.6936737948719;0.258230748939935;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1069;0.421425382059221;1.6936737948719;0.283959575506877;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1070;0.550006997242661;1.6936737948719;0.298535687051698;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1071;0.731697151986655;1.6936737948719;0.294376490853101;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1072;0.593625834235462;1.6936737948719;0.254539046105336;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1073;0.242991444781629;1.6936737948719;0.20304362447968;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1074;-0.0868445195953522;1.6936737948719;0.149451708077347;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1075;-0.187306067403432;1.6936737948719;0.0704158633492392;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1076;-0.159988860755067;1.6936737948719;-0.0376627291438725;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1077;-0.0674422517030962;1.6936737948719;-0.148717425806365;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1078;-0.00772886605188051;1.6936737948719;-0.246451468025552;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1079;-0.114493781964106;1.6936737948719;-0.30939823617126;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1080;-0.24035145003842;1.6936737948719;-0.353413370763349;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1081;-0.349088772944462;1.6936737948719;-0.390804806455174;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1082;-0.516921132389461;1.6936737948719;-0.436331208404642;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1083;-0.734348977410247;1.6936737948719;-0.499691836106067;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1084;-0.716312201052429;1.6936737948719;-0.571478679112208;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1085;-0.627457413324322;1.6936737948719;-0.635041042765017;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1086;-0.533903217673313;1.6936737948719;-0.678615024056886;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1087;-0.522706271197778;1.6936737948719;-0.691527529120137;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1088;-0.641335143066137;1.6936737948719;-0.668511950131893;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1089;-0.832362212025514;1.6936737948719;-0.630580564791571;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1090;-0.875975086566509;1.6936737948719;-0.586732729201388;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1091;-0.784828585863149;1.6936737948719;-0.555221887382225;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1092;-0.646046183021978;1.6936737948719;-0.534269590340638;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1093;-0.504193187527804;1.6936737948719;-0.496136465833595;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1094;-0.336998347649207;1.6936737948719;-0.422742787927148;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1095;-0.188979057422491;1.6936737948719;-0.346043466910522;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1096;-0.218794799481678;1.6936737948719;-0.285853741181745;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1097;-0.313183300781912;1.6936737948719;-0.23399493952911;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1098;-0.260003897995711;1.6936737948719;-0.184453675872356;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1099;-0.098425432961043;1.6936737948719;-0.147022326933849;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1100;-0.108981876400246;1.6936737948719;-0.125050738281869;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1101;-0.182931328575375;1.6936737948719;-0.100472173484163;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1102;-0.127458166495629;1.6936737948719;-0.0691275312458992;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1103;-0.00878055096026707;1.6936737948719;-0.0519610414238418;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1104;0.0373151417358666;1.6936737948719;-0.0643693414921765;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1105;0.0307368290973096;1.6936737948719;-0.0868020077698728;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1106;0.0269908484953795;1.6936737948719;-0.113461662008953;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1107;0.000263121600724215;1.6936737948719;-0.152489561135291;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1108;-0.0883389997751373;1.6936737948719;-0.20133237295047;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1109;-0.22250843364439;1.6936737948719;-0.25347005610535;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1110;-0.33330853917721;1.6936737948719;-0.308213168305469;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1111;-0.449527870966178;1.6936737948719;-0.356762259127042;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1112;-0.517737157759012;1.6936737948719;-0.386255639995028;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1113;-0.497208669112052;1.6936737948719;-0.382372221654865;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1114;-0.484061689812932;1.6936737948719;-0.33412858816019;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1115;-0.51669429290388;1.6936737948719;-0.257796628862498;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1116;-0.458500059720358;1.6936737948719;-0.164889777669417;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1117;-0.294670687079131;1.6936737948719;-0.0786507899509434;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1118;-0.049504816373505;1.6936737948719;-0.00386320986789442;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1119;0.259927901302358;1.6936737948719;0.0681204541721374;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
1120;0.430011053799707;1.6936737948719;0.151732776706324;0.408091800886801;-0.52444911691114;-2.29219072477119;0.567648583981678;-0.862271070394754
