"Year";"PAGES2013method_NB_infilled_posr_WAIS Recon";"2SE";"PAGES2013method_NB_infilled_posr_WAIS Recon decadal";"2SE_decadal";"REs_fullcal";"REs_verif1";"REs_verfi2";"Mean_RE"
681;0.894500246454255;1.89338133860228;0.769529021872213;0.788869392675407;-0.103340616210491;-0.324794887275638;0.0689719773002482;-0.127911454987695
682;0.891836450288401;1.89338133860228;0.649834460050071;0.788869392675407;-0.103340616210491;-0.324794887275638;0.0689719773002482;-0.127911454987695
683;0.91198286969115;1.89338133860228;0.544724985879726;0.788869392675407;-0.103340616210491;-0.324794887275638;0.0689719773002482;-0.127911454987695
684;0.747455207518307;1.89338133860228;0.429922497104462;0.788869392675407;-0.103340616210491;-0.324794887275638;0.0689719773002482;-0.127911454987695
685;0.120755789647722;1.89338133860228;0.344587375211261;0.788869392675407;-0.103340616210491;-0.324794887275638;0.0689719773002482;-0.127911454987695
686;-0.454070891026162;1.89338133860228;0.283546816708282;0.788869392675407;-0.103340616210491;-0.324794887275638;0.0689719773002482;-0.127911454987695
687;-0.26306139884125;1.89338133860228;0.232355833219944;0.788869392675407;-0.103340616210491;-0.324794887275638;0.0689719773002482;-0.127911454987695
688;0.0158127522036395;1.89338133860228;0.253207678862078;0.788869392675407;-0.103340616210491;-0.324794887275638;0.0689719773002482;-0.127911454987695
689;0.0518013748223065;1.89338133860228;0.342841204146539;0.788869392675407;-0.103340616210491;-0.324794887275638;0.0689719773002482;-0.127911454987695
690;0.528861351354243;1.89338133860228;0.545420492198441;0.788869392675407;-0.103340616210491;-0.324794887275638;0.0689719773002482;-0.127911454987695
691;0.284094661424466;1.89338133860228;0.80582138443049;0.788869392675407;-0.103340616210491;-0.324794887275638;0.0689719773002482;-0.127911454987695
692;0.379926615405013;1.89338133860228;0.912463858976162;0.788869392675407;-0.103340616210491;-0.324794887275638;0.0689719773002482;-0.127911454987695
693;1.12050132611249;1.89338133860228;0.931290927590443;0.788869392675407;-0.103340616210491;-0.324794887275638;0.0689719773002482;-0.127911454987695
694;1.64379046036291;1.89338133860228;0.992845160358695;0.788869392675407;-0.103340616210491;-0.324794887275638;0.0689719773002482;-0.127911454987695
695;2.14654867016675;1.89338133860228;1.03385931641648;0.788869392675407;-0.103340616210491;-0.324794887275638;0.0689719773002482;-0.127911454987695
696;2.14993803129432;1.89338133860228;1.10803791462241;0.788869392675407;-0.103340616210491;-0.324794887275638;0.0689719773002482;-0.127911454987695
