"Year";"PAGES2013method_NB_infilled_posr_East-Antarctica Recon";"2SE";"PAGES2013method_NB_infilled_posr_East-Antarctica Recon decadal";"2SE_decadal";"REs_fullcal";"REs_verif1";"REs_verfi2";"Mean_RE"
1302;-0.109474609249737;1.13374730136253;-0.218109681654598;0.678144308598638;-0.00965031273953687;0.0152670776247555;-0.0550672168725295;-0.019900069623887
1303;-0.127007911620399;1.13374730136253;-0.293194976664818;0.678144308598638;-0.00965031273953687;0.0152670776247555;-0.0550672168725295;-0.019900069623887
1304;0.0232890511787111;1.13374730136253;-0.302102126538551;0.678144308598638;-0.00965031273953687;0.0152670776247555;-0.0550672168725295;-0.019900069623887
1305;0.0588522245401719;1.13374730136253;-0.201008663286492;0.678144308598638;-0.00965031273953687;0.0152670776247555;-0.0550672168725295;-0.019900069623887
1306;-0.428890597040483;1.13374730136253;-0.155644215713226;0.678144308598638;-0.00965031273953687;0.0152670776247555;-0.0550672168725295;-0.019900069623887
1307;-0.354066623520935;1.13374730136253;-0.133074899131746;0.678144308598638;-0.00965031273953687;0.0152670776247555;-0.0550672168725295;-0.019900069623887
1308;-0.708830158640557;1.13374730136253;-0.123581155148567;0.678144308598638;-0.00965031273953687;0.0152670776247555;-0.0550672168725295;-0.019900069623887
1309;-0.483281354378331;1.13374730136253;-0.154286196933243;0.678144308598638;-0.00965031273953687;0.0152670776247555;-0.0550672168725295;-0.019900069623887
1310;0.260026843677137;1.13374730136253;-0.192741333244323;0.678144308598638;-0.00965031273953687;0.0152670776247555;-0.0550672168725295;-0.019900069623887
1311;0.312940977922159;1.13374730136253;-0.145477242231023;0.678144308598638;-0.00965031273953687;0.0152670776247555;-0.0550672168725295;-0.019900069623887
1312;0.116218556565064;1.13374730136253;-0.0917215280991664;0.678144308598638;-0.00965031273953687;0.0152670776247555;-0.0550672168725295;-0.019900069623887
1313;-0.0320704717886051;1.13374730136253;-0.000152147457723439;0.678144308598638;-0.00965031273953687;0.0152670776247555;-0.0550672168725295;-0.019900069623887
1314;-0.283761366668049;1.13374730136253;0.0112878342011188;0.678144308598638;-0.00965031273953687;0.0152670776247555;-0.0550672168725295;-0.019900069623887
1315;-0.325699138570627;1.13374730136253;-0.0668092630272896;0.678144308598638;-0.00965031273953687;0.0152670776247555;-0.0550672168725295;-0.019900069623887
1316;0.0437503130925133;1.13374730136253;-0.105151318887663;0.678144308598638;-0.00965031273953687;0.0152670776247555;-0.0550672168725295;-0.019900069623887
1317;0.183490517797632;1.13374730136253;-0.146605627039156;0.678144308598638;-0.00965031273953687;0.0152670776247555;-0.0550672168725295;-0.019900069623887
1318;0.206863647773873;1.13374730136253;-0.116817157425093;0.678144308598638;-0.00965031273953687;0.0152670776247555;-0.0550672168725295;-0.019900069623887
1319;-0.368881537789909;1.13374730136253;-0.0321154550384474;0.678144308598638;-0.00965031273953687;0.0152670776247555;-0.0550672168725295;-0.019900069623887
1320;-0.520944128606947;1.13374730136253;0.0114789170030942;0.678144308598638;-0.00965031273953687;0.0152670776247555;-0.0550672168725295;-0.019900069623887
1321;-0.0704795806815791;1.13374730136253;-0.00555537809991661;0.678144308598638;-0.00965031273953687;0.0152670776247555;-0.0550672168725295;-0.019900069623887
1322;-0.298324524949861;1.13374730136253;0.0227320453620533;0.678144308598638;-0.00965031273953687;0.0152670776247555;-0.0550672168725295;-0.019900069623887
