Fedchenko Glacier, Tajikistan Trace Element Data 
----------------------------------------------------------------------- 
               World Data Center for Paleoclimatology, Boulder 
                                  and 
                     NOAA Paleoclimatology Program 
----------------------------------------------------------------------- 
NOTE: PLEASE CITE ORIGINAL REFERENCE WHEN USING THIS DATA!!!!! 


NAME OF DATA SET: Fedchenko Glacier, Tajikistan Trace Element Data 
LAST UPDATE: 7/2011 (Original receipt by WDC Paleo) 
CONTRIBUTORS: Aizen, V.B., P.A. Mayewski, E.M. Aizen, D.R. Joswiak, 
A.B. Surazakov, S. Kaspari, B. Grigholm, M. Krachler, M. Handley, 
and A. Finaev. 
IGBP PAGES/WDCA CONTRIBUTION SERIES NUMBER: 2011-098 


WDC PALEO CONTRIBUTION SERIES CITATION: 
Aizen, V.B., et al. 2011. 
Fedchenko Glacier, Tajikistan Trace Element Data. 
IGBP PAGES/World Data Center for Paleoclimatology 
Data Contribution Series # 2011-098. 
NOAA/NCDC Paleoclimatology Program, Boulder CO, USA. 


ORIGINAL REFERENCE: 
Aizen, V.B., P.A. Mayewski, E.M. Aizen, D.R. Joswiak, A.B. Surazakov, 
S. Kaspari, B. Grigholm, M. Krachler, M. Handley, and A. Finaev. 2009. 
Stable-isotope and trace element time series from Fedchenko 
glacier (Pamirs) snow/firn cores. 
Journal of Glaciology, Vol. 55, No. 190, pp. 275-291, April 2009. 
DOI: 10.3189/002214309788608787 

ABSTRACT: 
In summer 2005, two pilot snow/firn cores were obtained at 5365 
and 5206 m a.s.l. on Fedchenko glacier, Pamirs, Tajikistan, 
the world's longest and deepest alpine glacier. The well-defined 
seasonal layering appearing in stable-isotope and trace element 
distribution identified the physical links controlling the climate 
and aerosol concentration signals. Air temperature and humidity/
precipitation were the primary determinants of stable-isotope ratios. 
Most precipitation over the Pamirs originated in the Atlantic. 
In summer, water vapor was re-evaporated from semi-arid regions 
in central Eurasia. The semi-arid regions contribute to non-soluble 
aerosol loading in snow accumulated on Fedchenko glacier. In the 
Pamir core, concentrations of rare earth elements, major and other 
elements were less than those in the Tien Shan but greater than 
those in Antarctica, Greenland, the Alps and the Altai. 
The content of heavy metals in the Fedchenko cores is 2-14 times 
lower than in the Altai glaciers. Loess from Afghan-Tajik deposits 
is the predominant lithogenic material transported to the Pamirs. 
Trace elements generally showed that aerosol concentration tended 
to increase on the windward slopes during dust storms but tended 
to decrease with altitude under clear conditions. The trace element 
profile documented one of the most severe droughts in the 20th century. 




GEOGRAPHIC REGION: Pamir, Tajikistan, Central Asia 
PERIOD OF RECORD: 

FUNDING SOURCES: 
US National Science Foundation (ATM-0754644 and ATM-0754479), 
US National Oceanic and Atmospheric Administration (NA04OAR4600179) 
(to UI and UM). 



DESCRIPTION: 
High-resolution Major and Trace Element data from two shallow 2005 
Fedchenko Glacier ice cores from upper accumulation zone of the Pamir.  

Fedchenko Glacier ice cores: 
Core 1: 38.55°N, 72.26°E, 5365m elev., 12.58m core length
Core 2: 38.55°N, 72.26°E, 5206m elev., 9.14m core length 




DATA: 
1a. Fedchenko Glacier core 1 elements data, part 1 of 2 

Core 1 Sample#   Depth(m)    Sr(ppt)    Cd(ppt)    Sb(ppt)    Cs(ppt)    Ba(ppt)    La(ppt)    Ce(ppt)    Pr(ppt)    Nd(ppt)    Sm(ppq)    Eu(ppq)    Gd(ppq)    Tb(ppq)    Dy(ppq)    Ho(ppq)    Er(ppq)    Tm(ppq)
Ice Core 60         8.12    6261.28      26.11     115.43      33.10    5111.91     265.56     542.48      64.06     267.49   62174.23   15079.86   17273.14    9908.01   52952.17    9948.49   24682.24    3580.97
Ice Core 61         8.24    1771.91      44.58      23.57      23.04    2218.29     197.36     402.43      50.54     202.21   47947.27   10600.12   12624.90    6970.26   36307.10    6844.62   16314.00    2397.52
Ice Core 62         8.32     465.60      13.11      16.30      19.00    1040.30     116.37     237.73      28.28     110.14   26932.17    6511.38    7821.11    4301.16   22168.59    4180.99   10436.82    1506.31
Ice Core 63         8.39    3466.65      74.95     108.92      52.79    7773.94     433.14     886.31     108.36     459.18   98464.45   24590.40   29529.06   16315.22   87830.54   15659.59   42152.52    5563.01
Ice Core 64         8.48    1539.77      56.54      41.51      57.71    4052.88     530.55    1049.02     125.63     523.73  119291.98   27905.54   31506.39   17509.24   92262.19   17265.82   41002.46    5878.46
Ice Core 65         8.57    1076.45      50.84      33.14      28.04    2170.26     246.61     532.91      60.69     246.17   54877.26   12840.02   14728.29    7727.86   43508.00    8081.98   20459.19    2823.48
Ice Core 66         8.66   11550.10      26.64      60.97      17.45    3486.43     158.59     320.01      38.89     161.66   37205.57    9175.58   10201.79    5726.55   29412.22    5623.53   14249.07    2051.84
Ice Core 67         8.76    1298.60       2.27       5.67       1.94     316.27      14.50      31.74       3.94      15.45    3470.03     858.75    1237.17     489.46    2465.71     446.27    1159.96     172.63
Ice Core 68         8.87     654.39       3.20       5.02       2.94     348.29      32.02      70.84       8.50      33.16    6973.96    1617.75    2077.14     931.66    4947.41     914.89    2464.46     340.41
Ice Core 69         8.98     657.30      24.68      16.71       1.94     705.13      11.88      25.68       2.86      11.43    2484.80     708.01     953.57     407.67    2135.56     412.77     957.32     129.05
Ice Core 70         9.08     571.82       4.03       8.42       2.60     282.74      23.81      48.77       6.03      23.40    4763.33    1200.61    1560.27     719.28    3584.83     671.55    1656.66     223.41
Ice Core 71         9.18     482.38       4.44       7.49       2.64     297.90      23.06      50.92       5.64      23.27    5180.94    1183.88    1444.22     679.81    3392.62     681.55    1791.89     251.69
Ice Core 72          9.3    1691.51      13.22      15.00      16.00    2098.03     365.52     742.71      89.29     364.48   71313.03   14971.69   18568.09    9186.12   46027.11    8489.99   21337.30    2771.08
Ice Core 73         9.41    1634.12       8.79       9.77       4.92     976.92     108.53     215.44      25.90     106.54   20499.45    4485.86    5436.61    2600.59   13153.36    2501.10    6034.95     869.36
Ice Core 74         9.54     397.21       4.96       4.65       4.95     394.83      61.26     124.67      15.46      63.58   13358.63    3011.25    3474.87    1653.50    8812.63    1642.56    4217.43     605.02
Ice Core 75         9.65     617.53       2.74       3.32       3.48     399.10      47.34      97.18      12.31      44.56    9812.46    2210.53    2454.58    1316.31    7076.37    1365.81    2900.50     414.86
Ice Core 76         9.76    1016.71       3.89       5.09       7.28     491.97      47.80      99.88      12.64      52.24   11280.53    2590.54    3158.73    1570.52    8011.61    1462.44    3572.36     468.39
Ice Core 77         9.87     977.22       4.74       5.29       4.89     409.33      46.25      96.55      11.90      46.43    9572.37    2192.87    2622.22    1310.87    6969.36    1284.00    3262.45     458.15
Ice Core 78         9.98    2085.12       6.30      10.59       6.63     753.76      42.25      87.90      11.01      43.80    9428.02    2221.67    2630.02    1306.21    7036.46    1300.40    3259.70     466.52
Ice Core 79        10.08    1051.17       4.11       6.70       3.66     384.53      29.67      63.16       7.52      29.30    6421.69    1505.80    1944.70     884.81    4935.16     948.69    2245.65     319.64
Ice Core 80        10.19     289.71       1.68       2.30       6.20     218.85      29.77      61.86       7.16      30.08    6521.45    1584.54    1889.02     942.40    4988.93     900.16    2365.50     315.31
Ice Core 81         10.3     446.42       1.41       2.70       1.97     173.50      13.10      28.94       3.28      13.55    2748.35     697.33     919.77     388.65    2170.21     392.74     970.33     147.95
Ice Core 82        10.41     195.87       1.36       3.31       3.93     180.21      21.63      46.46       5.44      22.38    5253.15    1348.09    1663.40     855.56    4492.65     810.33    1961.00     278.80
Ice Core 83        10.51     114.14       1.35       2.90       2.37      89.29      11.94      26.38       3.13      12.42    2895.95     593.77     905.71     427.99    2529.56     492.44    1244.71     175.23
Ice Core 84        10.61      48.63       1.23       2.84       2.19      58.04       9.82      24.10       3.24      13.78    4184.38     362.21    1358.29     862.80    5043.24     970.80    2401.36     353.25
Ice Core 85         10.7     468.53       2.75       4.65       6.32     312.64      22.39      46.38       5.66      23.54    5278.27    1255.18    1605.77     797.45    4090.65     767.35    1846.28     247.93
Ice Core 86        10.79     179.40       1.33       3.35       3.18     119.08      12.70      25.61       3.17      13.25    2853.77     669.93     878.56     411.82    2086.10     416.80    1052.72     155.03
Ice Core 87         10.9     214.69       2.71       6.09       1.12      78.62       5.52       9.69       1.13       4.28    1001.86     231.24     374.86     133.87     714.18     131.06     321.87      52.32
Ice Core 88        11.01     328.89       1.97       4.48       2.05     130.25       6.13      12.64       1.61       6.12    1387.78     313.44     512.54     216.41    1186.38     230.33     581.25      88.80
Ice Core 89        11.12     159.72       0.67       2.62       1.06      65.52       4.16       8.14       1.00       3.97    1012.40     175.98     386.37     165.18     820.09     167.34     445.65      62.99
Ice Core 90        11.23     357.11       3.54       6.41       3.70     187.03      17.68      31.64       4.18      16.77    3911.12     877.79    1095.95     548.08    3237.67     609.10    1578.61     206.96
Ice Core 91        11.33     615.30       8.99      13.34       2.36     247.97      11.89      23.33       2.81      11.51    2711.08     657.63     892.62     420.35    2174.47     422.08    1107.93     154.16
Ice Core 92        11.43     462.44       5.88       6.63       5.04     263.07      27.74      54.09       6.95      28.20    5958.63    1235.22    1782.16     897.62    4781.27     854.83    2197.16     307.37
Ice Core 93        11.53     135.98       1.23       3.17       1.55      70.03     105.24     171.82      16.13      51.85    7844.91    1759.20    2233.64     671.66    2532.24     402.19     940.37      97.60
Ice Core 94        11.63     629.67       8.37      11.66      12.25     679.84      70.82     145.27      17.79      71.12   15269.81    3556.97    4298.14    2380.37   12528.95    2393.98    6195.46     828.24
Ice Core 95        11.71     533.17      11.56      20.90      15.42    1072.10     105.80     206.36      26.53     104.82   24805.04    5933.14    7069.70    3864.04   21851.00    4082.16   11433.00    1658.55
Ice Core 96        11.78     553.17      19.20      62.31      23.87    1348.76     134.86     279.30      34.57     140.86   32453.10    7597.32    9655.72    5171.13   27676.03    5268.69   13543.91    1799.70
Ice Core 97        11.86    4251.14     162.27      86.14      93.75    8790.21    1124.49    2361.41     273.41    1118.15  244213.04   54892.32   63635.06   34727.19  188696.87   33551.25   86898.71   11617.78
Ice Core 98        11.98    1084.49      64.20      39.80      36.61    2629.67     357.16     749.67      90.34     355.70   83128.26   18643.62   22012.49   11344.95   61524.94   12138.87   29205.31    3956.94
Ice Core 99         12.1    1133.89       8.53      21.21      12.41     699.73     104.64     215.24      26.55     101.35   24083.60    5450.46    6470.67    3408.84   17710.43    3183.79    8000.60    1085.51
Ice Core 100        12.2    1488.02       4.74       8.58       3.72     353.70      32.42      68.47       8.38      33.74    7081.75    1689.29    2058.20    1012.94    5222.68     983.04    2436.07     331.03
Ice Core 101        12.3     309.70       2.68       5.09       2.04     156.85      20.09      44.56       5.28      20.87    4150.31     974.86    1245.38     575.90    2951.23     579.90    1441.03     196.43
Ice Core 102        12.4     668.45       3.20       5.60       4.66     335.92      27.45      57.42       7.13      28.57    6484.93    1498.60    1839.21     928.55    4712.57     891.54    2222.82     334.79
Ice Core 103       12.49    1462.93      10.66      12.57      22.17    1416.71     130.58     257.25      33.88     136.63   31569.99    7387.90    8763.86    4607.50   24704.87    4536.55   11133.55    1610.12
Ice Core 104       12.58     352.09       2.99       2.83       1.74     227.74      18.39      39.62       4.86      19.18    4085.44     903.80    1245.77     544.32    2829.33     494.94    1154.41     178.68





1b. Fedchenko Glacier core 1 elements data, part 2 of 2 

Core 1 Sample(#Depth(m)    Yb(ppq)    Lu(ppq)    Pb(ppt)    Bi(ppt)     U(ppq)    As(ppt)    Tl(ppt)    Al(ppb)     S(ppb)    Ca(ppb)    Ti(ppt)     V(ppt)    Cr(ppt)    Mn(ppt)    Fe(ppb)    Co(ppt)
FreshSnow 1          0.0   65784.51    9418.55    3440.56      15.72   62024.35     828.07      13.13     506.44     265.27    3650.82   12575.63    1290.75     968.43   50156.93     527.36     765.31
SnowPit 1            0.1   46284.18    6567.28    3657.30      26.83   43583.56     726.49      10.82     423.94      10.08     426.50   15170.95    1009.81     911.40   17752.38     455.83     475.14
SnowPit 2            0.2   14831.38    2153.92    1577.57      14.72   14993.99     163.00       3.64     142.31      20.36     163.40    3732.97     269.38     274.56    3936.24     121.34     133.38
SnowPit 3            0.3    7417.48    1074.60     854.55       7.61    8600.86      99.07       1.71      68.35       4.27      42.41    2047.33     138.98     142.12    1795.84      70.54      59.22
SnowPit 4            0.4    4366.71     664.84     504.57       4.70    5999.37      67.22       1.29      42.70      15.89     105.39    1289.86      95.50      86.49    1840.19      40.84      46.02
SnowPit 5            0.5    2326.52     330.90     235.39       2.89    4680.65      34.11       0.61      25.45       4.59      23.72     783.18      48.75      42.75     733.90      23.20      35.81
SnowPit 6            0.6    3154.66     449.69     269.38       2.65    7355.34      52.43       1.28      37.62      14.28      74.15    1348.68      79.09      58.61    1359.10      36.85      31.51
SnowPit 7            0.7    4372.77     626.15     248.53       2.69    6626.45      55.95       1.23      44.74      20.51     157.80     927.82      94.04      86.47    2296.01      33.78      49.98
SnowPit 8            0.8    6465.36     852.22     289.06       2.18   12319.09      85.97       1.65      66.26      18.63     132.39    1440.69     147.17     126.54    3186.16      52.56      70.01
SnowPit 9            0.9    5743.78     806.23     309.38       2.38   10446.28     111.80       1.71      61.12      53.22     315.83    1355.37     156.01     125.80    3970.40      47.27      70.35
SnowPit 10           1.0    2027.00     286.07     154.50       1.65    5819.16      60.39       0.61      25.23      15.64      75.84     700.73      60.43      56.55     937.03      27.87      25.62
SnowPit 11           1.1    2446.56     349.44     179.81       2.50    3756.52      60.74       0.68      28.52      11.29      61.93     671.66      52.18      78.26    1055.30      23.09      22.08
SnowPit 12           1.2     422.24      65.76      47.06       0.48    1478.78      18.46       0.28       7.09      12.18      44.72     299.33      17.38      15.96     275.78       6.87       6.82
SnowPit 13           1.3     267.72      40.55      26.43       0.42     816.76      18.98       0.03       4.18      13.73      50.52     260.94      14.60      13.29     252.76       3.91       3.40
SnowPit 14           1.4     339.83      50.39      26.87       0.41    1462.69      32.77       0.45       3.42      36.15     170.58     107.70      24.71      14.18     660.78       3.72       6.02
SnowPit 15           1.5    1078.79     147.88     107.24       1.14    2698.65      48.43       0.86      12.46      55.66     232.52     448.05      57.16      31.74    1279.26      12.36      15.15
SnowPit 16           1.6    1317.07     185.40     137.58       0.95   10079.96      46.94       0.56      14.11      39.95     110.66     417.52      51.55      25.26     970.09      11.67      16.69
SnowPit 17           1.7    2832.15     420.13     111.34       1.08    5858.68      55.24       1.13      38.09      40.37     186.70    1321.53      85.22      66.83    1579.40      30.75      29.98
SnowPit 18           1.8    4849.99     723.66     208.55       2.11    9842.28      92.09       1.65      60.34      39.60     253.30    2611.42     136.84     122.95    2979.66      46.84      70.50
SnowPit 19           1.9    1764.53     249.19     125.94       0.78    2009.52      29.44       0.87      24.30      10.62      19.89     537.82      40.92      43.69     422.82      16.13      12.52
SnowPit 20           2.0    3386.30     472.48     122.52       0.74    3054.56      33.66       0.58      33.29      19.20      58.40     592.89      59.76      49.22     865.64      18.98      19.67
Ice Core 1           2.1    3096.69     430.15    1333.63      13.05    4272.48      52.75       2.86      77.17      98.73     275.32     967.77      78.24     482.30    7685.39      37.14      84.46
Ice Core 2         2.225     564.35      67.70      92.00       1.35     773.24      52.72       1.15       6.59      33.28      22.78     130.62      18.38     798.23     387.94      13.98       9.99
Ice Core 3          2.35     129.17      17.40      38.71       0.32     345.65       8.11       0.72       2.02       9.17       3.49     146.85       8.99      25.21      80.55       5.57       5.48
Ice Core 4          2.46     508.49      85.21     101.11       0.65     999.05      43.77       1.22       5.58      38.53      48.50     237.04      42.72      43.13     690.34       7.54      12.82
Ice Core 5          2.57    3539.86     404.17     201.31       1.83    4969.37      54.48       1.78      25.70      72.13                876.24      86.16      93.44    2395.64      28.10      41.88
Ice Core 6          2.66     997.12     123.92     100.32       0.55    1798.27      18.96       1.08       7.76      41.91      71.43     183.13      47.46      25.32     784.69       7.47      13.14
Ice Core 7          2.75     181.76      21.17      37.17       0.28     343.10      10.99       0.69       2.72      14.35       7.14     127.13      16.49     494.13     109.92       7.10       6.00
Ice Core 8          2.84     527.28      62.40      49.18       1.43    1199.81      12.83       0.70       7.52       8.19       8.22     269.77      20.89      24.86     181.17       7.47       6.89
Ice Core 9          2.93     318.11      44.88      48.29       1.07     889.83      33.27       0.90       3.79      30.48      29.23     102.11      27.89      19.12     318.50       4.53       7.98
Ice Core 10         3.04    2385.11     289.05     108.85       0.80    3681.63      65.11       1.62      22.53      60.21     192.13     537.28      78.22     214.29    1804.36      20.29      26.93
Ice Core 11         3.15    1405.85     197.16      71.64       0.87    4133.72      52.92       1.10      10.10      56.33      70.77     550.02      49.10      37.73     853.85      14.42      17.30
Ice Core 12        3.265     527.98      60.97     119.31       1.20    1097.45      47.75       1.27       5.35      56.27      32.02     222.88      37.13      25.12     526.32       5.13      10.82
Ice Core 13         3.38    1348.65     172.01     229.27       2.83    1372.16      73.48       1.24      11.47      26.75      37.81     455.92      42.91      29.88     461.54      13.59      10.26
Ice Core 14         3.48    1205.04     157.24     132.32       0.72    1687.13      56.53       1.83       9.47      76.54     150.50     232.96      78.11      28.94    1210.85       8.45      20.49
Ice Core 15         3.58    2505.31     315.44     418.51       1.13    7706.82      41.87       1.48      18.99      50.04      81.34     674.29      77.00      45.60     899.55      20.41      19.28
Ice Core 16         3.68    5439.51     622.60     462.98       2.55   11703.70      73.01       2.19      43.27      21.05     120.21    1687.34     123.62     107.42    2335.29      54.72      46.87
Ice Core 17         3.78    8600.30    1183.30     951.15       6.69   10277.58     175.22       3.60      55.57      59.93     290.87    2209.60     193.00     143.19    4896.58      71.92      64.34
Ice Core 18         3.91   16917.07    2245.57    3261.29      19.06   23511.15    1002.55      10.74     105.25     424.42    1881.12    3094.91     447.44     294.56   18912.35     132.42     196.39
Ice Core 19         4.02   12196.54    1644.43     916.27       5.15   10511.48     196.37       3.41      72.27      40.63     252.98    2325.42     253.15     201.60    5853.12      88.48     109.10
Ice Core 20         4.12   32305.32    4227.46    2433.61      16.95   23027.17     778.43       6.26     174.78      30.68     575.40    8323.74     650.39     619.97   20182.97     276.61     325.07
Ice Core 21          4.2   15632.28    1926.03    2196.97      17.27   12413.73     305.20       3.55      93.64      13.01     134.77    4037.06     309.58     238.65    7862.00     130.70     126.87
Ice Core 22         4.29    8608.76    1109.73    1248.66       8.17    9970.60     118.20       2.82      66.43      16.05      68.29    1971.65     166.84     171.06    4700.45      70.21      84.48
Ice Core 23          4.4    4781.77     588.26     930.93       6.69    7253.17      78.41       1.84      34.18      11.84      42.82    1237.86      92.18      74.55    3871.95      38.83      38.93
Ice Core 24         4.52    3693.87     472.23     818.10       5.62    5218.38      60.38       1.41      33.11      11.71      38.16     758.06      73.38     101.60    1415.05      32.07      32.01
Ice Core 26         4.64    3564.55     455.32     399.49       2.16    4816.77      73.95       1.54      27.25      18.94      79.34     774.00      72.46      62.30    1953.99      28.39      32.19
Ice Core 27         4.75    1850.94     223.96     274.83       1.35    2649.61      53.32       1.23      14.59      33.64     101.71     434.39      43.05      31.84    1595.75      13.70      25.87
Ice Core 28         4.86    4249.11     473.55     183.01       1.18    5309.61      47.63       1.51      32.36      33.34      94.16     866.29      90.34      78.92    1755.02      27.33      32.36
Ice Core 29         4.97    4174.79     548.83     180.13       1.14    4129.66      60.45       1.88      39.91      39.66     174.36     811.92      94.56      70.54    2381.61      27.10      40.87
Ice Core 30         5.08   30193.71    3857.93     887.40       4.94   25668.48     286.78       5.61     217.15      60.24     817.84    4543.33     592.32     454.61   20574.68     190.38     306.60
Ice Core 31         5.18    1965.96     234.14      93.45       0.98    2664.81      38.70       0.95      17.80      17.18      72.90     475.58      48.75      48.99    1449.33      14.12      18.49
Ice Core 32         5.28    4350.25     549.65     191.30       1.62   10323.49      57.84       1.57      37.48      14.41      72.71    1041.59     103.26      97.32    2290.26      35.85      38.24
Ice Core 33         5.38    1349.27     173.23     112.01       1.25    1678.67      67.55       1.10      15.45      52.86     126.61     558.22      67.45      39.06    1864.60      13.25      19.00
Ice Core 34         5.48    5111.26     690.45     305.38       3.71    5537.02      88.09       1.57      47.28      16.36      77.48     953.23     120.11     131.59    2227.98      40.58      48.75
Ice Core 35         5.54   41848.93    5020.36    1005.48       6.22   40977.57     474.19       8.68     422.18     158.46    1656.37   13846.25    1734.87    1454.71   35830.95     455.67     458.17
Ice Core 36         5.64    5207.52     699.52     280.90       2.24    6728.59      62.37       1.91      51.77      29.54     128.39     959.49     140.54     139.91    2753.12      42.22      55.36
Ice Core 37         5.74    1856.16     230.27     237.22       2.36    2300.65      51.78       1.21      19.76      55.57      87.61     443.35      81.96      53.40    1098.21      16.74      19.56
Ice Core 38         5.84    1247.89     153.77     242.36       2.00    1639.94      46.89       1.08      11.38      34.90      66.96     258.28      44.47      28.51     695.18      10.46      12.98
Ice Core 39         5.94    5004.76     572.67     438.78       3.17    5569.75      81.62       1.95      31.05      59.25     226.99     620.59     111.11      78.27    3049.73      27.19      38.15
Ice Core 40         6.06    3851.17     516.68     462.32       5.18    4161.36      91.36       1.83      29.89      51.18     224.12     597.81      97.52     110.23    3101.34      25.80      30.48
Ice Core 41         6.17    3684.12     489.54     184.03       2.76    4458.26     110.54       2.41      26.08      32.46    1120.34     523.24      82.27     302.43   10422.60      19.23      29.66
Ice Core 42         6.28    3168.81     398.16     147.67       1.99    5838.62     128.72       2.37      22.08      50.46     882.67     477.85      94.27     131.46    6831.46      17.50      32.08
Ice Core 44         6.51    2244.71     299.95     143.26       2.13    3973.36     115.47       1.85      33.99      77.06     550.92     350.87      82.01     174.18    6188.89      12.99      26.14
Ice Core 45         6.59     740.47      85.32      64.14       1.19     965.32      63.59       0.77       7.18      22.84      43.01     206.49      27.74      18.10     419.51       6.22       9.49
Ice Core 46         6.69     481.19      55.37      74.35       2.54    1490.35      40.54       0.88       4.69      30.18      65.02     122.84      22.53      12.39     295.76       4.92       7.72
Ice Core 47         6.77     259.67      28.09      34.87       0.34    1356.54      41.89       0.98       2.64      72.27     200.82      94.55      31.35      20.91     490.08       2.88       7.23
Ice Core 48         6.85     355.77      50.07      51.25       0.77    1891.49      43.00       0.79       4.75      34.11      87.54     156.58      24.88      26.29     291.65       5.15       7.55
Ice Core 49         6.98     726.76      94.59      63.58       0.86    2745.21      71.08       1.18       6.43      71.97     246.71     204.22      47.48      34.89     881.79       8.13      22.04
Ice Core 50         7.09    6230.46     776.85     208.64       2.89    5490.61      64.82       1.18      53.48      13.08      55.15    1069.38      64.12     163.61    1118.33      26.66      34.01
Ice Core 51         7.17     861.29     109.06      63.14       0.79    3189.66      63.29       1.23       7.44      65.19     272.00     353.87      56.59      29.56    1198.17      10.56      22.08
Ice Core 52         7.26     305.11      41.12      93.07       1.26     838.06      39.21       0.88      11.36      33.54      65.73     260.32      34.88     103.94     455.66       5.37      11.10
Ice Core 53         7.36     414.24      52.62     169.46       2.10     859.24      63.00       1.58       4.57      90.64      32.63     124.58      53.34      22.11     464.06       4.95      12.73
Ice Core 54         7.47    2182.35     270.82     234.21       2.81    3853.44     115.45       2.18      14.53      76.47     233.16     521.63      85.35      48.12    1981.10      16.42      27.75
Ice Core 55         7.58    1429.22     190.54     232.19       2.05    2297.97      54.50       1.47      14.19      36.15      75.76     610.71      51.65      53.85     788.50      15.87      16.78
Ice Core 56          7.7    3355.29     460.51     195.95       2.31    3423.64      57.33       1.57      21.65      15.56      67.83     829.38      54.22     130.33    1018.40      25.59      21.87
Ice Core 57          7.8    4146.85     531.92     411.47       3.16    4736.15     122.38       2.62      33.95      99.26     336.24     771.59     138.24     161.61    3583.85      28.89      47.08
Ice Core 58          7.9    3472.28     460.10     168.94       1.55    5891.72      78.18       1.89      18.98     104.24     425.58     811.33      91.52      71.60    3482.43      25.44      48.04
Ice Core 59         8.01    4628.42     586.12     788.17       3.39    6182.66     134.36       6.72      38.99     749.69     581.37    1488.29     383.68     128.83    4566.49      37.39      60.60
Ice Core 60         8.12   22341.09    2880.16    1267.27       6.85   33936.11     411.91       6.91     117.01     341.76    2123.79    4877.19     523.35     323.04   18682.70     169.98     207.32
Ice Core 61         8.24   14364.21    1817.49     976.93       7.94   16080.09     288.08       3.87      77.83      55.82     820.76    2815.87     284.86     191.26   10676.93     111.49     123.12
Ice Core 62         8.32    8953.42    1062.66     871.33       4.96    7508.00     106.42       2.47      58.93      22.02     140.11    1746.38     156.34     150.54    3376.26      70.30      63.86
Ice Core 63         8.39   35194.79    4609.24    2563.98      18.02   36519.96     566.00       8.18     200.65      76.63    1130.96    7388.78     691.27     529.68   20217.04     274.96     321.56
Ice Core 64         8.48   34324.04    4676.05    1959.95      14.53   33616.12     484.86       7.39     211.66      48.11     421.00    7153.81     657.50     553.98   16489.63     269.22     326.44
Ice Core 65         8.57   18066.94    2279.21    1205.23      10.43   19081.15     282.49       6.04     111.28      60.15     276.94    3404.58     371.26     260.03   23533.97     128.32     228.75
Ice Core 66         8.66   12976.66    1613.65     555.05       5.19   24133.30     551.99       7.69      67.22     660.94    3171.46    1958.04     390.50     198.33   13780.29      79.99     154.98
Ice Core 67         8.76     921.10     123.11      46.18       0.36    3467.43      45.32       1.13       9.73      81.37     331.36     210.13      55.43      23.67    1555.04       7.42      14.81
Ice Core 68         8.87    2142.75     232.01      95.40       0.53    3905.47      24.76       1.25      16.88      48.52     176.33     395.69      59.86      48.77    1072.69      11.67      18.52
Ice Core 69         8.98     866.52     115.06      99.50       0.88    1678.45      29.52       1.07      23.12      63.89     188.27     203.49      51.26     638.71    1254.40       7.32      18.39
Ice Core 70         9.08    1533.18     192.78     121.38       2.28    3731.62      33.31       1.21      13.99      61.89     149.14     345.56      59.84      54.77    1172.95      12.48      19.56
Ice Core 71         9.18    1501.37     195.95     117.01       1.05    2482.23      50.09       1.21      14.60      67.81     110.18     310.76      62.06      36.21    1327.04      10.44      19.06
Ice Core 72          9.3   17511.44    2184.92     555.83       2.37   15983.55      90.91       4.04     149.82      86.12     330.44    2790.83     352.19     232.48    7110.31      95.90     120.37
Ice Core 73         9.41    4858.48     625.96     195.02       0.69    6477.58      51.82       1.96      47.72     146.18     386.60     900.46     144.12      88.60    4344.06      27.69      45.69
Ice Core 74         9.54    3682.87     446.96     184.60       0.83    4699.07      26.37       1.32      31.99      29.47     107.73     728.81      80.90      90.67    1440.14      22.41      31.02
Ice Core 75         9.65    2206.39     284.57      58.62       0.51    3180.24      30.36       1.05      21.70      43.39     133.90     427.56      61.64      39.16    1415.43      14.57      22.15
Ice Core 76         9.76    2897.83     380.65     105.32       0.88    3810.84      54.82       1.36      23.66      52.76     184.90     514.22      84.26      57.33    2184.72      18.41      30.03
Ice Core 77         9.87    2842.61     329.29     103.78       1.01    3353.87      49.10       1.29      24.23      70.11     198.19     471.21      72.02      54.23    2043.11      17.05      27.84
Ice Core 78         9.98    2609.95     332.86     132.13       1.03    5656.98     149.22       1.73      25.25     166.42     421.79     531.74     113.29     106.49    2203.70      18.16      28.86
Ice Core 79        10.08    1949.06     257.17     137.01       0.91    3178.09      48.03       1.43      17.63     102.39     251.14     357.64      85.60      60.54    1375.56      13.60      19.81
Ice Core 80        10.19    1836.05     248.61      82.06       0.64    3298.42      51.11       0.99      17.29      16.40      51.79     383.62      48.28      40.16     948.29      17.26      19.05
Ice Core 81         10.3     859.37     102.02      44.47       0.33    1881.62      23.19       0.77       7.80      47.21     101.67     209.83      34.34      23.48     470.69       6.87      10.27
Ice Core 82        10.41    1659.91     192.89      85.62       0.67    2948.94      40.99       1.07      12.12      16.34      85.01     754.70      49.92      38.82     824.97      17.44      13.49
Ice Core 83        10.51    1061.45     123.93      73.01       0.84    1075.73      26.97       0.68       7.09      17.03      28.47     212.15      24.94      35.01     312.33       7.51       7.59
Ice Core 84        10.61    2020.57     203.79      90.43       1.36    1117.45      57.78       0.64       4.58       5.53      10.60     240.59      15.61      11.85     161.79       6.28       5.96
